scenario,temp,precip,humidity,beta_nn
T-vary,26.0,10.757142857142858,43.34501273677034,0.055347554
T-vary,26.0,10.757142857142858,43.74348531279174,0.055353284
T-vary,26.0,10.757142857142858,44.14195788881314,0.05535896
T-vary,26.0,10.757142857142858,44.540430464834536,0.05536452
T-vary,26.0,10.757142857142858,44.938903040855934,0.055370044
T-vary,26.0,10.757142857142858,45.33737561687734,0.055375468
T-vary,26.0,10.757142857142858,45.73584819289873,0.055380818
T-vary,26.0,10.757142857142858,46.134320768920134,0.055386096
T-vary,26.0,10.757142857142858,46.53279334494153,0.055391286
T-vary,26.0,10.757142857142858,46.93126592096293,0.055396426
T-vary,26.0,10.757142857142858,47.329738496984326,0.055401467
T-vary,26.0,10.757142857142858,47.728211073005724,0.05540643
T-vary,26.0,10.757142857142858,48.12668364902712,0.05541132
T-vary,26.0,10.757142857142858,48.52515622504852,0.055416152
T-vary,26.0,10.757142857142858,48.923628801069924,0.055420898
T-vary,26.0,10.757142857142858,49.322101377091315,0.055425547
T-vary,26.0,10.757142857142858,49.72057395311272,0.055430144
T-vary,26.0,10.757142857142858,50.11904652913412,0.055434663
T-vary,26.0,10.757142857142858,50.517519105155515,0.05543908
T-vary,26.0,10.757142857142858,50.91599168117691,0.055443447
T-vary,26.0,10.757142857142858,51.31446425719831,0.055447746
T-vary,26.0,10.757142857142858,51.71293683321971,0.05545194
T-vary,26.0,10.757142857142858,52.111409409241105,0.055456087
T-vary,26.0,10.757142857142858,52.50988198526251,0.055460148
T-vary,26.0,10.757142857142858,52.9083545612839,0.05546413
T-vary,26.0,10.757142857142858,53.306827137305305,0.055468027
T-vary,26.0,10.757142857142858,53.7052997133267,0.055471852
T-vary,26.0,10.757142857142858,54.1037722893481,0.055475608
T-vary,26.0,10.757142857142858,54.5022448653695,0.055479284
T-vary,26.0,10.757142857142858,54.900717441390896,0.055482883
T-vary,26.0,10.757142857142858,55.29919001741229,0.05548642
T-vary,26.0,10.757142857142858,55.69766259343369,0.055489853
T-vary,26.0,10.757142857142858,56.096135169455096,0.055493243
T-vary,26.0,10.757142857142858,56.494607745476486,0.055496525
T-vary,26.0,10.757142857142858,56.89308032149789,0.05549975
T-vary,26.0,10.757142857142858,57.29155289751929,0.055502888
T-vary,26.0,10.757142857142858,57.690025473540686,0.05550596
T-vary,26.0,10.757142857142858,58.088498049562084,0.055508964
T-vary,26.0,10.757142857142858,58.48697062558348,0.055511873
T-vary,26.0,10.757142857142858,58.88544320160488,0.055514723
T-vary,26.0,10.757142857142858,59.28391577762628,0.055517487
T-vary,26.0,10.757142857142858,59.68238835364768,0.055520173
T-vary,26.0,10.757142857142858,60.08086092966907,0.055522792
T-vary,26.0,10.757142857142858,60.47933350569048,0.055525325
T-vary,26.0,10.757142857142858,60.877806081711874,0.055527788
T-vary,26.0,10.757142857142858,61.27627865773327,0.055530194
T-vary,26.0,10.757142857142858,61.67475123375467,0.055532493
T-vary,26.0,10.757142857142858,62.07322380977607,0.055534728
T-vary,26.0,10.757142857142858,62.471696385797465,0.055536896
T-vary,26.0,10.757142857142858,62.87016896181886,0.055538982
T-vary,26.0,10.757142857142858,63.26864153784026,0.055540994
T-vary,26.0,10.757142857142858,63.667114113861665,0.055542924
T-vary,26.0,10.757142857142858,64.06558668988306,0.055544797
T-vary,26.0,10.757142857142858,64.46405926590447,0.055546574
T-vary,26.0,10.757142857142858,64.86253184192586,0.055548273
T-vary,26.0,10.757142857142858,65.26100441794725,0.055549927
T-vary,26.0,10.757142857142858,65.65947699396865,0.055551477
T-vary,26.0,10.757142857142858,66.05794956999006,0.055552952
T-vary,26.0,10.757142857142858,66.45642214601145,0.055554356
T-vary,26.0,10.757142857142858,66.85489472203284,0.055555698
T-vary,26.0,10.757142857142858,67.25336729805424,0.055556957
T-vary,26.0,10.757142857142858,67.65183987407565,0.055558134
T-vary,26.0,10.757142857142858,68.05031245009704,0.055559248
T-vary,26.0,10.757142857142858,68.44878502611844,0.055560272
T-vary,26.0,10.757142857142858,68.84725760213985,0.055561237
T-vary,26.0,10.757142857142858,69.24573017816124,0.05556214
T-vary,26.0,10.757142857142858,69.64420275418263,0.05556294
T-vary,26.0,10.757142857142858,70.04267533020403,0.055563662
T-vary,26.0,10.757142857142858,70.44114790622544,0.055564318
T-vary,26.0,10.757142857142858,70.83962048224683,0.0555649
T-vary,26.0,10.757142857142858,71.23809305826823,0.055565413
T-vary,26.0,10.757142857142858,71.63656563428964,0.05556584
T-vary,26.0,10.757142857142858,72.03503821031103,0.055566188
T-vary,26.0,10.757142857142858,72.43351078633242,0.05556649
T-vary,26.0,10.757142857142858,72.83198336235382,0.05556669
T-vary,26.0,10.757142857142858,73.23045593837523,0.055566844
T-vary,26.0,10.757142857142858,73.62892851439662,0.05556689
T-vary,26.0,10.757142857142858,74.02740109041801,0.055566866
T-vary,26.0,10.757142857142858,74.42587366643941,0.055566777
T-vary,26.0,10.757142857142858,74.82434624246082,0.055566613
T-vary,26.0,10.757142857142858,75.22281881848221,0.055566367
T-vary,26.0,10.757142857142858,75.62129139450361,0.055566065
T-vary,26.0,10.757142857142858,76.01976397052502,0.055565666
T-vary,26.0,10.757142857142858,76.41823654654641,0.055565212
T-vary,26.0,10.757142857142858,76.8167091225678,0.055564664
T-vary,26.0,10.757142857142858,77.2151816985892,0.055564065
T-vary,26.0,10.757142857142858,77.61365427461061,0.055563375
T-vary,26.0,10.757142857142858,78.012126850632,0.055562615
T-vary,26.0,10.757142857142858,78.4105994266534,0.055561785
T-vary,26.0,10.757142857142858,78.80907200267481,0.05556086
T-vary,26.0,10.757142857142858,79.2075445786962,0.05555988
T-vary,26.0,10.757142857142858,79.60601715471759,0.055558834
T-vary,26.0,10.757142857142858,80.004489730739,0.05555771
T-vary,26.0,10.757142857142858,80.4029623067604,0.0555565
T-vary,26.0,10.757142857142858,80.80143488278179,0.05555522
T-vary,26.0,10.757142857142858,81.19990745880318,0.055553865
T-vary,26.0,10.757142857142858,81.59838003482459,0.05555243
T-vary,26.0,10.757142857142858,81.99685261084599,0.05555093
T-vary,26.0,10.757142857142858,82.39532518686738,0.05554935
T-vary,26.0,10.757142857142858,82.79379776288879,0.055547703
T-vary,26.0,10.757142857142858,83.19227033891019,0.055545975
T-vary,26.0,10.757142857142858,83.59074291493158,0.05554417
T-vary,26.0,10.757142857142858,83.98921549095297,0.055542313
T-vary,26.0,10.757142857142858,84.38768806697438,0.05554036
T-vary,26.0,10.757142857142858,84.78616064299578,0.055538338
T-vary,26.0,10.757142857142858,85.18463321901717,0.05553624
T-vary,26.0,10.757142857142858,85.58310579503858,0.055534083
T-vary,26.0,10.757142857142858,85.98157837105998,0.05553184
T-vary,26.0,10.757142857142858,86.38005094708137,0.05552952
T-vary,26.0,10.757142857142858,86.77852352310276,0.055527143
T-vary,26.0,10.757142857142858,87.17699609912417,0.055524666
T-vary,26.0,10.757142857142858,87.57546867514557,0.055522136
T-vary,26.0,10.757142857142858,87.97394125116696,0.05551953
T-vary,26.0,10.757142857142858,88.37241382718835,0.055516843
T-vary,26.0,10.757142857142858,88.77088640320976,0.05551408
T-vary,26.0,10.757142857142858,89.16935897923116,0.055511262
T-vary,26.0,10.757142857142858,89.56783155525255,0.055508353
T-vary,26.0,10.757142857142858,89.96630413127396,0.05550539
T-vary,26.0,10.757142857142858,90.36477670729536,0.055502344
T-vary,26.0,10.757142857142858,90.76324928331675,0.055499204
T-vary,26.0,10.757142857142858,91.16172185933814,0.055496015
T-vary,26.0,10.757142857142858,91.56019443535955,0.055492744
T-vary,26.0,10.757142857142858,91.95866701138095,0.055489406
T-vary,26.0,10.757142857142858,92.35713958740234,0.055485994
T-vary,30.0,10.757142857142858,29.0,0.054976545
T-vary,30.0,10.757142857142858,29.398472576021398,0.054985683
T-vary,30.0,10.757142857142858,29.796945152042795,0.054994754
T-vary,30.0,10.757142857142858,30.195417728064196,0.05500375
T-vary,30.0,10.757142857142858,30.593890304085594,0.055012673
T-vary,30.0,10.757142857142858,30.99236288010699,0.055021502
T-vary,30.0,10.757142857142858,31.39083545612839,0.055030268
T-vary,30.0,10.757142857142858,31.78930803214979,0.055038955
T-vary,30.0,10.757142857142858,32.18778060817119,0.05504755
T-vary,30.0,10.757142857142858,32.586253184192586,0.05505607
T-vary,30.0,10.757142857142858,32.98472576021398,0.055064518
T-vary,30.0,10.757142857142858,33.38319833623538,0.05507288
T-vary,30.0,10.757142857142858,33.78167091225678,0.055081155
T-vary,30.0,10.757142857142858,34.180143488278176,0.055089373
T-vary,30.0,10.757142857142858,34.57861606429958,0.055097513
T-vary,30.0,10.757142857142858,34.97708864032098,0.05510556
T-vary,30.0,10.757142857142858,35.375561216342376,0.055113528
T-vary,30.0,10.757142857142858,35.774033792363774,0.055121426
T-vary,30.0,10.757142857142858,36.17250636838517,0.055129252
T-vary,30.0,10.757142857142858,36.57097894440657,0.055136975
T-vary,30.0,10.757142857142858,36.96945152042797,0.055144653
T-vary,30.0,10.757142857142858,37.367924096449364,0.055152226
T-vary,30.0,10.757142857142858,37.76639667247076,0.055159748
T-vary,30.0,10.757142857142858,38.16486924849217,0.055167165
T-vary,30.0,10.757142857142858,38.56334182451356,0.0551745
T-vary,30.0,10.757142857142858,38.96181440053496,0.05518178
T-vary,30.0,10.757142857142858,39.36028697655636,0.055188965
T-vary,30.0,10.757142857142858,39.75875955257776,0.055196088
T-vary,30.0,10.757142857142858,40.157232128599155,0.055203114
T-vary,30.0,10.757142857142858,40.55570470462055,0.05521008
T-vary,30.0,10.757142857142858,40.95417728064195,0.055216957
T-vary,30.0,10.757142857142858,41.35264985666335,0.05522375
T-vary,30.0,10.757142857142858,41.75112243268475,0.055230476
T-vary,30.0,10.757142857142858,42.14959500870614,0.055237122
T-vary,30.0,10.757142857142858,42.54806758472755,0.055243682
T-vary,30.0,10.757142857142858,42.946540160748945,0.055250168
T-vary,30.0,10.757142857142858,43.34501273677034,0.055256583
T-vary,30.0,10.757142857142858,43.74348531279174,0.05526291
T-vary,30.0,10.757142857142858,44.14195788881314,0.05526916
T-vary,30.0,10.757142857142858,44.540430464834536,0.05527533
T-vary,30.0,10.757142857142858,44.938903040855934,0.055281434
T-vary,30.0,10.757142857142858,45.33737561687734,0.05528746
T-vary,30.0,10.757142857142858,45.73584819289873,0.05529339
T-vary,30.0,10.757142857142858,46.134320768920134,0.05529924
T-vary,30.0,10.757142857142858,46.53279334494153,0.05530502
T-vary,30.0,10.757142857142858,46.93126592096293,0.055310726
T-vary,30.0,10.757142857142858,47.329738496984326,0.05531636
T-vary,30.0,10.757142857142858,47.728211073005724,0.055321913
T-vary,30.0,10.757142857142858,48.12668364902712,0.055327374
T-vary,30.0,10.757142857142858,48.52515622504852,0.05533278
T-vary,30.0,10.757142857142858,48.923628801069924,0.05533809
T-vary,30.0,10.757142857142858,49.322101377091315,0.055343322
T-vary,30.0,10.757142857142858,49.72057395311272,0.05534849
T-vary,30.0,10.757142857142858,50.11904652913412,0.05535357
T-vary,30.0,10.757142857142858,50.517519105155515,0.05535857
T-vary,30.0,10.757142857142858,50.91599168117691,0.0553635
T-vary,30.0,10.757142857142858,51.31446425719831,0.055368334
T-vary,30.0,10.757142857142858,51.71293683321971,0.05537312
T-vary,30.0,10.757142857142858,52.111409409241105,0.0553778
T-vary,30.0,10.757142857142858,52.50988198526251,0.055382416
T-vary,30.0,10.757142857142858,52.9083545612839,0.055386957
T-vary,30.0,10.757142857142858,53.306827137305305,0.05539141
T-vary,30.0,10.757142857142858,53.7052997133267,0.055395786
T-vary,30.0,10.757142857142858,54.1037722893481,0.05540009
T-vary,30.0,10.757142857142858,54.5022448653695,0.05540431
T-vary,30.0,10.757142857142858,54.900717441390896,0.05540845
T-vary,30.0,10.757142857142858,55.29919001741229,0.055412542
T-vary,30.0,10.757142857142858,55.69766259343369,0.05541654
T-vary,30.0,10.757142857142858,56.096135169455096,0.055420432
T-vary,30.0,10.757142857142858,56.494607745476486,0.055424266
T-vary,30.0,10.757142857142858,56.89308032149789,0.05542803
T-vary,30.0,10.757142857142858,57.29155289751929,0.055431712
T-vary,30.0,10.757142857142858,57.690025473540686,0.05543531
T-vary,30.0,10.757142857142858,58.088498049562084,0.055438846
T-vary,30.0,10.757142857142858,58.48697062558348,0.055442307
T-vary,30.0,10.757142857142858,58.88544320160488,0.05544568
T-vary,30.0,10.757142857142858,59.28391577762628,0.05544896
T-vary,30.0,10.757142857142858,59.68238835364768,0.05545218
T-vary,30.0,10.757142857142858,60.08086092966907,0.055455312
T-vary,30.0,10.757142857142858,60.47933350569048,0.055458385
T-vary,30.0,10.757142857142858,60.877806081711874,0.055461362
T-vary,30.0,10.757142857142858,61.27627865773327,0.05546427
T-vary,30.0,10.757142857142858,61.67475123375467,0.05546709
T-vary,30.0,10.757142857142858,62.07322380977607,0.055469852
T-vary,30.0,10.757142857142858,62.471696385797465,0.055472527
T-vary,30.0,10.757142857142858,62.87016896181886,0.055475123
T-vary,30.0,10.757142857142858,63.26864153784026,0.055477645
T-vary,30.0,10.757142857142858,63.667114113861665,0.055480093
T-vary,30.0,10.757142857142858,64.06558668988306,0.055482443
T-vary,30.0,10.757142857142858,64.46405926590447,0.055484746
T-vary,30.0,10.757142857142858,64.86253184192586,0.05548696
T-vary,30.0,10.757142857142858,65.26100441794725,0.05548909
T-vary,30.0,10.757142857142858,65.65947699396865,0.055491168
T-vary,30.0,10.757142857142858,66.05794956999006,0.055493142
T-vary,30.0,10.757142857142858,66.45642214601145,0.05549504
T-vary,30.0,10.757142857142858,66.85489472203284,0.055496868
T-vary,30.0,10.757142857142858,67.25336729805424,0.05549863
T-vary,30.0,10.757142857142858,67.65183987407565,0.055500302
T-vary,30.0,10.757142857142858,68.05031245009704,0.05550189
T-vary,30.0,10.757142857142858,68.44878502611844,0.055503413
T-vary,30.0,10.757142857142858,68.84725760213985,0.055504862
T-vary,30.0,10.757142857142858,69.24573017816124,0.055506237
T-vary,30.0,10.757142857142858,69.64420275418263,0.055507515
T-vary,30.0,10.757142857142858,70.04267533020403,0.05550874
T-vary,30.0,10.757142857142858,70.44114790622544,0.055509888
T-vary,30.0,10.757142857142858,70.83962048224683,0.05551094
T-vary,30.0,10.757142857142858,71.23809305826823,0.055511914
T-vary,30.0,10.757142857142858,71.63656563428964,0.055512838
T-vary,30.0,10.757142857142858,72.03503821031103,0.055513665
T-vary,30.0,10.757142857142858,72.43351078633242,0.055514425
T-vary,30.0,10.757142857142858,72.83198336235382,0.0555151
T-vary,30.0,10.757142857142858,73.23045593837523,0.055515688
T-vary,30.0,10.757142857142858,73.62892851439662,0.055516243
T-vary,30.0,10.757142857142858,74.02740109041801,0.05551669
T-vary,30.0,10.757142857142858,74.42587366643941,0.05551705
T-vary,30.0,10.757142857142858,74.82434624246082,0.055517353
T-vary,30.0,10.757142857142858,75.22281881848221,0.055517577
T-vary,30.0,10.757142857142858,75.62129139450361,0.05551772
T-vary,30.0,10.757142857142858,76.01976397052502,0.05551779
T-vary,30.0,10.757142857142858,76.41823654654641,0.055517774
T-vary,30.0,10.757142857142858,76.8167091225678,0.0555177
T-vary,30.0,10.757142857142858,77.2151816985892,0.05551754
T-vary,30.0,10.757142857142858,77.61365427461061,0.055517316
T-vary,30.0,10.757142857142858,78.012126850632,0.055516988
T-vary,30.0,10.757142857142858,78.4105994266534,0.0555166
T-vary,30.0,10.757142857142858,78.80907200267481,0.055516165
T-vary,30.0,10.757142857142858,79.2075445786962,0.055515613
T-vary,30.0,10.757142857142858,79.60601715471759,0.055514988
