city,year,month,temp_mean,humidity,precip,beta_pred,BI,BI_norm,risk_monthly,bi_coverage_months
Shenzhen,2014,5,25.993548387096773,90.12903225806453,11.025806451612905,0.05550569295883179,4.0,1.7432429533400027,0.09675990812073731,12
Shenzhen,2014,6,28.35333333333333,86.63333333333334,5.593333333333334,0.05549784004688263,2.97674,1.2972952572313299,0.0719970846794038,12
Shenzhen,2014,7,28.86774193548387,86.35483870967742,5.019354838709678,0.055494729429483414,3.62791,1.5810821357129323,0.08774172532717896,12
Shenzhen,2014,8,28.26774193548387,87.58064516129032,7.309677419354839,0.05549626797437668,0.651163,0.2837838278064341,0.01574894335474023,12
Shenzhen,2014,9,27.94333333333333,83.93333333333334,3.523333333333333,0.05551648885011673,0.372093,0.1621621250592854,0.009002671807765053,12
Shenzhen,2014,10,25.212903225806453,73.38709677419355,1.0129032258064516,0.05558625981211662,0.651163,0.2837838278064341,0.01577448158292541,12
Shenzhen,2014,11,22.08333333333333,74.5,0.7733333333333333,0.05556671321392059,1.48837,0.6486476286156649,0.036043216756176326,12
Shenzhen,2014,12,14.97741935483871,60.74193548387097,1.4516129032258065,0.055505990982055664,0.744186,0.3243242501185708,0.018001938902343355,12
Yangjiang,2014,1,15.474193548387095,63.87096774193548,0.0064516129032258,0.05551067367196083,,1.0,0.05551067367196083,0
Yangjiang,2014,2,15.196428571428571,76.28571428571429,1.0,0.055432673543691635,,1.0,0.055432673543691635,0
Yangjiang,2014,3,19.783870967741933,82.29032258064517,1.332258064516129,0.055477824062108994,,1.0,0.055477824062108994,0
Yangjiang,2014,4,23.876666666666665,86.13333333333334,4.6433333333333335,0.05550278723239899,,1.0,0.05550278723239899,0
Yangjiang,2014,5,26.44193548387097,88.74193548387096,11.206451612903225,0.05551470071077347,,1.0,0.05551470071077347,0
Yangjiang,2014,6,28.26333333333333,86.46666666666667,8.243333333333334,0.055506765842437744,,1.0,0.055506765842437744,0
Yangjiang,2014,7,28.251612903225805,86.48387096774194,8.548387096774194,0.05550756677985191,,1.0,0.05550756677985191,0
Yangjiang,2014,8,27.51935483870968,88.35483870967742,9.558064516129033,0.05550398677587509,,1.0,0.05550398677587509,0
Yangjiang,2014,9,27.206666666666667,85.46666666666667,5.8100000000000005,0.05551379173994064,,1.0,0.05551379173994064,0
Yangjiang,2014,10,24.62258064516129,74.35483870967742,1.1580645161290322,0.0555809810757637,,1.0,0.0555809810757637,0
Yangjiang,2014,11,21.93,73.4,0.26,0.05557144433259964,,1.0,0.05557144433259964,0
Yangjiang,2014,12,14.470967741935484,60.25806451612903,1.025806451612903,0.0554954819381237,,1.0,0.0554954819381237,0
Zhanjiang,2014,1,15.851612903225806,72.09677419354838,0.0387096774193548,0.05547744780778885,,1.0,0.05547744780778885,0
Zhanjiang,2014,2,16.289285714285715,79.46428571428571,0.4857142857142857,0.05542841926217079,,1.0,0.05542841926217079,0
Zhanjiang,2014,3,21.096774193548388,83.03225806451613,0.8612903225806451,0.05548746883869171,,1.0,0.05548746883869171,0
Zhanjiang,2014,4,24.746666666666663,86.3,3.1166666666666667,0.0554976649582386,,1.0,0.0554976649582386,0
Zhanjiang,2014,5,27.64516129032258,84.38709677419355,6.106451612903225,0.05551980435848236,,1.0,0.05551980435848236,0
Zhanjiang,2014,6,28.59,84.03333333333333,8.826666666666666,0.05551888793706894,,1.0,0.05551888793706894,0
Zhanjiang,2014,7,28.570967741935487,85.0,9.48709677419355,0.05551522597670555,,1.0,0.05551522597670555,0
