pearson_r,spearman_rho,r2,r2_log,mae,rmse,rmsle,aic,bic,n_real,k
0.69210259438599,0.7046392389192707,0.43764776865241606,0.37298504678543287,0.45851699352659336,0.5630995098173156,0.2428283588032627,-301.47093734432264,-208.38130979551312,306,25
