epoch,loss
0,0.38839754462242126
1,0.3503072261810303
2,0.29942891001701355
3,0.3198372721672058
4,0.2893342077732086
5,0.33183133602142334
6,0.3200626075267792
7,0.3005876839160919
8,0.343479722738266
9,0.2919073700904846
10,0.2771359086036682
11,0.2821648418903351
12,0.2828121781349182
13,0.27512991428375244
14,0.2715182304382324
15,0.2806750237941742
16,0.2587995231151581
17,0.2731701731681824
18,0.2614670693874359
19,0.2477886825799942
20,0.24430716037750244
21,0.2801579236984253
22,0.25718191266059875
23,0.2732369303703308
24,0.24423116445541382
25,0.2636110186576843
26,0.25369375944137573
27,0.24171951413154602
28,0.2531931698322296
29,0.2436748743057251
30,0.2277962863445282
31,0.2246876209974289
32,0.2300892025232315
33,0.24817219376564026
34,0.22862403094768524
35,0.2304268777370453
36,0.2488694190979004
37,0.2526582181453705
38,0.23887556791305542
39,0.23729722201824188
40,0.2230713963508606
41,0.23131929337978363
42,0.22150610387325287
43,0.24216042459011078
44,0.23787543177604675
45,0.22556191682815552
46,0.23493291437625885
47,0.2388274222612381
48,0.23423156142234802
49,0.22516033053398132
50,0.2214125245809555
51,0.22689753770828247
52,0.23379576206207275
53,0.22750847041606903
54,0.22612157464027405
55,0.2351911962032318
56,0.24562203884124756
57,0.22561125457286835
58,0.22727596759796143
59,0.2282637655735016
60,0.23072437942028046
61,0.22988873720169067
62,0.20897535979747772
63,0.21717366576194763
64,0.232765793800354
65,0.2359035760164261
66,0.23071074485778809
67,0.22119054198265076
68,0.22683174908161163
69,0.2363283932209015
70,0.23384220898151398
71,0.211970254778862
72,0.2200579196214676
73,0.2284044623374939
74,0.22878867387771606
75,0.21348519623279572
76,0.20909470319747925
77,0.23414713144302368
78,0.22112266719341278
79,0.2280280739068985
80,0.21991334855556488
81,0.21638581156730652
82,0.21425223350524902
83,0.22220532596111298
84,0.2153126299381256
85,0.22564180195331573
86,0.2232154756784439
87,0.22801023721694946
88,0.2218080759048462
89,0.21664980053901672
90,0.22116214036941528
91,0.22416996955871582
92,0.2147183120250702
93,0.22320155799388885
94,0.20386171340942383
95,0.2155228704214096
96,0.2125726342201233
97,0.22257763147354126
98,0.2279546558856964
99,0.22095566987991333
100,0.228459894657135
101,0.23596379160881042
102,0.2222127616405487
103,0.21942110359668732
104,0.20772919058799744
105,0.2096404731273651
106,0.20941413938999176
107,0.20856143534183502
108,0.21243658661842346
109,0.21294504404067993
110,0.21296283602714539
111,0.2166045904159546
112,0.21000906825065613
113,0.20548561215400696
114,0.21571916341781616
115,0.217075914144516
116,0.20070330798625946
117,0.21933773159980774
118,0.20908217132091522
119,0.21435295045375824
120,0.2049500048160553
121,0.20765136182308197
122,0.21781086921691895
123,0.2242773473262787
124,0.21274001896381378
125,0.21068114042282104
126,0.21854577958583832
127,0.21642175316810608
128,0.2043408453464508
129,0.22020606696605682
130,0.21225345134735107
131,0.22220276296138763
132,0.21733742952346802
133,0.21530358493328094
134,0.2197989821434021
135,0.1946316957473755
136,0.21336913108825684
137,0.22308602929115295
138,0.21967850625514984
139,0.20635993778705597
140,0.2174789160490036
141,0.22032801806926727
142,0.2194695770740509
143,0.2043713629245758
144,0.2065885066986084
145,0.21026349067687988
146,0.21633769571781158
147,0.20602558553218842
148,0.21171115338802338
149,0.21249687671661377
150,0.2088800072669983
151,0.21658532321453094
152,0.19739912450313568
153,0.20892831683158875
154,0.21861493587493896
155,0.21582111716270447
156,0.20043334364891052
157,0.21638071537017822
158,0.20575644075870514
159,0.20880348980426788
160,0.21363957226276398
161,0.21500563621520996
162,0.2026238739490509
163,0.2076455056667328
164,0.21570876240730286
165,0.21166998147964478
166,0.2079993635416031
167,0.1988411545753479
168,0.21360935270786285
169,0.21038997173309326
170,0.21303418278694153
171,0.20233091711997986
172,0.20659375190734863
173,0.20716121792793274
174,0.21863043308258057
175,0.21421027183532715
176,0.21124325692653656
177,0.20992925763130188
178,0.20651030540466309
179,0.20746007561683655
180,0.21318453550338745
181,0.20478607714176178
182,0.20080727338790894
183,0.20672033727169037
184,0.20804902911186218
185,0.20995326340198517
186,0.21107488870620728
187,0.20522595942020416
188,0.21044716238975525
189,0.20046405494213104
190,0.2168237417936325
191,0.20882856845855713
192,0.2077103853225708
193,0.2143840193748474
194,0.21288403868675232
195,0.20724983513355255
196,0.20083589851856232
197,0.20396332442760468
198,0.20162782073020935
199,0.2068345546722412
200,0.2055974006652832
201,0.20379646122455597
202,0.211097851395607
203,0.2111205905675888
204,0.2043655663728714
205,0.2043853998184204
206,0.19793589413166046
207,0.2093736082315445
208,0.21583053469657898
209,0.20301172137260437
210,0.21389161050319672
211,0.21066617965698242
212,0.21332696080207825
213,0.2066916823387146
214,0.20847465097904205
215,0.2057185173034668
216,0.19791767001152039
217,0.20953908562660217
218,0.21168279647827148
219,0.2075338065624237
220,0.2048027068376541
221,0.20419195294380188
222,0.21581962704658508
223,0.19856314361095428
224,0.20338933169841766
225,0.2028321474790573
226,0.2089300900697708
227,0.20002496242523193
228,0.19550833106040955
229,0.20500364899635315
230,0.21451842784881592
231,0.2015649378299713
232,0.2003152221441269
233,0.20647236704826355
234,0.21249939501285553
235,0.20553775131702423
236,0.2101721614599228
237,0.19925813376903534
238,0.20081859827041626
239,0.2005615085363388
240,0.20828931033611298
241,0.19922301173210144
242,0.20202425122261047
243,0.20572510361671448
244,0.20918388664722443
245,0.20150455832481384
246,0.20577597618103027
247,0.19974224269390106
248,0.20253115892410278
249,0.20238445699214935
250,0.20749767124652863
251,0.2107466459274292
252,0.1999462991952896
253,0.19742070138454437
254,0.20318055152893066
255,0.20425021648406982
256,0.19202370941638947
257,0.2007078379392624
258,0.2071353793144226
259,0.204061359167099
260,0.20094454288482666
261,0.20100682973861694
262,0.2008233517408371
263,0.1997518539428711
264,0.203374445438385
265,0.20127305388450623
266,0.20072989165782928
267,0.20179320871829987
268,0.20022711157798767
269,0.20385219156742096
270,0.2005450278520584
271,0.19793564081192017
272,0.20163840055465698
273,0.20592376589775085
274,0.20479229092597961
275,0.20590396225452423
276,0.202602818608284
277,0.2101972997188568
278,0.20541995763778687
279,0.2091629058122635
280,0.19406519830226898
281,0.19755907356739044
282,0.1936877816915512
283,0.20179319381713867
284,0.21651816368103027
285,0.2129257470369339
286,0.20316588878631592
287,0.20977190136909485
288,0.204110249876976
289,0.21305817365646362
290,0.20104314386844635
291,0.210865780711174
292,0.20298361778259277
293,0.20480762422084808
294,0.2103097140789032
295,0.19673848152160645
296,0.19702419638633728
297,0.19769474864006042
298,0.19998319447040558
299,0.19764631986618042
300,0.20491456985473633
301,0.20185314118862152
302,0.20699694752693176
303,0.2034061700105667
304,0.2025606632232666
305,0.19719891250133514
306,0.20000284910202026
307,0.20742478966712952
308,0.19895775616168976
309,0.2029339075088501
310,0.20542605221271515
311,0.2038346529006958
312,0.1995328664779663
313,0.20225279033184052
314,0.20558497309684753
315,0.19385746121406555
