date,temp_mean,temp_max,temp_min,humidity,precip_mm,year,month
2005-01-01,6.5,11.8,1.9,30,0.0,2005,1
2005-01-02,9.2,14.2,5.2,31,0.0,2005,1
2005-01-03,10.9,16.5,5.0,51,0.0,2005,1
2005-01-04,13.9,17.8,11.8,55,0.0,2005,1
2005-01-05,14.2,18.3,11.2,55,0.0,2005,1
2005-01-06,16.0,21.2,11.8,60,0.0,2005,1
2005-01-07,16.3,22.6,10.9,67,0.0,2005,1
2005-01-08,15.3,20.6,10.9,53,0.0,2005,1
2005-01-09,13.1,17.8,9.0,52,0.0,2005,1
2005-01-10,12.5,17.7,8.2,54,0.0,2005,1
2005-01-11,13.7,18.6,9.9,57,0.0,2005,1
2005-01-12,12.7,17.4,9.7,55,0.0,2005,1
2005-01-13,8.0,9.4,6.8,78,8.6,2005,1
2005-01-14,9.1,14.7,4.7,54,0.0,2005,1
2005-01-15,10.0,15.8,6.0,44,0.0,2005,1
2005-01-16,10.6,16.9,5.2,42,0.0,2005,1
2005-01-17,11.6,17.9,5.2,54,0.0,2005,1
2005-01-18,14.4,20.6,8.2,69,0.0,2005,1
2005-01-19,14.9,19.2,13.4,65,0.4,2005,1
2005-01-20,14.9,20.5,11.6,61,0.0,2005,1
2005-01-21,15.3,22.3,10.3,70,0.0,2005,1
2005-01-22,17.9,22.5,15.2,75,0.0,2005,1
2005-01-23,18.1,25.1,12.5,73,0.0,2005,1
2005-01-24,18.6,24.2,14.7,77,0.0,2005,1
2005-01-25,19.5,23.9,15.9,80,0.1,2005,1
2005-01-26,19.6,24.7,16.3,81,0.0,2005,1
2005-01-27,19.3,23.0,17.1,81,1.5,2005,1
2005-01-28,13.9,16.8,12.7,87,3.7,2005,1
2005-01-29,15.5,17.5,13.6,93,5.2,2005,1
2005-01-30,13.5,15.9,12.2,88,5.0,2005,1
2005-01-31,11.1,12.1,10.1,68,0.3,2005,1
2005-02-01,11.2,12.1,9.7,51,0.0,2005,2
2005-02-02,10.0,11.1,9.0,81,4.1,2005,2
2005-02-03,11.4,13.9,9.3,88,3.1,2005,2
2005-02-04,15.8,20.1,12.4,89,0.1,2005,2
2005-02-05,19.8,24.7,16.7,87,0.1,2005,2
2005-02-06,21.1,25.9,18.4,82,0.5,2005,2
2005-02-07,21.0,25.6,17.2,82,0.4,2005,2
2005-02-08,20.4,25.5,16.3,84,0.2,2005,2
2005-02-09,21.5,25.1,18.9,81,0.9,2005,2
2005-02-10,14.6,19.4,12.4,76,1.1,2005,2
2005-02-11,13.0,17.2,10.5,68,0.1,2005,2
2005-02-12,15.3,20.4,12.7,69,0.0,2005,2
2005-02-13,16.8,23.1,12.2,69,0.0,2005,2
2005-02-14,19.7,24.0,16.6,76,1.2,2005,2
2005-02-15,22.3,27.1,19.2,84,1.7,2005,2
2005-02-16,23.8,28.6,20.8,82,5.6,2005,2
2005-02-17,15.0,18.7,13.0,86,2.4,2005,2
2005-02-18,10.9,12.6,9.5,74,1.1,2005,2
2005-02-19,10.3,14.3,7.5,53,0.0,2005,2
2005-02-20,9.3,12.9,5.9,45,0.0,2005,2
2005-02-21,8.9,10.4,7.8,58,0.4,2005,2
2005-02-22,9.7,11.1,7.9,86,2.4,2005,2
2005-02-23,15.7,22.2,10.4,86,0.2,2005,2
2005-02-24,20.3,25.0,17.2,88,0.3,2005,2
2005-02-25,20.2,25.5,17.6,92,8.2,2005,2
2005-02-26,15.2,18.1,13.2,93,14.7,2005,2
2005-02-27,12.7,14.6,11.5,91,10.0,2005,2
2005-02-28,12.5,16.8,9.4,77,8.3,2005,2
2005-03-01,12.1,13.3,10.8,79,6.7,2005,3
2005-03-02,12.1,13.3,11.2,91,19.1,2005,3
2005-03-03,12.0,14.8,9.2,68,0.0,2005,3
2005-03-04,11.4,15.2,7.7,61,0.0,2005,3
2005-03-05,11.7,17.4,5.8,63,0.0,2005,3
2005-03-06,12.4,19.2,5.7,56,0.0,2005,3
2005-03-07,14.6,21.4,8.6,69,0.0,2005,3
2005-03-08,17.0,22.7,10.4,78,0.0,2005,3
2005-03-09,18.8,23.7,13.8,82,0.1,2005,3
2005-03-10,20.2,24.8,16.4,88,3.7,2005,3
2005-03-11,22.3,26.9,19.6,90,1.3,2005,3
2005-03-12,13.5,21.5,6.0,88,17.0,2005,3
2005-03-13,8.9,12.4,5.8,57,0.9,2005,3
2005-03-14,10.7,11.8,9.7,56,0.0,2005,3
2005-03-15,14.3,19.6,10.4,79,0.0,2005,3
2005-03-16,19.7,23.9,16.2,89,2.6,2005,3
2005-03-17,21.8,25.8,18.6,84,0.0,2005,3
2005-03-18,20.6,24.7,17.3,66,0.1,2005,3
2005-03-19,18.8,23.5,15.3,65,0.0,2005,3
2005-03-20,19.0,25.6,13.7,74,0.0,2005,3
2005-03-21,20.2,24.7,16.6,82,0.1,2005,3
2005-03-22,22.7,27.5,19.8,82,1.8,2005,3
2005-03-23,17.6,20.9,15.0,73,4.3,2005,3
2005-03-24,17.7,21.9,14.6,57,0.3,2005,3
2005-03-25,18.3,22.9,15.0,59,0.0,2005,3
2005-03-26,19.0,22.5,16.3,83,9.5,2005,3
2005-03-27,22.3,27.1,19.0,86,15.6,2005,3
2005-03-28,22.3,27.3,20.4,92,14.2,2005,3
2005-03-29,23.3,27.7,20.7,90,18.4,2005,3
2005-03-30,20.6,23.0,19.0,90,41.8,2005,3
2005-03-31,18.3,18.9,17.8,93,18.7,2005,3
2005-04-01,18.1,19.6,17.2,93,19.8,2005,4
2005-04-02,21.0,25.6,17.6,77,1.1,2005,4
2005-04-03,21.8,26.8,16.5,68,0.0,2005,4
2005-04-04,21.0,26.2,16.2,69,0.2,2005,4
2005-04-05,20.4,24.0,17.5,74,0.8,2005,4
2005-04-06,21.0,25.2,18.3,85,2.4,2005,4
2005-04-07,22.5,28.2,17.8,85,0.9,2005,4
2005-04-08,24.9,29.2,22.1,84,1.9,2005,4
2005-04-09,25.6,29.5,23.6,84,2.8,2005,4
2005-04-10,23.1,25.5,20.9,94,9.4,2005,4
2005-04-11,24.7,28.4,22.6,88,6.0,2005,4
2005-04-12,18.3,23.6,14.7,91,16.0,2005,4
2005-04-13,18.2,23.7,14.3,68,3.9,2005,4
2005-04-14,20.4,25.2,15.4,72,0.0,2005,4
2005-04-15,21.7,25.7,17.9,78,1.1,2005,4
2005-04-16,20.0,21.1,19.2,91,24.4,2005,4
2005-04-17,21.8,25.0,19.0,84,4.2,2005,4
2005-04-18,23.1,27.3,20.3,83,5.7,2005,4
2005-04-19,24.3,29.3,19.7,81,0.0,2005,4
2005-04-20,24.8,28.7,21.4,77,0.0,2005,4
2005-04-21,24.5,28.2,20.8,82,1.3,2005,4
2005-04-22,24.8,28.6,21.3,81,0.5,2005,4
2005-04-23,25.2,29.6,21.8,84,2.4,2005,4
2005-04-24,24.5,26.6,22.5,89,14.7,2005,4
2005-04-25,23.9,26.3,22.1,91,33.3,2005,4
2005-04-26,23.4,25.8,22.1,92,17.8,2005,4
2005-04-27,22.8,24.2,21.6,93,6.7,2005,4
2005-04-28,25.1,29.4,22.0,87,9.2,2005,4
2005-04-29,26.8,30.4,24.3,83,3.9,2005,4
2005-04-30,27.6,31.3,25.2,81,0.6,2005,4
2005-05-01,27.6,31.9,25.3,83,6.2,2005,5
2005-05-02,26.8,31.1,24.1,87,21.2,2005,5
2005-05-03,26.9,30.4,24.1,85,14.7,2005,5
2005-05-04,27.1,30.1,25.2,82,0.9,2005,5
2005-05-05,27.4,31.7,24.4,81,14.4,2005,5
2005-05-06,25.6,28.9,22.7,78,7.4,2005,5
2005-05-07,24.8,28.9,20.8,74,0.5,2005,5
2005-05-08,24.8,26.8,23.3,93,21.7,2005,5
2005-05-09,24.4,26.0,23.5,93,57.0,2005,5
2005-05-10,24.4,27.3,22.8,94,28.3,2005,5
2005-05-11,25.1,27.5,23.2,92,11.7,2005,5
2005-05-12,26.5,31.6,23.6,90,6.9,2005,5
2005-05-13,28.3,31.1,26.1,84,6.5,2005,5
2005-05-14,28.8,32.3,26.2,83,3.5,2005,5
2005-05-15,28.7,32.2,26.3,84,3.3,2005,5
2005-05-16,28.1,31.5,26.1,85,7.2,2005,5
2005-05-17,28.3,32.5,26.2,85,5.8,2005,5
2005-05-18,26.8,29.7,25.1,89,13.7,2005,5
2005-05-19,25.9,29.3,23.9,91,24.1,2005,5
2005-05-20,26.4,29.6,24.4,89,17.9,2005,5
2005-05-21,27.5,31.2,25.1,85,1.0,2005,5
2005-05-22,27.8,32.1,24.8,84,4.8,2005,5
2005-05-23,27.6,31.2,24.7,86,7.0,2005,5
2005-05-24,27.3,31.3,24.6,84,10.9,2005,5
2005-05-25,26.8,30.4,24.6,86,8.4,2005,5
2005-05-26,25.4,27.7,23.9,90,14.9,2005,5
2005-05-27,25.1,27.8,24.0,95,31.8,2005,5
2005-05-28,25.7,28.8,24.1,91,20.1,2005,5
2005-05-29,26.4,29.6,24.2,81,1.8,2005,5
2005-05-30,26.6,30.6,23.1,76,0.0,2005,5
2005-05-31,26.4,29.8,23.0,83,1.6,2005,5
2005-06-01,27.3,31.5,24.5,86,8.7,2005,6
2005-06-02,26.7,29.7,24.7,91,15.9,2005,6
2005-06-03,27.4,32.3,25.2,90,18.6,2005,6
2005-06-04,26.4,29.9,25.0,93,20.5,2005,6
2005-06-05,25.3,27.9,24.5,95,39.0,2005,6
2005-06-06,24.9,28.3,23.5,82,15.3,2005,6
2005-06-07,24.9,27.2,23.8,83,3.7,2005,6
2005-06-08,26.0,29.8,23.1,81,2.1,2005,6
2005-06-09,26.6,31.1,21.9,77,0.0,2005,6
2005-06-10,27.7,32.3,24.2,82,0.0,2005,6
2005-06-11,28.6,32.7,25.7,85,8.5,2005,6
2005-06-12,28.0,32.1,25.6,88,28.4,2005,6
2005-06-13,26.9,29.7,25.4,92,32.5,2005,6
2005-06-14,27.2,29.9,25.3,91,23.8,2005,6
2005-06-15,27.0,30.4,25.1,92,23.9,2005,6
2005-06-16,26.0,27.1,25.1,95,18.0,2005,6
2005-06-17,26.1,28.8,24.9,94,14.2,2005,6
2005-06-18,27.4,30.3,25.4,89,20.3,2005,6
2005-06-19,28.4,32.1,26.4,85,8.5,2005,6
2005-06-20,27.2,29.3,26.6,93,28.6,2005,6
2005-06-21,27.3,30.1,26.0,93,59.0,2005,6
2005-06-22,26.4,29.3,24.9,94,40.1,2005,6
2005-06-23,25.6,26.5,24.8,97,64.9,2005,6
2005-06-24,26.2,28.8,24.5,92,27.6,2005,6
2005-06-25,27.7,31.1,25.3,88,17.5,2005,6
2005-06-26,27.9,30.7,25.9,86,16.0,2005,6
2005-06-27,27.7,30.2,25.8,86,10.6,2005,6
2005-06-28,27.7,30.3,25.5,86,12.5,2005,6
2005-06-29,27.7,31.6,25.3,86,6.5,2005,6
2005-06-30,25.6,27.4,24.5,92,15.0,2005,6
2005-07-01,25.9,28.7,24.5,91,14.6,2005,7
2005-07-02,27.1,30.7,24.6,85,7.3,2005,7
2005-07-03,28.1,31.6,24.9,82,1.3,2005,7
2005-07-04,28.4,32.2,25.6,84,0.6,2005,7
2005-07-05,28.4,32.3,25.3,85,0.9,2005,7
2005-07-06,28.8,32.8,24.9,78,0.0,2005,7
2005-07-07,28.3,32.0,25.2,81,0.6,2005,7
2005-07-08,26.7,29.1,25.5,90,16.7,2005,7
2005-07-09,27.0,30.7,24.9,87,7.8,2005,7
2005-07-10,28.1,31.2,25.4,84,2.4,2005,7
2005-07-11,28.7,32.3,25.9,80,1.3,2005,7
2005-07-12,28.6,32.1,25.5,83,0.6,2005,7
2005-07-13,28.6,32.3,25.5,82,1.0,2005,7
2005-07-14,29.3,33.3,25.9,79,0.5,2005,7
2005-07-15,29.3,33.0,26.1,79,0.6,2005,7
2005-07-16,29.1,32.9,25.4,78,0.0,2005,7
2005-07-17,29.9,34.1,25.7,76,0.0,2005,7
2005-07-18,31.5,36.3,27.1,70,0.0,2005,7
2005-07-19,32.2,36.1,28.4,64,0.0,2005,7
2005-07-20,31.5,35.2,28.0,66,0.6,2005,7
2005-07-21,30.1,35.0,26.9,78,2.5,2005,7
2005-07-22,26.9,30.1,24.6,91,25.5,2005,7
2005-07-23,26.8,29.4,24.8,88,17.4,2005,7
2005-07-24,27.9,31.9,24.6,83,2.2,2005,7
2005-07-25,29.0,33.2,25.1,79,0.3,2005,7
2005-07-26,29.0,33.4,24.8,80,0.5,2005,7
2005-07-27,28.7,32.5,25.4,79,0.2,2005,7
2005-07-28,28.5,32.7,24.8,78,0.6,2005,7
2005-07-29,27.4,30.2,26.2,85,21.2,2005,7
2005-07-30,26.6,29.3,25.3,88,16.4,2005,7
2005-07-31,26.4,29.9,25.1,90,9.7,2005,7
2005-08-01,28.0,32.1,25.2,86,1.5,2005,8
2005-08-02,28.6,32.4,25.5,82,2.1,2005,8
2005-08-03,29.0,33.3,25.2,79,0.0,2005,8
2005-08-04,29.3,33.6,25.8,82,4.3,2005,8
2005-08-05,29.1,33.0,26.0,84,5.8,2005,8
2005-08-06,29.5,34.2,26.3,80,6.2,2005,8
2005-08-07,29.5,33.8,26.6,82,4.0,2005,8
2005-08-08,28.6,32.4,25.9,85,3.6,2005,8
2005-08-09,27.8,30.2,25.7,84,8.1,2005,8
2005-08-10,27.4,30.2,25.7,83,7.5,2005,8
2005-08-11,27.2,30.2,25.3,86,9.5,2005,8
2005-08-12,29.5,34.3,24.8,78,0.5,2005,8
2005-08-13,29.2,33.4,26.3,83,25.8,2005,8
2005-08-14,28.1,31.8,26.2,85,26.8,2005,8
2005-08-15,25.9,29.2,24.5,91,19.6,2005,8
2005-08-16,25.9,28.9,24.7,90,6.2,2005,8
2005-08-17,26.2,28.9,24.9,85,8.3,2005,8
2005-08-18,25.7,27.8,24.2,90,20.7,2005,8
2005-08-19,25.2,26.3,24.5,95,14.0,2005,8
2005-08-20,25.6,27.4,24.3,92,19.4,2005,8
2005-08-21,26.2,28.1,24.5,92,11.7,2005,8
2005-08-22,26.9,31.2,24.5,90,14.5,2005,8
2005-08-23,27.8,32.3,25.0,87,2.5,2005,8
2005-08-24,26.9,29.9,24.8,88,11.9,2005,8
2005-08-25,27.1,29.7,25.1,80,0.7,2005,8
2005-08-26,26.7,29.6,24.4,85,3.2,2005,8
2005-08-27,26.5,29.9,24.7,87,5.8,2005,8
2005-08-28,27.3,30.9,25.2,85,5.8,2005,8
2005-08-29,27.2,31.2,25.1,85,6.2,2005,8
2005-08-30,28.0,31.6,24.8,82,1.0,2005,8
2005-08-31,29.2,33.5,25.4,80,0.1,2005,8
2005-09-01,29.3,32.4,27.1,71,0.0,2005,9
2005-09-02,27.6,30.3,25.9,74,2.4,2005,9
2005-09-03,26.3,29.0,24.9,89,19.4,2005,9
2005-09-04,25.8,29.0,24.7,92,20.8,2005,9
2005-09-05,27.4,31.0,24.2,81,0.5,2005,9
2005-09-06,27.7,31.3,25.1,78,0.0,2005,9
2005-09-07,27.7,31.6,24.7,75,0.0,2005,9
2005-09-08,27.3,30.9,24.8,85,6.4,2005,9
2005-09-09,26.8,30.4,24.7,87,8.9,2005,9
2005-09-10,27.1,31.0,24.1,85,1.7,2005,9
2005-09-11,28.2,32.1,24.1,78,0.0,2005,9
2005-09-12,28.7,32.7,25.3,74,0.0,2005,9
2005-09-13,27.5,31.2,25.2,85,17.6,2005,9
2005-09-14,27.9,32.1,24.9,86,4.0,2005,9
2005-09-15,28.1,31.7,25.3,83,4.1,2005,9
2005-09-16,28.4,32.3,24.9,80,0.0,2005,9
2005-09-17,27.7,32.1,24.7,81,2.8,2005,9
2005-09-18,26.4,29.2,25.3,88,12.4,2005,9
2005-09-19,27.1,30.0,25.0,87,6.4,2005,9
2005-09-20,27.7,31.7,23.8,84,0.0,2005,9
2005-09-21,28.5,32.8,24.5,81,0.2,2005,9
2005-09-22,29.3,33.3,25.9,73,0.0,2005,9
2005-09-23,27.1,31.1,24.8,67,0.0,2005,9
2005-09-24,27.2,31.8,24.7,69,0.0,2005,9
2005-09-25,26.5,28.2,25.5,77,1.1,2005,9
2005-09-26,25.0,26.5,24.0,88,9.3,2005,9
2005-09-27,25.0,26.8,24.1,90,25.6,2005,9
2005-09-28,26.6,30.2,23.6,83,0.1,2005,9
2005-09-29,26.8,30.6,23.7,86,0.5,2005,9
2005-09-30,27.2,31.2,24.1,85,0.5,2005,9
2005-10-01,28.3,32.4,24.6,83,0.3,2005,10
2005-10-02,29.3,33.9,25.8,75,0.0,2005,10
2005-10-03,27.7,30.6,24.6,68,0.2,2005,10
2005-10-04,25.2,28.7,22.1,65,0.0,2005,10
2005-10-05,24.8,29.3,20.8,70,0.0,2005,10
2005-10-06,26.2,30.4,22.3,76,0.0,2005,10
2005-10-07,27.4,31.5,23.8,73,0.0,2005,10
2005-10-08,25.8,29.4,23.0,60,0.0,2005,10
2005-10-09,24.9,28.3,22.3,57,0.0,2005,10
2005-10-10,25.4,29.9,21.1,63,0.0,2005,10
2005-10-11,25.7,30.4,20.9,76,0.0,2005,10
2005-10-12,26.1,30.0,21.8,79,0.0,2005,10
2005-10-13,26.1,30.6,22.4,80,0.0,2005,10
2005-10-14,27.1,31.4,23.6,76,0.0,2005,10
2005-10-15,25.9,29.5,22.4,66,0.0,2005,10
2005-10-16,25.0,28.9,21.0,65,0.0,2005,10
2005-10-17,25.9,29.0,23.1,76,0.1,2005,10
2005-10-18,25.7,29.2,22.8,77,0.1,2005,10
2005-10-19,25.3,28.9,22.7,68,0.0,2005,10
2005-10-20,24.3,29.2,19.5,72,0.0,2005,10
2005-10-21,24.6,29.6,19.5,66,0.0,2005,10
2005-10-22,23.6,28.0,19.9,54,0.0,2005,10
2005-10-23,21.8,26.2,18.2,58,0.0,2005,10
2005-10-24,21.3,25.5,17.1,55,0.0,2005,10
2005-10-25,22.0,26.8,17.8,69,0.0,2005,10
2005-10-26,23.2,28.5,17.9,67,0.0,2005,10
2005-10-27,24.5,30.0,19.5,76,0.0,2005,10
2005-10-28,25.9,31.4,20.2,72,0.0,2005,10
2005-10-29,22.2,24.8,19.6,63,0.0,2005,10
2005-10-30,19.7,21.0,18.4,61,0.0,2005,10
2005-10-31,21.0,25.9,17.0,45,0.0,2005,10
2005-11-01,19.6,21.0,17.7,57,1.9,2005,11
2005-11-02,22.7,28.9,17.3,72,2.0,2005,11
2005-11-03,24.4,29.8,18.9,73,0.0,2005,11
2005-11-04,24.3,29.9,19.0,76,0.0,2005,11
2005-11-05,25.9,29.6,23.1,78,0.0,2005,11
2005-11-06,26.1,30.3,22.9,81,0.0,2005,11
2005-11-07,26.9,31.8,23.2,77,0.0,2005,11
2005-11-08,26.2,29.7,23.7,79,0.0,2005,11
2005-11-09,26.0,30.6,23.2,80,0.1,2005,11
2005-11-10,25.9,30.0,23.2,80,0.0,2005,11
2005-11-11,26.2,30.4,23.1,79,0.1,2005,11
2005-11-12,25.8,30.0,22.2,77,0.0,2005,11
2005-11-13,25.7,30.2,21.7,75,0.2,2005,11
2005-11-14,24.5,28.4,21.3,83,3.2,2005,11
2005-11-15,19.2,20.9,17.7,74,6.2,2005,11
2005-11-16,18.9,23.0,16.3,61,0.0,2005,11
2005-11-17,19.0,24.4,14.9,60,0.0,2005,11
2005-11-18,18.8,22.8,15.9,59,0.0,2005,11
2005-11-19,17.2,20.8,14.8,60,0.0,2005,11
2005-11-20,16.3,21.2,12.5,58,0.0,2005,11
2005-11-21,16.5,21.1,13.5,58,0.0,2005,11
2005-11-22,16.4,21.9,11.9,57,0.0,2005,11
2005-11-23,17.8,23.6,13.1,57,0.0,2005,11
2005-11-24,18.1,23.6,14.3,58,0.0,2005,11
2005-11-25,18.4,24.4,12.9,60,0.0,2005,11
2005-11-26,19.0,25.5,12.5,65,0.0,2005,11
2005-11-27,19.8,26.8,13.1,71,0.0,2005,11
2005-11-28,21.8,28.0,16.6,72,0.0,2005,11
2005-11-29,20.9,25.3,18.2,59,0.0,2005,11
2005-11-30,19.6,24.0,16.0,60,0.0,2005,11
2005-12-01,20.7,26.2,16.3,76,0.0,2005,12
2005-12-02,20.8,26.6,15.8,77,0.0,2005,12
2005-12-03,21.1,26.4,16.3,70,0.0,2005,12
2005-12-04,16.5,19.8,14.1,49,0.0,2005,12
2005-12-05,12.1,13.8,9.4,37,0.0,2005,12
2005-12-06,8.7,9.3,7.7,33,0.0,2005,12
2005-12-07,11.8,16.5,8.8,33,0.0,2005,12
2005-12-08,14.2,19.6,9.3,41,0.0,2005,12
2005-12-09,16.7,22.4,12.2,53,0.0,2005,12
2005-12-10,19.2,24.4,16.8,54,0.0,2005,12
2005-12-11,16.5,20.0,14.1,58,0.0,2005,12
2005-12-12,14.1,17.4,11.7,50,0.0,2005,12
2005-12-13,13.0,15.8,9.8,37,0.0,2005,12
2005-12-14,13.1,17.0,9.4,30,0.0,2005,12
2005-12-15,11.9,17.5,7.7,29,0.0,2005,12
2005-12-16,12.2,18.4,6.9,29,0.0,2005,12
2005-12-17,13.3,19.5,9.1,26,0.0,2005,12
2005-12-18,11.6,16.9,7.4,30,0.0,2005,12
2005-12-19,11.9,18.4,6.1,36,0.0,2005,12
2005-12-20,13.6,20.5,7.3,44,0.0,2005,12
2005-12-21,13.2,17.2,10.3,31,0.0,2005,12
2005-12-22,10.8,15.9,7.2,24,0.0,2005,12
2005-12-23,11.6,18.7,4.4,40,0.0,2005,12
2005-12-24,14.9,22.1,7.7,55,0.0,2005,12
2005-12-25,17.5,22.0,13.3,61,0.0,2005,12
2005-12-26,18.3,23.8,13.9,43,1.8,2005,12
2005-12-27,15.3,16.4,13.3,66,1.8,2005,12
2005-12-28,13.7,14.7,12.9,85,3.3,2005,12
2005-12-29,17.0,21.4,13.2,67,0.0,2005,12
2005-12-30,17.5,20.3,15.5,66,0.0,2005,12
2005-12-31,18.8,23.8,16.1,75,2.3,2005,12
2006-01-01,18.7,23.1,16.0,65,0.0,2006,1
2006-01-02,18.4,22.5,15.8,62,0.0,2006,1
2006-01-03,17.6,21.4,14.7,77,0.0,2006,1
2006-01-04,19.3,23.7,16.0,83,2.0,2006,1
2006-01-05,12.3,18.3,8.8,73,1.7,2006,1
2006-01-06,8.0,9.1,6.7,56,0.7,2006,1
2006-01-07,8.1,13.1,4.3,42,0.0,2006,1
2006-01-08,9.4,13.6,5.9,40,0.0,2006,1
2006-01-09,11.2,16.2,7.2,46,0.0,2006,1
2006-01-10,11.7,16.3,6.7,59,0.0,2006,1
2006-01-11,16.5,21.9,12.1,62,0.0,2006,1
2006-01-12,19.0,23.9,14.4,73,0.0,2006,1
2006-01-13,20.6,25.8,16.1,75,0.0,2006,1
2006-01-14,19.0,25.0,14.6,80,0.0,2006,1
2006-01-15,18.6,24.8,13.4,77,0.0,2006,1
2006-01-16,20.4,25.2,16.9,79,0.0,2006,1
2006-01-17,20.2,24.3,17.3,84,0.6,2006,1
2006-01-18,21.8,25.7,19.4,81,1.7,2006,1
2006-01-19,21.0,26.6,13.7,88,6.1,2006,1
2006-01-20,12.1,14.2,10.6,82,6.5,2006,1
2006-01-21,10.8,13.6,9.1,67,0.6,2006,1
2006-01-22,11.0,13.2,9.5,59,0.0,2006,1
2006-01-23,11.6,15.3,8.6,55,0.0,2006,1
2006-01-24,12.3,17.5,7.6,59,0.0,2006,1
2006-01-25,13.6,19.4,9.4,59,0.0,2006,1
2006-01-26,13.5,18.9,9.0,58,0.0,2006,1
2006-01-27,14.3,19.8,8.6,57,0.0,2006,1
2006-01-28,15.1,16.9,12.5,78,1.6,2006,1
2006-01-29,16.8,23.1,11.8,80,0.0,2006,1
2006-01-30,19.7,24.5,14.7,80,0.0,2006,1
2006-01-31,21.1,26.4,15.6,73,0.0,2006,1
2006-02-01,19.9,24.4,16.0,62,0.0,2006,2
2006-02-02,19.4,24.6,16.1,71,0.0,2006,2
2006-02-03,19.1,25.2,14.0,69,0.0,2006,2
2006-02-04,15.3,19.5,13.3,58,0.0,2006,2
2006-02-05,15.9,20.3,12.9,59,0.0,2006,2
2006-02-06,18.5,24.5,12.9,66,0.0,2006,2
2006-02-07,19.4,24.6,15.5,55,0.0,2006,2
2006-02-08,18.9,24.3,13.3,59,0.0,2006,2
2006-02-09,18.2,21.4,15.6,49,0.0,2006,2
2006-02-10,16.0,21.0,12.3,54,0.0,2006,2
2006-02-11,18.6,24.4,12.9,62,0.0,2006,2
2006-02-12,20.8,25.8,17.5,60,0.0,2006,2
2006-02-13,18.5,20.6,16.1,58,0.0,2006,2
2006-02-14,20.1,23.9,17.4,77,0.8,2006,2
2006-02-15,21.5,27.3,17.2,81,0.4,2006,2
2006-02-16,20.2,26.0,16.0,80,0.8,2006,2
2006-02-17,14.4,16.1,13.3,63,0.1,2006,2
2006-02-18,11.2,13.7,9.7,76,2.7,2006,2
2006-02-19,11.8,15.9,9.5,82,3.2,2006,2
2006-02-20,15.1,20.2,11.9,67,0.0,2006,2
2006-02-21,19.7,26.0,13.5,69,0.0,2006,2
2006-02-22,20.6,26.4,16.1,71,0.0,2006,2
2006-02-23,16.3,19.9,14.4,66,2.2,2006,2
2006-02-24,17.1,19.6,15.2,69,0.2,2006,2
2006-02-25,17.2,20.6,15.6,82,4.5,2006,2
2006-02-26,18.6,24.4,14.2,72,0.5,2006,2
2006-02-27,16.3,18.6,15.1,87,21.3,2006,2
2006-02-28,11.1,14.9,6.8,85,15.5,2006,2
2006-03-01,9.4,14.5,5.2,59,0.0,2006,3
2006-03-02,11.3,16.6,7.3,50,0.0,2006,3
2006-03-03,13.4,20.5,6.0,65,0.0,2006,3
2006-03-04,14.0,18.2,9.0,76,2.6,2006,3
2006-03-05,16.9,20.5,14.1,83,6.4,2006,3
2006-03-06,18.4,21.1,16.7,95,5.9,2006,3
2006-03-07,20.4,24.8,16.9,87,0.5,2006,3
2006-03-08,20.9,24.8,18.1,85,0.9,2006,3
2006-03-09,21.9,26.8,17.0,79,0.3,2006,3
2006-03-10,21.3,27.1,15.6,77,0.0,2006,3
2006-03-11,22.1,26.1,18.5,80,1.0,2006,3
2006-03-12,19.2,25.9,10.1,83,6.1,2006,3
2006-03-13,8.1,9.5,7.1,79,6.7,2006,3
2006-03-14,10.2,13.1,7.2,67,0.2,2006,3
2006-03-15,14.8,18.7,11.6,69,0.0,2006,3
2006-03-16,17.5,20.9,14.4,82,0.8,2006,3
2006-03-17,21.9,26.2,18.2,84,0.5,2006,3
2006-03-18,24.2,28.7,21.2,84,1.5,2006,3
2006-03-19,21.0,23.3,18.5,77,2.5,2006,3
2006-03-20,20.1,23.0,17.8,82,2.5,2006,3
2006-03-21,21.7,25.4,19.1,88,4.3,2006,3
2006-03-22,22.7,25.8,19.7,90,4.8,2006,3
2006-03-23,20.4,22.9,18.2,94,18.3,2006,3
2006-03-24,16.7,18.0,15.9,91,16.7,2006,3
2006-03-25,17.8,20.2,16.2,91,23.9,2006,3
2006-03-26,17.9,20.2,16.3,93,18.1,2006,3
2006-03-27,17.6,18.4,16.8,94,15.8,2006,3
2006-03-28,19.6,25.4,14.5,72,0.0,2006,3
2006-03-29,20.2,25.5,13.8,69,0.0,2006,3
2006-03-30,21.6,26.2,18.7,77,1.9,2006,3
2006-03-31,22.0,25.3,19.7,83,4.3,2006,3
2006-04-01,23.7,28.2,20.1,82,1.0,2006,4
2006-04-02,23.9,27.8,21.2,89,4.0,2006,4
2006-04-03,24.7,29.9,20.8,82,0.0,2006,4
2006-04-04,26.1,30.8,22.7,80,1.2,2006,4
2006-04-05,26.2,30.7,22.9,85,0.7,2006,4
2006-04-06,24.2,26.4,21.5,90,16.8,2006,4
2006-04-07,21.3,24.4,19.9,80,5.1,2006,4
2006-04-08,22.9,26.7,19.2,80,1.2,2006,4
2006-04-09,24.3,28.6,21.4,88,14.8,2006,4
2006-04-10,26.6,31.0,23.4,84,7.0,2006,4
