date,temp_mean,temp_max,temp_min,humidity,precip_mm,year,month
2008-10-17,26.0,30.6,22.0,77,0.0,2008,10
2008-10-18,26.6,30.2,23.5,79,0.0,2008,10
2008-10-19,26.4,30.0,23.0,78,0.0,2008,10
2008-10-20,26.1,29.8,22.8,79,0.1,2008,10
2008-10-21,26.0,30.1,22.7,79,0.0,2008,10
2008-10-22,25.9,30.2,22.1,82,0.0,2008,10
2008-10-23,26.7,30.7,23.1,79,0.1,2008,10
2008-10-24,25.6,29.3,22.8,70,0.1,2008,10
2008-10-25,25.5,29.1,22.2,74,0.0,2008,10
2008-10-26,26.2,30.9,21.5,76,0.0,2008,10
2008-10-27,25.9,30.1,22.5,67,0.0,2008,10
2008-10-28,24.8,28.9,21.2,71,0.0,2008,10
2008-10-29,25.2,30.0,20.9,81,0.0,2008,10
2008-10-30,25.9,30.5,22.2,81,1.4,2008,10
2008-10-31,26.3,30.5,22.7,78,0.1,2008,10
2008-11-01,25.8,29.2,22.9,78,0.1,2008,11
2008-11-02,25.3,29.0,23.1,86,8.5,2008,11
2008-11-03,23.2,24.9,21.7,83,7.6,2008,11
2008-11-04,23.5,28.4,21.4,77,2.4,2008,11
2008-11-05,24.2,28.1,21.1,86,0.6,2008,11
2008-11-06,25.2,29.3,21.7,85,0.4,2008,11
2008-11-07,25.2,29.9,21.6,83,1.5,2008,11
2008-11-08,20.2,21.4,18.3,67,0.0,2008,11
2008-11-09,19.2,23.0,16.7,56,0.0,2008,11
2008-11-10,17.5,22.5,13.7,48,0.0,2008,11
2008-11-11,16.7,22.3,12.5,49,0.0,2008,11
2008-11-12,16.4,22.5,11.1,53,0.0,2008,11
2008-11-13,17.6,25.1,11.6,61,0.0,2008,11
2008-11-14,19.6,26.4,13.3,65,0.0,2008,11
2008-11-15,20.8,27.9,14.4,73,0.0,2008,11
2008-11-16,21.8,28.6,15.5,65,0.0,2008,11
2008-11-17,21.7,27.4,16.3,72,0.0,2008,11
2008-11-18,19.7,23.5,16.3,59,0.0,2008,11
2008-11-19,17.0,21.4,14.2,42,0.0,2008,11
2008-11-20,15.1,20.3,11.1,40,0.0,2008,11
2008-11-21,16.5,23.0,10.8,51,0.0,2008,11
2008-11-22,18.3,24.1,12.7,62,0.0,2008,11
2008-11-23,20.1,25.1,15.3,59,0.0,2008,11
2008-11-24,19.5,24.2,16.0,50,0.0,2008,11
2008-11-25,19.1,24.3,15.8,47,0.0,2008,11
2008-11-26,19.1,24.4,15.7,48,0.0,2008,11
2008-11-27,17.4,21.6,12.8,43,0.0,2008,11
2008-11-28,13.0,19.1,8.5,34,0.0,2008,11
2008-11-29,13.8,21.6,6.9,37,0.0,2008,11
2008-11-30,14.9,21.5,7.5,38,0.0,2008,11
2008-12-01,14.5,22.4,7.0,52,0.0,2008,12
2008-12-02,15.0,23.4,7.0,58,0.0,2008,12
2008-12-03,17.2,24.7,9.7,71,0.0,2008,12
2008-12-04,19.0,23.4,16.0,64,0.0,2008,12
2008-12-05,15.1,18.5,12.6,37,0.0,2008,12
2008-12-06,12.9,18.2,9.8,24,0.0,2008,12
2008-12-07,13.1,19.5,6.0,39,0.0,2008,12
2008-12-08,13.9,21.3,8.1,44,0.0,2008,12
2008-12-09,15.0,22.3,6.9,48,0.0,2008,12
2008-12-10,14.9,23.2,6.9,59,0.0,2008,12
2008-12-11,16.8,24.6,8.6,53,0.0,2008,12
2008-12-12,17.6,23.1,11.5,64,0.0,2008,12
2008-12-13,19.8,25.6,15.6,57,0.0,2008,12
2008-12-14,16.7,21.1,13.5,49,0.0,2008,12
2008-12-15,14.4,19.7,10.1,51,0.0,2008,12
2008-12-16,14.2,20.7,8.2,54,0.0,2008,12
2008-12-17,14.9,22.9,7.6,56,0.0,2008,12
2008-12-18,15.7,24.1,7.6,56,0.0,2008,12
2008-12-19,16.5,23.5,11.5,63,0.0,2008,12
2008-12-20,17.0,25.9,9.3,66,0.0,2008,12
2008-12-21,18.9,26.4,11.6,63,0.0,2008,12
2008-12-22,12.5,15.7,8.7,44,0.0,2008,12
2008-12-23,10.5,16.0,5.3,46,0.0,2008,12
2008-12-24,14.5,20.8,10.2,51,0.0,2008,12
2008-12-25,16.3,22.8,11.8,56,0.0,2008,12
2008-12-26,16.7,21.4,12.4,56,0.0,2008,12
2008-12-27,16.8,18.9,15.8,68,0.9,2008,12
2008-12-28,16.6,17.7,15.8,89,4.0,2008,12
2008-12-29,15.8,17.9,14.5,78,2.0,2008,12
2008-12-30,14.0,16.3,12.4,67,0.8,2008,12
2008-12-31,11.6,13.6,10.1,58,1.4,2008,12
2009-01-01,11.8,16.9,7.8,35,0.0,2009,1
2009-01-02,10.9,17.1,6.0,36,0.0,2009,1
2009-01-03,12.2,18.4,6.0,47,0.0,2009,1
2009-01-04,15.0,22.1,9.2,53,0.0,2009,1
2009-01-05,15.1,22.9,7.9,66,0.0,2009,1
2009-01-06,16.0,22.7,10.1,68,0.0,2009,1
2009-01-07,13.8,19.2,9.9,57,0.0,2009,1
2009-01-08,12.2,17.1,8.1,55,0.0,2009,1
2009-01-09,11.1,16.2,6.9,42,0.0,2009,1
2009-01-10,10.0,15.9,5.7,28,0.0,2009,1
2009-01-11,9.6,17.2,2.3,38,0.0,2009,1
2009-01-12,11.3,18.2,5.8,35,0.0,2009,1
2009-01-13,10.5,16.5,6.1,28,0.0,2009,1
2009-01-14,10.5,17.5,4.4,28,0.0,2009,1
2009-01-15,11.4,18.4,4.8,32,0.0,2009,1
2009-01-16,12.4,20.8,4.3,57,0.0,2009,1
2009-01-17,14.3,23.0,6.0,65,0.0,2009,1
2009-01-18,16.1,24.6,8.2,70,0.0,2009,1
2009-01-19,17.2,25.6,10.3,71,0.0,2009,1
2009-01-20,18.0,24.3,11.6,71,0.0,2009,1
2009-01-21,19.0,23.4,14.7,64,0.0,2009,1
2009-01-22,18.3,23.8,13.0,59,0.0,2009,1
2009-01-23,14.5,17.6,9.7,59,0.0,2009,1
2009-01-24,8.1,9.2,7.6,27,0.0,2009,1
2009-01-25,10.0,12.4,8.1,27,0.0,2009,1
2009-01-26,8.6,10.8,7.2,69,5.4,2009,1
2009-01-27,8.0,9.4,6.7,84,1.5,2009,1
2009-01-28,11.1,13.6,8.6,77,0.2,2009,1
2009-01-29,12.9,14.9,11.4,88,3.2,2009,1
2009-01-30,14.2,20.2,9.4,72,0.0,2009,1
2009-01-31,14.7,21.3,8.4,69,0.0,2009,1
2009-02-01,16.8,23.9,10.5,73,0.0,2009,2
2009-02-02,18.8,23.7,14.7,69,0.0,2009,2
2009-02-03,19.3,26.0,13.5,72,0.0,2009,2
2009-02-04,19.1,25.5,13.3,72,0.0,2009,2
2009-02-05,19.5,25.9,13.0,73,0.0,2009,2
2009-02-06,19.7,25.1,15.4,78,0.1,2009,2
2009-02-07,19.8,24.9,15.8,77,0.2,2009,2
2009-02-08,20.1,26.9,14.2,71,0.0,2009,2
2009-02-09,20.6,27.4,13.8,70,0.0,2009,2
2009-02-10,21.1,28.1,14.8,65,0.0,2009,2
2009-02-11,20.9,27.7,16.8,76,0.0,2009,2
2009-02-12,21.7,27.6,17.6,75,0.0,2009,2
2009-02-13,24.6,31.4,20.4,76,0.1,2009,2
2009-02-14,24.2,28.2,21.7,86,1.3,2009,2
2009-02-15,24.2,27.9,22.1,85,1.3,2009,2
2009-02-16,23.4,27.8,20.1,78,0.4,2009,2
2009-02-17,20.7,25.2,18.4,73,0.0,2009,2
2009-02-18,20.7,26.0,16.1,73,0.0,2009,2
2009-02-19,21.5,25.7,18.9,80,0.5,2009,2
2009-02-20,17.9,19.7,15.4,62,0.0,2009,2
2009-02-21,20.1,23.9,17.1,65,0.6,2009,2
2009-02-22,23.5,29.0,20.6,83,2.0,2009,2
2009-02-23,24.6,30.5,21.5,82,0.3,2009,2
2009-02-24,25.1,30.7,21.8,79,0.9,2009,2
2009-02-25,24.3,30.1,20.7,78,0.0,2009,2
2009-02-26,23.9,29.2,20.1,79,0.0,2009,2
2009-02-27,23.9,28.3,20.5,71,0.2,2009,2
2009-02-28,19.5,21.9,17.7,68,0.5,2009,2
2009-03-01,16.3,21.2,14.2,70,0.4,2009,3
2009-03-02,15.9,19.9,13.5,70,0.0,2009,3
2009-03-03,16.4,20.6,13.9,67,0.0,2009,3
2009-03-04,18.7,23.3,14.8,75,3.1,2009,3
2009-03-05,18.8,23.4,13.5,88,38.4,2009,3
2009-03-06,12.6,13.3,12.0,82,22.0,2009,3
2009-03-07,12.6,15.4,10.2,84,6.1,2009,3
2009-03-08,13.2,14.5,12.4,90,8.3,2009,3
2009-03-09,16.9,22.2,12.9,75,0.4,2009,3
2009-03-10,17.4,20.3,13.8,80,0.1,2009,3
2009-03-11,20.8,25.5,16.9,80,2.6,2009,3
2009-03-12,21.6,24.8,19.4,82,0.0,2009,3
2009-03-13,17.8,24.9,10.9,82,5.4,2009,3
2009-03-14,13.5,19.2,9.0,55,0.0,2009,3
2009-03-15,15.3,22.1,8.0,68,0.0,2009,3
2009-03-16,18.9,25.9,11.8,73,0.0,2009,3
2009-03-17,20.7,26.9,14.7,79,0.0,2009,3
2009-03-18,22.4,27.8,17.6,80,0.0,2009,3
2009-03-19,23.3,27.8,18.6,83,0.0,2009,3
2009-03-20,23.8,28.8,19.4,84,0.0,2009,3
2009-03-21,24.2,28.2,21.2,87,2.8,2009,3
2009-03-22,25.9,30.5,23.1,83,0.9,2009,3
2009-03-23,25.8,30.8,22.9,87,8.8,2009,3
2009-03-24,20.4,22.8,17.3,83,20.0,2009,3
2009-03-25,18.9,21.5,17.4,73,2.2,2009,3
2009-03-26,19.3,22.0,17.1,76,2.4,2009,3
2009-03-27,20.8,22.4,19.3,93,20.2,2009,3
2009-03-28,23.1,27.3,21.0,93,41.1,2009,3
2009-03-29,18.3,21.6,15.8,82,17.3,2009,3
2009-03-30,17.1,19.8,16.0,71,3.1,2009,3
2009-03-31,19.0,23.1,16.1,68,0.3,2009,3
2009-04-01,19.7,24.2,17.2,64,0.0,2009,4
2009-04-02,19.2,21.4,16.9,70,3.2,2009,4
2009-04-03,20.5,24.1,17.9,75,0.0,2009,4
2009-04-04,21.7,25.5,19.3,86,13.0,2009,4
2009-04-05,20.4,21.5,18.9,83,1.6,2009,4
2009-04-06,18.1,20.2,15.8,75,3.1,2009,4
2009-04-07,19.6,22.8,17.1,78,2.9,2009,4
2009-04-08,20.9,25.9,16.2,76,0.0,2009,4
2009-04-09,20.5,25.0,17.8,75,5.3,2009,4
2009-04-10,20.6,25.4,15.5,70,0.2,2009,4
2009-04-11,21.7,27.0,16.8,72,0.0,2009,4
2009-04-12,22.0,26.6,17.8,85,0.7,2009,4
2009-04-13,23.1,27.7,20.1,89,12.3,2009,4
2009-04-14,23.7,28.6,20.0,86,0.0,2009,4
2009-04-15,24.1,28.5,21.1,85,0.6,2009,4
2009-04-16,23.3,26.2,21.5,90,12.1,2009,4
2009-04-17,23.8,28.5,19.8,81,0.0,2009,4
2009-04-18,22.5,25.7,20.4,81,5.3,2009,4
2009-04-19,25.4,29.6,21.9,92,22.3,2009,4
2009-04-20,25.4,29.2,23.3,74,4.2,2009,4
2009-04-21,25.1,29.7,20.4,66,0.0,2009,4
2009-04-22,24.0,27.3,21.1,78,0.1,2009,4
2009-04-23,24.0,26.8,21.8,78,0.4,2009,4
2009-04-24,24.6,28.4,22.4,86,8.8,2009,4
2009-04-25,21.6,23.7,20.2,85,27.2,2009,4
2009-04-26,20.8,23.3,19.7,67,0.0,2009,4
2009-04-27,22.0,26.4,17.9,74,0.0,2009,4
2009-04-28,21.8,26.7,17.6,68,0.0,2009,4
2009-04-29,21.8,26.8,17.6,69,0.5,2009,4
2009-04-30,23.1,28.0,18.1,70,0.0,2009,4
2009-05-01,23.1,28.3,17.3,70,0.0,2009,5
2009-05-02,24.0,29.2,18.2,71,0.0,2009,5
2009-05-03,23.6,27.4,20.4,77,0.0,2009,5
2009-05-04,24.0,28.4,19.5,71,0.0,2009,5
2009-05-05,23.7,28.5,18.5,73,0.0,2009,5
2009-05-06,23.4,28.6,19.0,71,0.0,2009,5
2009-05-07,23.3,29.1,18.3,60,0.0,2009,5
2009-05-08,23.4,28.9,17.9,71,0.0,2009,5
2009-05-09,24.3,29.4,19.3,72,0.0,2009,5
2009-05-10,25.5,29.5,21.8,75,0.0,2009,5
2009-05-11,26.4,30.8,22.3,76,0.5,2009,5
2009-05-12,27.2,32.3,22.8,76,0.0,2009,5
2009-05-13,27.7,32.8,23.1,79,1.6,2009,5
2009-05-14,26.5,30.2,23.6,75,2.0,2009,5
2009-05-15,26.0,30.1,21.8,76,0.0,2009,5
2009-05-16,25.8,29.1,22.1,80,0.0,2009,5
2009-05-17,26.1,30.3,24.0,88,10.0,2009,5
2009-05-18,25.6,30.1,23.9,90,18.9,2009,5
2009-05-19,26.5,31.2,23.9,86,10.8,2009,5
2009-05-20,25.7,29.1,24.3,91,25.8,2009,5
2009-05-21,25.8,30.2,23.8,90,8.9,2009,5
2009-05-22,26.1,30.0,24.1,89,13.4,2009,5
2009-05-23,24.9,25.7,24.1,93,54.7,2009,5
2009-05-24,24.2,25.4,23.7,95,49.7,2009,5
2009-05-25,24.1,25.8,23.5,95,17.9,2009,5
2009-05-26,26.2,29.9,23.4,85,3.5,2009,5
2009-05-27,25.3,27.7,23.9,88,24.5,2009,5
2009-05-28,24.3,26.0,22.8,87,17.6,2009,5
2009-05-29,23.0,24.4,21.5,84,2.1,2009,5
2009-05-30,23.3,28.3,20.5,73,0.0,2009,5
2009-05-31,26.2,30.5,22.7,71,0.0,2009,5
2009-06-01,25.9,30.3,21.6,69,0.0,2009,6
2009-06-02,26.6,29.9,23.1,81,1.5,2009,6
2009-06-03,26.1,29.7,24.2,90,30.6,2009,6
2009-06-04,26.8,30.4,24.2,77,12.2,2009,6
2009-06-05,27.1,32.3,21.4,73,0.0,2009,6
2009-06-06,27.5,33.0,22.9,77,0.0,2009,6
2009-06-07,26.2,30.5,23.1,79,1.5,2009,6
2009-06-08,26.1,28.9,24.6,86,10.9,2009,6
2009-06-09,26.7,29.5,24.8,90,16.1,2009,6
2009-06-10,26.2,30.0,24.6,93,37.2,2009,6
2009-06-11,26.3,30.3,24.5,91,9.6,2009,6
2009-06-12,26.5,30.9,24.7,91,21.4,2009,6
2009-06-13,27.0,31.7,24.5,89,16.2,2009,6
2009-06-14,26.7,30.4,24.4,89,19.1,2009,6
2009-06-15,26.3,30.1,24.5,89,18.9,2009,6
2009-06-16,26.5,29.7,24.4,89,9.8,2009,6
2009-06-17,27.6,31.4,24.7,84,2.9,2009,6
2009-06-18,28.6,32.4,24.6,80,0.0,2009,6
2009-06-19,29.2,33.1,25.5,79,0.0,2009,6
2009-06-20,29.6,33.7,26.2,82,0.3,2009,6
2009-06-21,30.2,34.0,26.9,81,3.5,2009,6
2009-06-22,29.4,31.9,27.8,84,7.2,2009,6
2009-06-23,28.6,32.1,26.5,87,11.5,2009,6
2009-06-24,28.3,32.1,26.1,87,16.1,2009,6
2009-06-25,27.5,30.1,26.0,90,15.9,2009,6
2009-06-26,27.9,32.1,25.7,84,7.0,2009,6
2009-06-27,27.1,30.1,25.9,89,18.0,2009,6
2009-06-28,26.4,28.9,25.2,92,29.5,2009,6
2009-06-29,27.6,30.7,25.4,88,13.5,2009,6
2009-06-30,28.8,32.1,26.4,83,2.7,2009,6
2009-07-01,28.7,32.4,26.4,83,3.5,2009,7
2009-07-02,28.7,32.5,26.3,82,3.8,2009,7
2009-07-03,27.9,30.8,26.2,85,9.0,2009,7
2009-07-04,26.6,29.4,25.0,91,20.1,2009,7
2009-07-05,26.6,29.6,24.7,90,19.9,2009,7
2009-07-06,27.0,31.5,25.0,88,12.7,2009,7
2009-07-07,28.3,32.1,25.3,84,0.1,2009,7
2009-07-08,28.7,32.5,25.0,80,0.0,2009,7
2009-07-09,29.0,33.2,24.7,78,0.0,2009,7
2009-07-10,29.6,34.4,25.3,77,0.0,2009,7
2009-07-11,28.4,32.7,25.7,82,13.1,2009,7
2009-07-12,28.7,31.9,26.2,77,0.2,2009,7
2009-07-13,29.0,32.8,25.0,80,0.1,2009,7
2009-07-14,29.4,33.3,25.7,80,0.4,2009,7
2009-07-15,28.3,32.2,25.9,84,11.9,2009,7
2009-07-16,28.7,31.9,26.3,82,0.1,2009,7
2009-07-17,29.2,32.9,25.8,80,0.3,2009,7
2009-07-18,30.8,35.6,26.6,72,0.9,2009,7
2009-07-19,27.1,29.2,25.7,86,42.3,2009,7
2009-07-20,27.9,31.3,25.4,84,4.6,2009,7
2009-07-21,28.5,32.2,25.6,83,1.4,2009,7
2009-07-22,28.4,31.8,25.7,82,1.7,2009,7
2009-07-23,28.3,32.2,25.5,86,1.7,2009,7
2009-07-24,29.0,33.1,26.3,84,5.5,2009,7
2009-07-25,29.0,33.0,27.0,85,6.2,2009,7
2009-07-26,28.5,32.1,26.5,87,10.6,2009,7
2009-07-27,28.4,32.3,26.5,87,11.4,2009,7
2009-07-28,28.3,31.1,25.9,87,13.1,2009,7
2009-07-29,28.2,30.5,26.0,87,13.4,2009,7
2009-07-30,28.2,31.1,26.2,85,2.3,2009,7
2009-07-31,28.5,31.9,26.4,83,1.1,2009,7
2009-08-01,29.2,33.6,25.3,79,0.0,2009,8
2009-08-02,31.1,35.3,26.7,72,0.0,2009,8
2009-08-03,30.8,34.6,27.7,78,0.1,2009,8
2009-08-04,29.2,32.8,27.1,82,4.6,2009,8
2009-08-05,26.7,29.3,25.7,91,17.3,2009,8
2009-08-06,27.2,30.0,25.1,91,21.2,2009,8
2009-08-07,29.6,33.8,25.4,83,0.4,2009,8
2009-08-08,30.0,33.3,27.8,78,0.9,2009,8
2009-08-09,30.3,33.8,27.3,76,0.4,2009,8
2009-08-10,30.7,34.4,27.5,78,0.1,2009,8
2009-08-11,28.8,32.1,26.7,88,15.7,2009,8
2009-08-12,26.6,27.5,25.6,94,21.3,2009,8
2009-08-13,27.0,30.1,25.2,90,8.2,2009,8
2009-08-14,27.6,30.3,25.2,87,9.5,2009,8
2009-08-15,28.2,32.5,25.8,88,9.6,2009,8
2009-08-16,29.0,32.9,26.3,84,1.7,2009,8
2009-08-17,28.6,32.2,25.8,86,4.2,2009,8
2009-08-18,28.8,32.6,25.7,83,1.9,2009,8
2009-08-19,29.2,32.9,25.7,80,0.4,2009,8
2009-08-20,29.4,33.2,25.9,80,0.0,2009,8
2009-08-21,29.4,33.8,26.0,79,0.0,2009,8
2009-08-22,29.6,33.8,25.9,78,0.0,2009,8
2009-08-23,30.1,34.6,25.9,79,0.9,2009,8
2009-08-24,28.6,33.1,25.7,83,6.3,2009,8
2009-08-25,28.1,32.0,25.5,86,6.9,2009,8
2009-08-26,28.4,32.4,25.6,87,2.4,2009,8
2009-08-27,28.6,33.2,25.9,87,2.4,2009,8
2009-08-28,29.8,34.0,26.4,81,0.0,2009,8
2009-08-29,29.6,34.1,26.2,82,2.1,2009,8
2009-08-30,28.3,32.2,25.4,86,2.7,2009,8
2009-08-31,28.2,32.1,25.5,78,0.4,2009,8
2009-09-01,28.4,32.2,25.6,78,0.2,2009,9
2009-09-02,28.7,32.0,25.6,80,0.0,2009,9
2009-09-03,29.3,33.0,25.8,76,0.0,2009,9
2009-09-04,29.6,33.6,25.6,77,0.0,2009,9
2009-09-05,29.0,32.7,26.0,79,2.1,2009,9
2009-09-06,29.1,33.2,25.9,79,1.1,2009,9
2009-09-07,29.4,33.8,25.7,76,0.0,2009,9
2009-09-08,29.5,34.0,26.2,79,3.0,2009,9
2009-09-09,28.0,32.2,24.7,82,7.6,2009,9
2009-09-10,28.6,32.2,25.6,76,1.9,2009,9
2009-09-11,27.8,31.0,26.3,80,8.7,2009,9
2009-09-12,28.2,31.5,26.0,84,5.3,2009,9
2009-09-13,29.8,34.1,26.0,79,1.5,2009,9
2009-09-14,28.6,31.4,25.8,80,0.8,2009,9
2009-09-15,26.6,29.0,25.6,88,30.6,2009,9
2009-09-16,27.3,30.8,25.2,89,8.7,2009,9
2009-09-17,28.0,31.8,25.0,86,2.0,2009,9
2009-09-18,28.8,33.0,24.9,83,0.0,2009,9
2009-09-19,29.7,33.8,25.7,80,0.0,2009,9
2009-09-20,29.7,33.8,26.7,82,0.7,2009,9
2009-09-21,28.3,32.1,26.0,85,4.2,2009,9
2009-09-22,27.1,30.9,23.7,71,0.0,2009,9
2009-09-23,27.6,31.8,23.6,71,0.0,2009,9
2009-09-24,28.8,32.9,25.5,74,0.0,2009,9
2009-09-25,28.8,32.4,25.5,75,0.0,2009,9
2009-09-26,29.3,34.4,25.2,75,0.1,2009,9
2009-09-27,29.5,33.9,25.8,64,0.0,2009,9
2009-09-28,27.2,30.0,24.4,71,11.6,2009,9
2009-09-29,24.3,25.2,23.6,90,33.6,2009,9
2009-09-30,24.9,27.9,23.0,83,5.4,2009,9
2009-10-01,26.8,31.0,23.7,76,0.0,2009,10
2009-10-02,27.2,31.7,23.6,71,0.0,2009,10
2009-10-03,26.3,31.0,22.8,66,0.0,2009,10
2009-10-04,25.5,30.8,21.2,63,0.0,2009,10
2009-10-05,25.4,30.7,21.4,54,0.0,2009,10
2009-10-06,25.9,30.7,22.6,58,0.0,2009,10
2009-10-07,26.4,30.8,23.3,55,0.0,2009,10
2009-10-08,24.4,29.5,20.0,61,0.0,2009,10
2009-10-09,24.7,29.3,19.5,63,0.0,2009,10
2009-10-10,25.3,30.3,21.3,57,0.0,2009,10
2009-10-11,25.8,30.6,21.7,65,0.0,2009,10
2009-10-12,26.2,28.7,24.6,76,0.5,2009,10
2009-10-13,26.4,29.9,23.7,79,0.4,2009,10
2009-10-14,25.7,29.5,23.3,63,0.0,2009,10
2009-10-15,25.1,29.6,21.6,66,0.0,2009,10
2009-10-16,26.1,30.7,21.6,71,0.0,2009,10
2009-10-17,26.1,31.3,21.8,66,0.0,2009,10
2009-10-18,25.6,30.6,21.4,69,0.0,2009,10
2009-10-19,25.2,29.1,21.8,80,0.4,2009,10
2009-10-20,24.2,26.2,22.6,79,4.3,2009,10
2009-10-21,24.2,28.7,22.2,72,0.0,2009,10
2009-10-22,25.5,30.8,20.5,68,0.0,2009,10
2009-10-23,25.4,30.0,21.2,61,0.0,2009,10
2009-10-24,25.1,30.2,20.5,59,0.0,2009,10
2009-10-25,24.5,30.1,19.3,63,0.0,2009,10
2009-10-26,24.1,29.5,19.0,72,0.0,2009,10
2009-10-27,24.0,28.8,20.5,72,0.0,2009,10
2009-10-28,23.7,28.5,19.4,72,0.0,2009,10
2009-10-29,23.8,29.3,19.2,73,0.0,2009,10
2009-10-30,23.8,29.0,19.2,77,0.0,2009,10
2009-10-31,24.7,30.1,20.0,73,0.0,2009,10
2009-11-01,25.1,30.3,21.1,61,0.0,2009,11
2009-11-02,21.7,26.3,16.3,37,0.0,2009,11
2009-11-03,16.3,21.4,12.0,35,0.0,2009,11
2009-11-04,17.2,24.6,10.3,45,0.0,2009,11
2009-11-05,20.2,27.5,13.4,49,0.0,2009,11
2009-11-06,22.1,28.8,14.6,61,0.0,2009,11
2009-11-07,24.7,29.9,19.8,76,0.0,2009,11
2009-11-08,24.8,28.9,21.1,81,1.6,2009,11
2009-11-09,25.0,29.2,22.0,81,2.4,2009,11
2009-11-10,24.7,29.1,21.5,82,1.9,2009,11
2009-11-11,23.7,27.2,21.4,87,8.0,2009,11
2009-11-12,19.0,23.0,13.6,92,31.1,2009,11
2009-11-13,13.8,17.6,10.8,73,9.9,2009,11
2009-11-14,13.6,16.2,10.9,66,0.0,2009,11
2009-11-15,13.4,14.1,12.6,85,9.9,2009,11
2009-11-16,11.2,12.3,8.7,86,5.9,2009,11
2009-11-17,8.8,12.5,6.8,60,0.0,2009,11
2009-11-18,9.3,13.5,6.2,58,0.0,2009,11
2009-11-19,10.5,15.2,7.6,54,0.0,2009,11
2009-11-20,11.4,16.2,9.1,54,0.0,2009,11
2009-11-21,12.0,16.5,8.7,51,0.0,2009,11
2009-11-22,12.9,18.4,8.6,56,0.0,2009,11
2009-11-23,14.8,21.5,9.2,64,0.0,2009,11
2009-11-24,16.7,24.1,10.2,77,0.0,2009,11
2009-11-25,18.5,25.6,11.1,76,0.0,2009,11
2009-11-26,19.0,25.1,13.8,82,0.0,2009,11
2009-11-27,20.6,26.3,16.0,78,0.0,2009,11
2009-11-28,20.0,25.4,15.8,80,0.2,2009,11
2009-11-29,18.6,23.0,15.9,66,0.0,2009,11
2009-11-30,17.2,22.4,13.1,66,0.0,2009,11
2009-12-01,16.3,21.7,11.8,68,0.0,2009,12
2009-12-02,16.7,22.5,11.5,69,0.0,2009,12
2009-12-03,15.4,19.5,12.5,59,0.0,2009,12
2009-12-04,15.0,20.5,10.0,59,0.0,2009,12
2009-12-05,14.9,20.4,10.5,53,0.0,2009,12
2009-12-06,15.7,22.7,9.2,67,0.0,2009,12
2009-12-07,15.7,17.5,14.0,85,6.7,2009,12
2009-12-08,16.6,18.6,15.1,88,7.3,2009,12
2009-12-09,17.7,19.4,16.5,85,0.7,2009,12
2009-12-10,18.8,24.1,13.6,81,0.0,2009,12
2009-12-11,18.7,24.5,13.9,81,0.0,2009,12
2009-12-12,19.9,24.8,15.7,82,0.1,2009,12
2009-12-13,19.7,24.7,15.2,80,0.0,2009,12
2009-12-14,19.0,24.0,15.1,71,0.0,2009,12
2009-12-15,16.0,19.8,10.6,88,13.1,2009,12
2009-12-16,12.2,15.3,9.6,65,0.0,2009,12
2009-12-17,10.9,13.2,9.0,62,1.2,2009,12
2009-12-18,10.9,15.6,7.2,59,0.0,2009,12
2009-12-19,10.9,15.7,6.8,50,0.0,2009,12
2009-12-20,11.1,15.6,7.1,43,0.0,2009,12
2009-12-21,12.4,17.3,8.8,48,0.0,2009,12
2009-12-22,13.6,19.8,6.8,70,0.0,2009,12
2009-12-23,17.3,23.4,12.5,78,0.0,2009,12
2009-12-24,18.4,24.5,14.2,83,0.5,2009,12
2009-12-25,17.5,21.2,14.5,80,0.0,2009,12
2009-12-26,16.5,20.1,13.6,70,0.0,2009,12
2009-12-27,12.6,15.9,8.0,86,8.8,2009,12
2009-12-28,10.8,15.5,7.0,59,0.8,2009,12
2009-12-29,12.8,14.3,11.8,84,11.9,2009,12
2009-12-30,14.4,16.7,12.9,87,10.3,2009,12
2009-12-31,14.7,17.3,13.2,65,0.0,2009,12
2010-01-01,15.4,19.7,12.8,79,2.6,2010,1
2010-01-02,15.6,16.5,14.8,93,17.8,2010,1
2010-01-03,16.6,20.2,13.5,78,0.0,2010,1
2010-01-04,18.3,22.0,15.2,82,0.0,2010,1
2010-01-05,17.1,17.9,16.1,89,9.5,2010,1
2010-01-06,11.5,16.0,9.2,87,7.5,2010,1
2010-01-07,9.1,9.9,8.3,86,5.0,2010,1
2010-01-08,11.0,15.7,7.6,77,0.0,2010,1
2010-01-09,12.2,16.7,7.6,79,1.0,2010,1
2010-01-10,14.9,18.9,12.2,86,5.6,2010,1
2010-01-11,10.4,13.8,8.8,87,15.4,2010,1
2010-01-12,9.6,13.8,6.7,57,0.0,2010,1
2010-01-13,10.3,15.7,6.0,46,0.0,2010,1
2010-01-14,11.8,17.9,7.5,58,0.0,2010,1
2010-01-15,14.5,19.4,9.8,72,0.0,2010,1
2010-01-16,15.5,20.1,13.3,66,0.0,2010,1
2010-01-17,14.8,20.5,9.8,69,0.0,2010,1
2010-01-18,15.3,21.6,9.4,80,0.0,2010,1
2010-01-19,17.4,23.5,11.3,82,0.0,2010,1
2010-01-20,20.7,23.9,18.0,85,0.0,2010,1
2010-01-21,21.0,25.4,15.3,90,5.5,2010,1
2010-01-22,13.4,14.9,11.0,85,4.8,2010,1
2010-01-23,10.0,10.8,9.5,81,2.5,2010,1
2010-01-24,12.6,15.7,9.9,80,0.2,2010,1
