year,month,tem,cases,beta_briere,beta_obs,m_hat_norm,pool
2010,2,18.6107183350668,0.0,0.23306228407258786,0.0,0.6977103338630215,1.0
2010,3,18.646223517445776,0.0,0.23559054981521574,0.0,0.6493499859832599,1.0
2010,4,21.095106962297077,2.0,0.41908740209093326,1.460010125872314,0.9085086406305231,1.0
2010,5,26.18977986416628,0.0,0.8274048441094152,0.0,1.3385220514435925,2.0
2010,6,28.2030296678234,1.0,0.9813910371300419,0.2196801299161452,1.4859414681139258,1.0
2010,7,29.80223636395145,0.0,1.0927177107335952,0.0,1.5070532120468516,1.0
2010,8,29.19929843088134,4.0,1.0522385380106345,2.2323910769221214,1.4900757529228827,1.0
2010,9,28.29405022060645,19.0,0.9880430687409834,3.1320881235469638,1.4627966305438038,4.0
2010,10,23.31061680725654,43.0,0.5956548916988975,2.373184854052772,0.882934975774685,20.2
2010,11,20.413309465157777,2.0,0.3664055035892185,0.0432202159107368,0.6301864147832611,48.7
2010,12,15.3755378040183,0.0,0.024050698675419153,0.0,0.3425224071485863,14.9
2011,1,11.138961768695616,0.0,0.0,0.0,0.12214568091641297,1.0
2011,2,15.926155706056324,1.0,0.05629697770995118,0.6936039712024735,0.4706314097324629,1.0
2011,3,17.030596152445025,0.0,0.12533286485210102,0.0,0.5006287986264968,1.0
2011,4,23.89270406550037,2.0,0.6427683677787354,1.3246384525513757,1.0013538503341985,1.0
2011,5,26.0364935578364,1.0,0.8152712594899089,0.1329805843789168,1.2273664470931906,2.0
2011,6,28.983158280026725,1.0,1.0372584342245987,0.13595856603938675,1.500603383591184,1.6
2011,7,29.58150662314544,1.0,1.0781333399806565,0.1619593336357686,1.5503978087257642,1.3
2011,8,29.55190062718052,2.0,1.0761559715845135,0.7126213336978333,1.4318013185316627,1.3
2011,9,28.1883162097172,5.0,0.9803126601114555,1.4615477061439228,1.2870310718282585,2.3
2011,10,24.2906952489548,30.0,0.6750039759436064,5.012397468699835,1.0447820342992913,5.6
2011,11,21.063239938325925,8.0,0.41660269232680536,0.2999702695184772,0.775360629404903,31.5
2011,12,15.398447575960777,0.0,0.02536198268313596,0.0,0.2636080005659878,17.0
2012,1,12.376858839686886,1.0,0.0,0.4811932891217881,0.28265825651788834,2.4
2012,2,14.7997341220602,0.0,0.0,0.0,0.44974614193307333,1.0
2012,3,18.80326050769093,0.0,0.24682478387036536,0.0,0.6819273647954888,1.0
2012,4,24.71438106843032,0.0,0.7092778939269797,0.0,1.2801180246935346,1.0
2012,5,27.672202955077523,3.0,0.9419758054304158,1.7098781358307167,1.3605834041692073,1.0
2012,6,28.7577181020706,2.0,1.0213921476199355,0.2957845944107425,1.4948173319681637,3.0
2012,7,29.41386244884378,9.0,1.0668723073830237,1.874567482838064,1.5316511198914693,2.9
2012,8,29.329891246081825,14.0,1.0611742256573913,0.966658331389155,1.436050293705728,9.6
2012,9,26.97162787536316,70.0,0.8885404964431115,3.4614169973837168,1.1993017152625916,16.7
2012,10,24.367531617284776,42.0,0.6812245742042374,0.5646030907636138,0.9864628915691349,74.2
2012,11,20.1196103163133,16.0,0.34404887197374334,0.3007429637347516,0.808918993320136,63.0
2012,12,14.84718300272252,0.0,0.0,0.0,0.4049814582989618,28.6
2013,1,15.5999957041417,1.0,0.037012894748484154,0.1640788184857774,0.41447536435991167,4.8
2013,2,17.938859378924526,2.0,0.18607329192075908,2.168972061026095,0.6115485941923787,1.0
2013,3,20.734522952666985,0.0,0.3910963296310498,0.0,0.8997447764840956,2.3
2013,4,21.771511824253373,0.0,0.472276490441066,0.0,0.9472359370273096,1.0
2013,5,27.1206303534335,0.0,0.900024673743655,0.0,1.426455755908999,1.0
2013,6,28.85227724356792,4.0,1.028076286775883,2.2112337254821925,1.504332977753257,1.0
2013,7,28.304940636035425,8.0,0.9888367502026946,1.2611756651327872,1.452302010202454,4.0
2013,8,28.83043494376875,47.0,1.0265360025677053,3.2914661488909216,1.5298597923277197,9.2
2013,9,27.68977086394646,348.0,0.9432962215724136,5.255490561666206,1.3378198185212917,49.4
2013,10,24.7668941134085,711.0,0.7135199386383435,2.1702922864446603,0.9038809299053505,362.1
2013,11,20.193159517654927,147.0,0.3496269601656901,0.2657856432092933,0.6751815357497281,815.4
2013,12,13.67803337896982,2.0,0.0,0.014806394336635813,0.24864020555189056,360.29999999999995
2014,1,14.756280250635026,1.0,0.0,0.023154114093331492,0.30581824034196237,46.1
2014,2,14.127383327926063,0.0,0.0,0.0,0.3706191667462081,1.6
2014,3,18.70570287076104,1.0,0.23983572280139392,0.4285134005617859,0.7617773781055597,1.0
2014,4,24.153742768001475,1.0,0.6639131735644871,0.30817273306093224,1.0592495043956802,1.0
2014,5,26.373452245050824,4.0,0.8418858065663801,1.828800473764614,1.399165048550415,1.3
2014,6,29.56219717506312,34.0,1.0768442303233319,5.029190995659023,1.5410695252710034,4.3
2014,7,30.027812309144025,274.0,1.107323328977162,5.098989914901427,1.5228418919971822,35.2
2014,8,29.20890206860712,2772.0,1.052898673766502,6.551457562943272,1.4884206205538015,284.2
2014,9,28.596883098025373,19484.0,1.009929628752086,5.0707636749971465,1.346186821106034,2854.2
2014,10,25.357164898217125,13785.0,0.7610564128981089,0.7062562766363795,0.9607127965194067,20315.6
2014,11,20.24202604502248,1011.0,0.3533407662907664,0.07079173257893472,0.7270335443807255,19630.2
2014,12,14.083545761285624,15.0,0.0,0.011704851902182312,0.23782644106672568,5146.5
2015,1,15.397394371035698,4.0,0.025301641666260383,0.025685639981835973,0.40686618431187266,318.3
2015,2,17.715781517660425,1.0,0.1708465028694737,0.0673552048913667,0.5701674128263692,8.5
2015,3,20.52804070592228,5.0,0.3751968105813523,2.431614070813626,0.8087467248219086,2.2
2015,4,23.25202751049515,5.0,0.5909198151250664,0.8342809281158877,0.978456850765434,5.3
2015,5,27.2897355352378,3.0,0.9129837277849119,0.23094060189911647,1.5498036462335605,6.5
2015,6,30.226729031281025,2.0,1.1199392764580682,0.19239443405475518,1.532074599512645,4.5
2015,7,29.0294095735618,4.0,1.0404835060133901,0.7629179286629105,1.503497834133852,2.9
2015,8,29.248383036620066,12.0,1.0556075239476372,1.6137459339671432,1.5258088240476329,4.6
2015,9,28.46837289956745,17.0,1.000689071949816,0.9249657223415712,1.3371856547577698,13.2
2015,10,24.88515509505275,42.0,0.7230666977113406,1.8970373073898614,1.0575108137943372,20.6
2015,11,21.53425847833974,14.0,0.45352768509214403,0.3413669515187443,0.8288415240216213,47.1
2015,12,15.682913542763677,3.0,0.04186548101667262,0.17910617264961456,0.48831283347985394,26.6
2016,1,13.52440656137774,2.0,0.0,0.451254158857068,0.408254721476519,7.2
2016,2,15.316696615931225,1.0,0.020695139877121155,0.28002356182542854,0.4019757980796432,2.9
2016,3,17.861587222412375,3.0,0.18077695563093116,2.145204822956878,0.6778000257442724,1.6
2016,4,24.6575682373138,5.0,0.7046867167170703,1.0663680126591557,1.2294441771544786,3.3
2016,5,27.477168341574043,8.0,0.9272489472261924,0.9008902790843523,1.378378847043657,5.9
2016,6,29.149225344071723,2.0,1.0487889686653296,0.08964489523044718,1.5575276338388027,9.5
2016,7,29.83922321488692,31.0,1.0951336696522282,4.32763096734723,1.5926429307387358,4.4
2016,8,28.9677504126281,29.0,1.0361817403936948,0.592281185047758,1.5134805776671052,31.6
2016,9,27.97983961918305,73.0,0.9649437496654025,1.4239683009549173,1.326166168148179,38.3
2016,10,25.680569607367865,80.0,0.7869473388866703,0.8333349559233951,1.1651350407529193,81.7
2016,11,19.931357605297126,17.0,0.3298363756957118,0.21409551448425332,0.7483582080536821,101.9
2016,12,17.836162491864926,1.0,0.17903936166792397,0.015608053074319688,0.5101053630248327,41.0
2017,1,16.90307331669996,6.0,0.11708047448077766,1.6604628313446266,0.5258687679848169,6.1
2017,2,16.398102265976576,3.0,0.08511081033848794,0.8054885747984635,0.4584483291083613,6.3
2017,3,18.9319575837382,1.0,0.256093631043571,0.09448563085968065,0.7197563000519321,4.8
2017,4,23.7678729049055,4.0,0.6326575791407117,1.6388817172759742,1.0682611003967803,1.9
2017,5,26.702688486669874,4.0,0.8676676896017351,0.5997744167070568,1.2897995856145046,4.3
2017,6,28.9243256085071,10.0,1.0331410718692229,1.174409231192528,1.5271887619113063,5.2
2017,7,28.961188183032483,35.0,1.035722826130696,1.9876327512058292,1.5419649236518371,11.2
2017,8,29.8801754309756,143.0,1.0977990855089188,2.483757847151762,1.5079700384129768,38.0
2017,9,29.28709564055605,218.0,1.0582557939426114,0.9580454047992286,1.4778082189985349,153.5
2017,10,24.93241940447584,457.0,0.7268794309509595,1.7374336834849906,1.0066843316482088,260.9
2017,11,20.044708963990225,70.0,0.3383827489271328,0.18026526669050147,0.7361793381832383,522.4
2017,12,16.16953187305952,2.0,0.07102400697181564,0.01635930786082614,0.3915073373884729,207.1
2018,1,13.613954592027447,3.0,0.0,0.32233077083037615,0.313805626055953,23.0
2018,2,16.832313233989726,1.0,0.11253198957157642,0.18586785496352287,0.48784930626462475,3.6
2018,3,20.4934606310486,1.0,0.3725437865917426,0.22746665341488245,0.7553028794202317,1.9
2018,4,23.64797379131712,3.0,0.6229486743936459,1.7591759619680831,1.0172734127352674,1.3
2018,5,28.869912470959527,15.0,1.0293182611069331,3.080160543657737,1.409453472517771,3.3
2018,6,28.438176751994924,20.0,0.9985075729415342,0.779174060907481,1.5599837279731186,15.9
2018,7,29.31028981978966,59.0,1.0598387117754184,1.5731088963819402,1.513354028950103,24.5
2018,8,28.42234633004125,184.0,0.9973623838736766,1.8727998475782432,1.5059840201029353,65.0
2018,9,27.65261211425216,574.0,0.9405021290998137,2.159387717192203,1.316332000794455,201.7
2018,10,23.32570649077925,319.0,0.596874698726341,0.5432762526823138,0.9312435234581172,629.2
2018,11,21.45289946927975,123.0,0.44712032449586847,0.3052119442363039,0.8159441335479011,491.2
2018,12,15.84688732490272,12.0,0.05156210432030439,0.11062015105854509,0.468177011023764,218.7
2019,1,16.611194723950874,5.0,0.09846151058090837,0.18684356613039593,0.473524938903797,48.9
2019,2,18.825825155776325,3.0,0.2484459055325173,0.37083101025931703,0.7294841041175655,8.6
2019,3,20.43288874722008,11.0,0.3679035287420265,2.634253733256786,0.8711243706451296,4.5
2019,4,24.49903392632768,11.0,0.6918665753436825,0.7225554468438767,1.2009699507245604,11.9
2019,5,26.16167489033705,27.0,0.825183331646904,1.3948904057645295,1.3198235576124377,14.3
2019,6,29.182495241278623,109.0,1.051082381043142,2.291520181523259,1.5601563502211644,30.3
2019,7,29.399714099791623,122.0,1.0659148859827638,0.6690737025508365,1.5485476362364352,117.1
2019,8,29.803149280150077,228.0,1.0927774399048975,0.952703985670715,1.5424164180109643,154.7
2019,9,28.112146296489243,535.0,0.9747165703596337,1.5907917526701354,1.26941459591273,264.6
2019,10,25.316971214063848,478.0,0.7578298535310539,0.783547541383534,1.009589501768168,603.4
2019,11,21.38561070462035,156.0,0.4418299560290227,0.3534221149985969,0.6883205608203113,638.5
2019,12,17.70209120423438,5.0,0.16991838325363834,0.030085760033713983,0.48030496974235853,299.4
