temperature,beta_prime
0.0,0.0
0.09018036072144289,0.0
0.18036072144288579,0.0
0.2705410821643287,0.0
0.36072144288577157,0.0
0.45090180360721444,0.0
0.5410821643286574,0.0
0.6312625250501003,0.0
0.7214428857715431,0.0
0.811623246492986,0.0
0.9018036072144289,0.0
0.9919839679358718,0.0
1.0821643286573148,0.0
1.1723446893787577,0.0
1.2625250501002006,0.0
1.3527054108216434,0.0
1.4428857715430863,0.0
1.5330661322645291,0.0
1.623246492985972,0.0
1.7134268537074149,0.0
1.8036072144288577,0.0
1.8937875751503008,0.0
1.9839679358717437,0.0
2.0741482965931866,0.0
2.1643286573146296,0.0
2.2545090180360723,0.0
2.3446893787575154,0.0
2.434869739478958,0.0
2.525050100200401,0.0
2.6152304609218437,0.0
2.705410821643287,0.0
2.7955911823647295,0.0
2.8857715430861726,0.0
2.9759519038076157,0.0
3.0661322645290583,0.0
3.1563126252505014,0.0
3.246492985971944,0.0
3.336673346693387,0.0
3.4268537074148298,0.0
3.517034068136273,0.0
3.6072144288577155,0.0
3.6973947895791586,0.0
3.7875751503006017,0.0
3.8777555110220443,0.0
3.9679358717434874,0.0
4.05811623246493,0.0
4.148296593186373,0.0
4.238476953907816,0.0
4.328657314629259,0.0
4.4188376753507015,0.0
4.509018036072145,0.0
4.599198396793588,0.0
4.689378757515031,0.0
4.779559118236473,0.0
4.869739478957916,0.0
4.959919839679359,0.0
5.050100200400802,0.0
5.140280561122245,0.0
5.2304609218436875,0.0
5.320641282565131,0.0
5.410821643286574,0.0
5.501002004008017,0.0
5.591182364729459,0.0
5.681362725450902,0.0
5.771543086172345,0.0
5.861723446893788,0.0
5.951903807615231,0.0
6.0420841683366735,0.0
6.132264529058117,0.0
6.22244488977956,0.0
6.312625250501003,0.0
6.402805611222445,0.0
6.492985971943888,0.0
6.583166332665331,0.0
6.673346693386774,0.0
6.763527054108217,0.0
6.8537074148296595,0.0
6.943887775551103,0.0
7.034068136272546,0.0
7.124248496993989,0.0
7.214428857715431,0.0
7.304609218436874,0.0
7.394789579158317,0.0
7.48496993987976,0.0
7.575150300601203,0.0
7.6653306613226455,0.0
7.755511022044089,0.0
7.845691382765532,0.0
7.935871743486975,0.0
8.026052104208418,0.0
8.11623246492986,0.0
8.206412825651304,0.0
8.296593186372746,0.0
8.386773547094188,0.0
8.476953907815632,0.0
8.567134268537075,0.0
8.657314629258519,0.0
8.74749498997996,0.0
8.837675350701403,0.0
8.927855711422847,0.0
9.01803607214429,0.0
9.108216432865731,0.0
9.198396793587175,0.0
9.288577154308618,0.0
9.378757515030061,0.0
9.468937875751504,0.0
9.559118236472946,0.0
9.64929859719439,0.0
9.739478957915832,0.0
9.829659318637276,0.0
9.919839679358718,0.0
10.01002004008016,0.0
10.100200400801604,0.0
10.190380761523047,0.0
10.28056112224449,0.0
10.370741482965933,0.0
10.460921843687375,0.0
10.551102204408819,0.0
10.641282565130261,0.0
10.731462925851703,0.0
10.821643286573147,0.0
10.91182364729459,0.0
11.002004008016034,0.0
11.092184368737476,0.0
11.182364729458918,0.0
11.272545090180362,0.0
11.362725450901804,0.0
11.452905811623248,0.0
11.54308617234469,0.0
11.633266533066132,0.0
11.723446893787576,0.0
11.813627254509019,0.0
11.903807615230463,0.0
11.993987975951905,0.0
12.084168336673347,0.0
12.174348697394791,0.0
12.264529058116233,0.0
12.354709418837677,0.0
12.44488977955912,0.0
12.535070140280562,0.0
12.625250501002006,0.0
12.715430861723448,0.0
12.80561122244489,0.0
12.895791583166334,0.0
12.985971943887776,0.0
13.07615230460922,0.0
13.166332665330662,0.0
13.256513026052104,0.0
13.346693386773548,0.0
13.43687374749499,0.0
13.527054108216435,0.0
13.617234468937877,0.0
13.707414829659319,0.0
13.797595190380763,0.0
13.887775551102205,0.0
13.97795591182365,0.0
14.068136272545091,0.0
14.158316633266534,0.0
14.248496993987978,0.0
14.33867735470942,0.0
14.428857715430862,0.0
14.519038076152306,0.0
14.609218436873748,0.0
14.699398797595192,0.0
14.789579158316634,0.0
14.879759519038076,0.0
14.96993987975952,0.0
15.060120240480963,0.0
15.150300601202407,0.0
15.240480961923849,0.0
15.330661322645291,0.0
15.420841683366735,0.0
15.511022044088177,0.0
15.601202404809621,0.0
15.691382765531063,0.0
15.781563126252506,0.0
15.87174348697395,0.0
15.961923847695392,0.0
16.052104208416836,0.0
16.142284569138276,0.0
16.23246492985972,0.0
16.322645290581164,0.0
16.412825651302608,0.0
16.50300601202405,0.0
16.593186372745492,0.0
16.683366733466936,0.0
16.773547094188377,0.0
16.86372745490982,0.0
16.953907815631265,0.0
17.044088176352705,0.0
17.13426853707415,0.0
17.224448897795593,0.0
17.314629258517037,0.0
17.404809619238478,0.0
17.49498997995992,0.0
17.585170340681366,0.0
17.675350701402806,0.0
17.76553106212425,0.0
17.855711422845694,0.0
17.945891783567134,0.0
18.03607214428858,0.0002834881211221187
18.126252505010022,0.0009941565728374983
18.216432865731463,0.0017075461851917524
18.306613226452907,0.0024235725827079454
18.39679358717435,0.003142150749344577
18.486973947895795,0.0038631950176478505
18.577154308617235,0.0045866190576373785
18.66733466933868,0.0053123358654172375
18.757515030060123,0.006040257751503147
18.847695390781563,0.006770296328857182
18.937875751503007,0.007502362500620319
19.02805611222445,0.00823636644753268
19.118236472945892,0.008972217615031811
19.208416833667336,0.009709824700018013
19.29859719438878,0.010449095637275477
19.38877755511022,0.011189937585538165
19.478957915831664,0.011932256913188185
19.569138276553108,0.012675959183573974
19.659318637274552,0.01342094913993574
19.749498997995993,0.014167130689924251
19.839679358717436,0.014914406889699135
19.92985971943888,0.015662679927591554
20.02004008016032,0.01641185110731646
20.110220440881765,0.017161820830718138
20.20040080160321,0.01791248858003217
20.29058116232465,0.01866375289964683
20.380761523046093,0.01941551137734556
20.470941883767537,0.020167660625011175
20.56112224448898,0.020920096258772683
20.65130260521042,0.02167271287857334
20.741482965931866,0.0224254040471388
20.83166332665331,0.02317806226832217
20.92184368737475,0.023930578964802853
21.012024048096194,0.024682844455114147
21.102204408817638,0.025434747929973404
21.19238476953908,0.026186177427888133
21.282565130260522,0.026937019810009292
21.372745490981966,0.0276871607342018
21.462925851703407,0.028436484628301468
21.55310621242485,0.029184874662525402
21.643286573146295,0.029932212721001206
21.73346693386774,0.03067837937237955
21.82364729458918,0.03142325383949174
21.913827655310623,0.032166713968012926
22.004008016032067,0.03290863619408873
22.094188376753507,0.03364889551088195
22.18436873747495,0.034387365433992886
22.274549098196395,0.035123917965704604
22.364729458917836,0.035858423558002436
22.45490981963928,0.036590751074313754
22.545090180360724,0.03732076774991107
22.635270541082168,0.03804833915091932
22.725450901803608,0.038773329131863925
22.815631262525052,0.039495599791693536
22.905811623246496,0.04021501142820701
22.995991983967937,0.04093142249081111
23.08617234468938,0.04164468953153059
23.176352705410824,0.042354667154187786
23.266533066132265,0.0430612079616649
23.35671342685371,0.04376416250115627
23.446893787575153,0.04446337920731273
23.537074148296593,0.0451587043431748
23.627254509018037,0.045849981938784846
23.71743486973948,0.04653705372736139
23.807615230460925,0.047219759078912925
23.897795591182366,0.047897934931159396
