temperature,beta_prime
23.98797595190381,0.0485714157176227
24.078156312625254,0.049240033292737795
24.168336673346694,0.04990361685382748
24.258517034068138,0.05056199285977333
24.348697394789582,0.05121498494620414
24.438877755511022,0.05186241383701262
24.529058116232466,0.05250409725199727
24.61923847695391,0.053139849810413364
24.709418837675354,0.05376948293020284
24.799599198396795,0.05439280472265596
24.88977955911824,0.05500961988224164
24.979959919839683,0.05561972957132406
25.070140280561123,0.0562229312994639
25.160320641282567,0.05681901879698035
25.25050100200401,0.057407781882426616
25.34068136272545,0.057989006323606714
25.430861723446895,0.058562473691732994
25.52104208416834,0.05912796120829385
25.61122244488978,0.05968524158416883
25.701402805611224,0.06023408285049212
25.791583166332668,0.060774248180726236
25.88176352705411,0.06130549570336606
25.971943887775552,0.061827578304646046
26.062124248496996,0.0623402434205729
26.15230460921844,0.06284323281754997
26.24248496993988,0.06333628236079913
26.332665330661325,0.06381912176971764
26.42284569138277,0.06429147435923471
26.51302605210421,0.06475305676615035
26.603206412825653,0.06520357865934988
26.693386773547097,0.06564274243268792
26.78356713426854,0.06607024287922722
26.87374749498998,0.06648576684539531
26.963927855711425,0.06688899286348866
27.05410821643287,0.06727959076080395
27.14428857715431,0.06765722124351128
27.234468937875754,0.06802153545319853
27.324649298597198,0.06837217449381017
27.414829659318638,0.06870876892647405
27.505010020040082,0.0690309382294513
27.595190380761526,0.06933829022015559
27.685370741482966,0.06963042043586333
27.77555110220441,0.06990691146937095
27.865731462925854,0.07016733225544242
27.9559118236473,0.07041123730342495
28.04609218436874,0.07063816587088287
28.136272545090183,0.07084764107250051
28.226452905811627,0.0710391689178241
28.316633266533067,0.07121223727063539
28.40681362725451,0.07136631472186279
28.496993987975955,0.07150084936691757
28.587174348697395,0.07161526747717532
28.67735470941884,0.07170897205397626
28.767535070140283,0.07178134125196402
28.857715430861724,0.07183172665678102
28.947895791583168,0.07185945140004718
29.038076152304612,0.07186380809210852
29.128256513026056,0.07184405655019105
29.218436873747496,0.07179942129624756
29.30861723446894,0.07172908879484373
29.398797595190384,0.07163220439677012
29.488977955911825,0.07150786894853695
29.57915831663327,0.07135513502131953
29.669338677354713,0.0711730027050361
29.759519038076153,0.07096041490375911
29.849699398797597,0.07071625205720977
29.93987975951904,0.07043932619918347
30.030060120240485,0.07012837424678656
30.120240480961925,0.06978205039354465
30.21042084168337,0.0693989174537378
30.300601202404813,0.06897743697339062
30.390781563126254,0.06851595788341931
30.480961923847698,0.06801270342016379
30.57114228456914,0.06746575597474869
30.661322645290582,0.06687303945114449
30.751503006012026,0.06623229860758635
30.84168336673347,0.06554107471905128
30.93186372745491,0.06479667671845689
31.022044088176354,0.06399614673505724
31.1122244488978,0.06313621862707929
31.202404809619242,0.06221326766828977
31.292585170340683,0.06122324894501946
31.382765531062127,0.06016162117596466
31.47294589178357,0.05902325146624923
31.56312625250501,0.057802294768373494
31.653306613226455,0.05649203925455068
31.7434869739479,0.055084704927697445
31.83366733466934,0.05357117679852411
31.923847695390783,0.05194064440948951
32.014028056112224,0.05018010380632308
32.10420841683367,0.04827365134649465
32.19438877755511,0.046201451256516965
32.28456913827655,0.04393817012664952
32.374749498998,0.04145049546221845
32.46492985971944,0.03869297932356636
32.55511022044089,0.035600566835655344
32.64529058116233,0.03207383926395296
32.73547094188377,0.027945726676353942
32.825651302605216,0.022889308782943235
32.91583166332666,0.016044387933539506
33.0060120240481,0.0
33.096192384769545,0.0
33.186372745490985,0.0
33.276553106212425,0.0
33.36673346693387,0.0
33.45691382765531,0.0
33.547094188376754,0.0
33.6372745490982,0.0
33.72745490981964,0.0
33.81763527054108,0.0
33.90781563126253,0.0
33.99799599198397,0.0
34.08817635270541,0.0
34.17835671342686,0.0
34.2685370741483,0.0
34.35871743486974,0.0
34.448897795591186,0.0
34.53907815631263,0.0
34.629258517034074,0.0
34.719438877755515,0.0
34.809619238476955,0.0
34.8997995991984,0.0
34.98997995991984,0.0
35.08016032064128,0.0
35.17034068136273,0.0
35.26052104208417,0.0
35.35070140280561,0.0
35.44088176352706,0.0
35.5310621242485,0.0
35.62124248496994,0.0
35.71142284569139,0.0
35.80160320641283,0.0
35.89178356713427,0.0
35.981963927855716,0.0
36.07214428857716,0.0
36.1623246492986,0.0
36.252505010020045,0.0
36.342685370741485,0.0
36.432865731462925,0.0
36.52304609218437,0.0
36.61322645290581,0.0
36.703406813627254,0.0
36.7935871743487,0.0
36.88376753507014,0.0
36.97394789579159,0.0
37.06412825651303,0.0
37.15430861723447,0.0
37.24448897795592,0.0
37.33466933867736,0.0
37.4248496993988,0.0
37.515030060120246,0.0
37.605210420841686,0.0
37.69539078156313,0.0
37.785571142284574,0.0
37.875751503006015,0.0
37.965931863727455,0.0
38.0561122244489,0.0
38.14629258517034,0.0
38.236472945891784,0.0
38.32665330661323,0.0
38.41683366733467,0.0
38.50701402805611,0.0
38.59719438877756,0.0
38.687374749499,0.0
38.77755511022044,0.0
38.86773547094189,0.0
38.95791583166333,0.0
39.048096192384776,0.0
39.138276553106216,0.0
39.22845691382766,0.0
39.318637274549104,0.0
39.408817635270545,0.0
39.498997995991985,0.0
39.58917835671343,0.0
39.67935871743487,0.0
39.76953907815631,0.0
39.85971943887776,0.0
39.9498997995992,0.0
40.04008016032064,0.0
40.13026052104209,0.0
40.22044088176353,0.0
40.31062124248497,0.0
40.40080160320642,0.0
40.49098196392786,0.0
40.5811623246493,0.0
40.671342685370746,0.0
40.76152304609219,0.0
40.85170340681363,0.0
40.941883767535074,0.0
41.032064128256515,0.0
41.12224448897796,0.0
41.2124248496994,0.0
41.30260521042084,0.0
41.39278557114229,0.0
41.48296593186373,0.0
41.57314629258517,0.0
41.66332665330662,0.0
41.75350701402806,0.0
41.8436873747495,0.0
41.93386773547095,0.0
42.02404809619239,0.0
42.11422845691383,0.0
42.204408817635276,0.0
42.294589178356716,0.0
42.38476953907816,0.0
42.474949899799604,0.0
42.565130260521045,0.0
42.655310621242485,0.0
42.74549098196393,0.0
42.83567134268537,0.0
42.92585170340681,0.0
43.01603206412826,0.0
43.1062124248497,0.0
43.19639278557115,0.0
43.28657314629259,0.0
43.37675350701403,0.0
43.46693386773548,0.0
43.55711422845692,0.0
43.64729458917836,0.0
43.737474949899806,0.0
43.827655310621246,0.0
43.91783567134269,0.0
44.008016032064134,0.0
44.098196392785574,0.0
44.188376753507015,0.0
44.27855711422846,0.0
44.3687374749499,0.0
44.45891783567134,0.0
44.54909819639279,0.0
44.63927855711423,0.0
44.72945891783567,0.0
44.81963927855712,0.0
44.90981963927856,0.0
45.0,0.0
