city_cn,city_en,year,month,n_weeks,cases,tem,rhu,pre,Tm,Hm,Rm,m_hat_bi,m_hat_norm,pred_cases,beta_prime
广州市,Guangzhou,2017,3,4,1,18.9319575837382,80.12719883438147,122.9550443381264,23.137560869088905,73.5033665140795,166.73662087486332,2.389642574912859,0.9041852142493326,0.3706828479088459,0.0
广州市,Guangzhou,2017,4,5,4,23.7678729049055,77.5219360716825,204.3947549060839,23.137560869088905,73.5033665140795,166.73662087486332,3.0709346030384395,1.1619702842360247,0.7592952573617848,0.05560586764157644
广州市,Guangzhou,2017,5,4,4,26.702688486669874,80.25290387939172,205.81684197065488,23.137560869088905,73.5033665140795,166.73662087486332,3.058286453326713,1.1571845183323635,1.804097130555134,0.08221243336804605
广州市,Guangzhou,2017,6,4,10,28.9243256085071,85.36993233322772,317.354101119375,23.137560869088905,73.5033665140795,166.73662087486332,3.1212154190801096,1.1809953764831056,4.161906044220364,0.08791132748111376
广州市,Guangzhou,2017,7,5,35,28.961188183032483,83.44239382875257,369.821992347984,23.137560869088905,73.5033665140795,166.73662087486332,3.124308316582082,1.182165657017873,8.870343247236104,0.08782547722412153
广州市,Guangzhou,2017,8,4,143,29.8801754309756,79.1986574514267,184.01637586649545,23.137560869088905,73.5033665140795,166.73662087486332,3.232535210290484,1.223116198367698,17.34771255493973,0.08279559055042306
广州市,Guangzhou,2017,9,4,218,29.28709564055605,80.39045326043072,199.9442584346792,23.137560869088905,73.5033665140795,166.73662087486332,3.1556070933397993,1.1940083867488875,33.850425059102164,0.08671396119472104
广州市,Guangzhou,2017,10,5,457,24.93241940447584,63.32546641709624,71.08678360081917,23.137560869088905,73.5033665140795,166.73662087486332,3.081511971438396,1.1659725146169668,46.02688997895387,0.06778393706244823
广州市,Guangzhou,2017,11,4,70,20.044708963990225,74.28446993422455,50.228625676982,23.137560869088905,73.5033665140795,166.73662087486332,2.6365763563973874,0.9976192183388891,13.689634570810902,0.01059231021080078
广州市,Guangzhou,2017,12,5,2,16.16953187305952,55.04090441423748,25.120275562834284,23.137560869088905,73.5033665140795,166.73662087486332,1.7073305823928235,0.6460142134400947,0.8845865061418432,0.0
广州市,Guangzhou,2018,1,4,3,13.613954592027447,64.84759088952029,80.50609289087436,23.137560869088905,73.5033665140795,166.73662087486332,1.168322663125734,0.44206614351487894,0.3726347640678713,0.0
广州市,Guangzhou,2018,2,4,1,16.832313233989726,66.76670201496943,16.43281850966949,23.137560869088905,73.5033665140795,166.73662087486332,1.869102237585288,0.7072248481372111,0.3706869243498695,0.0
广州市,Guangzhou,2018,3,4,1,20.4934606310486,70.40349633798844,65.66079107087062,23.137560869088905,73.5033665140795,166.73662087486332,2.7240477241313465,1.030716351025394,0.4484691192434426,0.016175843824514473
广州市,Guangzhou,2018,4,5,3,23.64797379131712,75.55147619304554,127.92621126396048,23.137560869088905,73.5033665140795,166.73662087486332,3.067247206400684,1.160575059044637,0.8239046059892622,0.05426856233153599
广州市,Guangzhou,2018,5,4,15,28.869912470959527,78.1302035632828,149.46708308395156,23.137560869088905,73.5033665140795,166.73662087486332,3.1168091052905735,1.1793281297493605,2.0910513016965186,0.08802412376714537
广州市,Guangzhou,2018,6,4,20,28.438176751994924,82.98442814109572,545.1716073061746,23.137560869088905,73.5033665140795,166.73662087486332,3.0882018135482237,1.1685037953971436,4.844982616748291,0.0883708780809796
广州市,Guangzhou,2018,7,5,59,29.31028981978966,82.96209681716957,244.1767391815126,23.137560869088905,73.5033665140795,166.73662087486332,3.158115841523133,1.1949576387573089,10.097003013900133,0.08660927682678864
广州市,Guangzhou,2018,8,4,184,28.42234633004125,85.61547934428208,357.7880367771989,23.137560869088905,73.5033665140795,166.73662087486332,3.0873553041689554,1.1681834959211912,20.1628353001047,0.08836628746463765
广州市,Guangzhou,2018,9,5,574,27.65261211425216,71.23171507327868,218.534333800748,23.137560869088905,73.5033665140795,166.73662087486332,3.0609469189825966,1.1581911767064328,38.00542897095231,0.08687357530766154
广州市,Guangzhou,2018,10,4,319,23.32570649077925,68.09344738369528,74.01345736680726,23.137560869088905,73.5033665140795,166.73662087486332,3.0543805451226773,1.1557066134425777,36.32072086627169,0.050611997205543935
广州市,Guangzhou,2018,11,4,123,21.45289946927975,73.85425817254988,33.44983537689096,23.137560869088905,73.5033665140795,166.73662087486332,2.880939442277168,1.09008053095544,14.787894950069383,0.028107612378661714
广州市,Guangzhou,2018,12,5,12,15.84688732490272,75.35359573589216,30.12806086989324,23.137560869088905,73.5033665140795,166.73662087486332,1.631006983064335,0.6171351372403303,1.8040971684776899,0.0
广州市,Guangzhou,2019,1,4,5,16.611194723950874,68.00757649069685,3.390571762159365,23.137560869088905,73.5033665140795,166.73662087486332,1.8145119381379655,0.6865691475232762,0.3761298691893139,0.0
广州市,Guangzhou,2019,2,4,3,18.825825155776325,84.35166721676396,128.77220244522607,23.137560869088905,73.5033665140795,166.73662087486332,2.364376396197609,0.894625079417979,0.3706968519747033,0.0
广州市,Guangzhou,2019,3,5,11,20.43288874722008,80.45028736037882,258.1214567222443,23.137560869088905,73.5033665140795,166.73662087486332,2.7127249340638295,1.0264320704092975,0.4447803383185409,0.015421332871736259
广州市,Guangzhou,2019,4,4,11,24.49903392632768,84.3966876394574,339.49071823553,23.137560869088905,73.5033665140795,166.73662087486332,3.082197878156558,1.1662320457784163,0.9296985467946609,0.06344250386623462
广州市,Guangzhou,2019,5,4,27,26.16167489033705,85.8269039478074,314.498794060146,23.137560869088905,73.5033665140795,166.73662087486332,3.0650476835920566,1.1597428107315026,2.0079686125824883,0.07847376421395251
广州市,Guangzhou,2019,6,5,109,29.182495241278623,84.03017983997157,365.4769825146891,23.137560869088905,73.5033665140795,166.73662087486332,3.1447674803573653,1.1899069291125883,4.44567755868953,0.08714240633346425
广州市,Guangzhou,2019,7,4,122,29.399714099791623,84.17330439680877,294.7992358668141,23.137560869088905,73.5033665140795,166.73662087486332,3.1681528438233935,1.198755407164416,9.363270092088216,0.08617163064274243
广州市,Guangzhou,2019,8,4,228,29.803149280150077,81.1655383732107,245.3345053522449,23.137560869088905,73.5033665140795,166.73662087486332,3.2209759641852154,1.2187424482822342,18.33906236143341,0.0834636128136021
广州市,Guangzhou,2019,9,5,535,28.112146296489243,67.63317462442505,104.31345488923732,23.137560869088905,73.5033665140795,166.73662087486332,3.073395633239165,1.1629014808688092,35.25507687637528,0.08805224238357218
广州市,Guangzhou,2019,10,4,478,25.316971214063848,64.53799169609462,19.72546667639581,23.137560869088905,73.5033665140795,166.73662087486332,3.077780928403376,1.1645607746432112,50.72474921429711,0.07140965984446883
广州市,Guangzhou,2019,11,4,156,21.38561070462035,55.427344174018025,0.1662154062557207,23.137560869088905,73.5033665140795,166.73662087486332,2.87138960411348,1.0864670941357535,24.74989838589339,0.027274363321778388
广州市,Guangzhou,2019,12,5,5,17.70209120423438,56.6433765451042,4.17639946197969,23.137560869088905,73.5033665140795,166.73662087486332,2.086979901042555,0.7896646924392139,2.5748290670150915,0.0
