c,T_min,T_max,T_opt,eta,de_loss,gz_pearson_r,gz_spearman_rho,gz_r2_log,gz_mae,gz_rmse,gz_wape,gz_rmsle
0.00017796044235238173,19.185918164349037,32.000000004010786,28.49825391569481,0.012357424105879922,0.8715129369834537,0.24130922558213652,0.6469961695031639,0.425340834941749,241.14236657443337,1791.3075600479308,0.9844777950419145,1.5416542881728923
