dataset,task,N,pearson_r,pearson_p,spearman_rho,spearman_p,kendall_tau,kendall_p,r2_log,MAE,RMSE,MedAE,WAPE,sMAPE,RMSLE,Top3_overlap
old,phase1_direct_excl2014,270,0.975594711900406,1.7558080105634684e-178,0.6339411591216572,9.38764090044744e-32,0.5285170455069195,3.858210497090449e-29,0.8443927463540342,3.4700546777681103,13.707826296512405,0.3969895334947431,0.3895695480238627,1.538552557981104,0.4988962312389423,
old,transfer_annual_all_main,13,0.7117067612335461,0.00636160215118,0.7747252747252747,0.0018713615028719,0.6153846153846153,0.0026755231008703,-0.0412361243201706,3345.831836357064,10420.419112968491,319.421062906761,0.9624458184374092,0.8798492493644671,1.8508562898550605,0.6666666666666666
old,transfer_annual_non_gz_main,12,0.6410733337164424,0.0246728878684765,0.7132867132867133,0.0092017797776347,0.5454545454545454,0.0137707681978515,-0.3237419447814109,504.7135945511497,908.7194535909384,314.5142582431812,0.8462432771571603,0.7916522601559878,1.5078985926976094,0.6666666666666666
new_data2,phase1_direct_excl2014,168,0.6123499596629672,1.1472364863091376e-18,0.7054798209519766,1.3182329838051385e-26,0.5413954602646798,2.4489213748511265e-23,0.44955075785646836,51.23152463515979,139.0954949694051,3.508543267684003,1.2830793289664348,1.1801933866139922,1.3200071538026825,
new_data2,transfer_annual_all_main,16,0.9887476872669603,5.945287021369628e-13,0.9,2.0510898633789e-06,0.7999999999999999,1.1793484584076514e-06,0.9150977148464532,1491.9233218936267,5737.0578605346245,20.579069009241486,0.5285003022183902,0.2880849019516958,0.4485216268058116,1.0
new_data2,transfer_annual_non_gz_main,15,0.9922930721533286,3.548613239566375e-13,0.8785714285714284,1.6315280286544268e-05,0.7714285714285715,1.0056000424717356e-05,0.8511896644461897,61.80010144521793,116.8103236582349,16.169487725499437,0.11907533997151817,0.24825628827354865,0.39275410494707363,0.6666666666666666
