1,T,H,R,T^2,T H,T R,H^2,H R,R^2
0.09660756032985496,-0.00044844405984657615,0.00030408684733003883,-3.8328600213043326e-05,-4.129756098316285e-06,9.667346006905923e-06,1.0456170418588796e-07,-3.982902192544864e-06,5.841545779708998e-07,-1.8925810649239073e-08
