version,Spearman_rho,Kendall_tau,Top3_overlap
old_13city_non_gz,0.7132867132867133,0.5454545454545454,0.6666666666666666
new_16city_non_gz,0.8785714285714284,0.7714285714285715,0.6666666666666666
