pearson_r,spearman_rho,kendall_tau,r2_log,mae,rmse,wape,rmsle,model,city_en
0.3024994768906177,0.3409570580013629,0.2927147720066179,-0.03853488631596402,3.0805555555555557,15.93911939885276,1.1848290598290572,0.8300963661605776,HistMean,Qingyuan
0.2720749201364239,0.21093247491024647,0.1750896834697252,-0.22422916117308844,3.2825843419357263,16.079744815037774,1.262532439206046,0.9012584048761806,LinReg,Qingyuan
0.008354006695308088,0.40784927311104496,0.3905348632332386,-0.2596472807023127,4.111111111111111,22.38054710879269,1.5811965811965778,0.9142025839855893,SeasonNaive,Qingyuan
0.4403529367661482,0.27160936409854863,0.2131179555438929,0.33612258993367483,7.68100822624516,47.08636357311397,0.9515357747585189,0.9086882685475258,SEIR+NN,Shantou
0.25552563658759475,0.38842103831146313,0.32400870353713507,-0.884100155063196,12.774603174603174,46.49555851316604,1.5825385901091327,1.5308159138066562,HistMean,Shantou
0.2132242770518257,0.2908084804956822,0.23356919320738134,-1.8528102837424973,13.79151085570604,47.0874033503581,1.7085147653317863,1.8836812782017953,LinReg,Shantou
0.03134342092790333,0.45795634722561,0.4232760334142078,-0.07413674857084707,10.155555555555555,49.99688879209274,1.2580867171369572,1.1558480993361473,SeasonNaive,Shantou
0.5086568415169112,0.6282688318172743,0.48778645540623927,0.28488660082684336,7.058569768841218,26.216688698406273,0.8625543505712276,1.0186348956274778,SEIR+NN,Shenzhen
0.37005459393610046,0.39345481098443524,0.3010288769333234,-0.1367620325443213,9.621031746031745,26.091497494329424,1.1756861604112105,1.2842981944422789,HistMean,Shenzhen
0.27526993777525993,0.3206833894951868,0.23439237656772782,-0.39051653258807906,9.96851165698895,26.8819210909918,1.2181480639905022,1.420427822602842,LinReg,Shenzhen
0.2273474603279152,0.5525498877864263,0.45304095599338207,0.30100683204755585,8.777777777777779,31.89879830547435,1.0726408689748805,1.007088316225126,SeasonNaive,Shenzhen
0.516549472186953,0.46923771899217326,0.3828977763935441,0.3126092226831061,2.1763110580735425,13.47510686335104,0.9817944622888137,0.6353835433570904,SEIR+NN,Yangjiang
0.11922945692391873,0.3914331709837005,0.33568429668690025,0.03197095693473839,2.521031746031746,14.161000267333822,1.1373075546007847,0.7540120829838023,HistMean,Yangjiang
0.0636611543333023,0.22839304862742607,0.18160181544297213,-0.08400191282218583,2.6117141682132523,14.221685143673723,1.1782169179909379,0.7979012327910073,LinReg,Yangjiang
0.01066166863078029,0.355959166736268,0.3382374805868788,-0.5859495455651278,4.1722222222222225,19.91077318661656,1.8822055137844562,0.9651143992080395,SeasonNaive,Yangjiang
0.26934730173574206,0.47414378691735554,0.37813860588200443,0.36720748902314004,9.166259163551794,45.6905086471824,0.9498714159121026,0.9894921524226102,SEIR+NN,Zhanjiang
0.4100348363726915,0.3053449444918882,0.2574062225020971,-0.5121310260244702,13.033730158730158,42.03538724906835,1.3506456123036426,1.5295948089211648,HistMean,Zhanjiang
0.23045003133280356,0.10491183536096771,0.08517433919058946,-1.8466606975214392,16.374298253420328,44.91929136739004,1.6968184718570278,2.0986960325078137,LinReg,Zhanjiang
0.37600476365592783,0.45051590113001955,0.42676102256929105,0.08458859960144627,11.561111111111112,48.85755940600299,1.1980426021876793,1.1901175162876114,SeasonNaive,Zhanjiang
0.415405294622565,0.39480907255518105,0.3180721430227949,0.2916648232151463,2.0572737133082786,14.034066496362033,1.0286368566541364,0.5854262874992571,SEIR+NN,Zhaoqing
0.2570772106693919,0.25641705666152975,0.22670111976908308,0.08021795591062031,2.257936507936508,14.496721421507315,1.1289682539682508,0.6671066629020701,HistMean,Zhaoqing
0.18134529241107053,0.1189235763641741,0.09633201040450327,-0.024295403313646435,2.321901330367157,14.583577589136407,1.1609506651835755,0.7039882760883289,LinReg,Zhaoqing
-0.006999827847044208,0.26816814952389495,0.2540698220045782,-0.4007333121238099,3.4722222222222223,20.62159062730128,1.7361111111111063,0.8232477327759259,SeasonNaive,Zhaoqing
0.5734018084394541,0.6028768434599238,0.48186994602614763,0.4210696528378792,11.47379917702538,45.53397404812271,0.9134382361187827,1.0538827762988037,SEIR+NN,Zhongshan
0.42086040838305516,0.5161380034680274,0.42206923341050095,-0.1923906710839176,16.087301587301585,43.465588990647014,1.2807228154419656,1.512475797514938,HistMean,Zhongshan
0.29864938797058843,0.3099777120114144,0.23927024150089266,-0.9796250327243914,18.10903468094668,45.65871750057975,1.4416745876030082,1.948815016977102,LinReg,Zhongshan
0.4713749682927542,0.6264815035156367,0.5555681752709821,0.27476475713921733,12.38888888888889,48.04569584144753,0.9862892525431222,1.1795560957482387,SeasonNaive,Zhongshan
0.45370016544399455,0.42477399261200477,0.33892174593712127,0.27914739717765413,4.379018909291602,25.21383613295561,0.9496667514126355,0.8348397800886647,SEIR+NN,Zhuhai
0.2486134655656217,0.2768896898064671,0.22716424719648665,-0.07397221646391627,5.36388888888889,25.774379186490208,1.1632530120481914,1.0190052527889475,HistMean,Zhuhai
0.19820154619559913,0.23520911950512077,0.18264964424831914,-0.31112045281967005,5.5936379892437476,26.040695372368834,1.213078118149245,1.125903568601191,LinReg,Zhuhai
-0.009228455358786128,0.29108663584094585,0.26789752173895587,-0.46038629354709726,8.03888888888889,37.10398301470552,1.7433734939759014,1.1882662814724843,SeasonNaive,Zhuhai
