pearson_r,spearman_rho,kendall_tau,r2_log,mae,rmse,wape,rmsle
0.6127136940388361,0.7058140295707628,0.5419996962694394,0.23002242554345198,36.69890535483026,108.2123193441726,0.9191139087077345,1.5611933190412794
