city_en,year,month,cases,tem,rhu,pre,index_norm_city,beta_formula,risk_monthly,pool_obs_lag
Huizhou,2016,7,0,28.89942171179064,85.26193328179102,324.7297820971301,0.7153856653354921,0.19725151563749369,0.14111090675276264,1.0
Huizhou,2016,8,0,27.94417005596068,87.74436147945156,341.86249027627923,0.7153856653354921,0.19690143514573083,0.1408604641872419,1.0
Huizhou,2016,9,1,27.2629041434146,81.34149511221797,140.74034694843294,0.7153856653354921,0.1959767709023895,0.1401989726423072,1.0
Huizhou,2016,10,0,24.69275985929808,81.0156338195962,255.0073231717105,0.7153856653354921,0.1956520353863312,0.1399666615090938,1.0
Huizhou,2016,11,0,19.3097076701084,80.31079988619899,120.24239331066148,0.7153856653354921,0.19385452438308876,0.13868074790409132,1.0
Huizhou,2016,12,0,17.0348400710721,67.12318537375702,10.530959886150365,0.7153856653354921,0.1937343365852676,0.13859476727638181,1.0
Huizhou,2017,1,0,16.522712535212218,72.58787369084851,33.35081868360503,0.7153856653354921,0.1934181009124676,0.13836853680919298,1.0
Huizhou,2017,2,0,15.865851893747951,63.72697383070648,30.72846689231872,0.7153856653354921,0.19362839438707527,0.1385189777464409,1.0
Huizhou,2017,3,0,18.61844246928595,80.27151190106065,95.5149803966876,0.7153856653354921,0.1936307594655866,0.1385206696897053,1.0
Huizhou,2017,4,1,22.9673424277198,81.76574524959918,207.101935959701,0.7153856653354921,0.19501717865576082,0.13951249410450198,1.0
Huizhou,2017,5,0,25.78604824822725,84.54787258603012,235.3794919525868,0.7153856653354921,0.19593537071472833,0.14016935554151222,1.0
Huizhou,2017,6,1,27.96971416318,89.34904775027906,398.4920256477734,0.7153856653354921,0.1969260016346261,0.14087803870124518,1.0
Huizhou,2017,7,0,28.25958841538084,86.80291185140338,327.2358888251072,0.7153856653354921,0.19700868810060282,0.14093719141372218,1.0
Huizhou,2017,8,1,29.1118512892259,83.84744419136905,131.6475590970229,0.7153856653354921,0.19626736853078913,0.1404068620200448,1.0
Huizhou,2017,9,0,28.419511913415825,84.9684957795413,173.7771757519151,0.7153856653354921,0.19640581385012854,0.140505903816933,1.0
Huizhou,2017,10,8,24.1709591021958,67.49456601373274,60.04316312457976,0.7153856653354921,0.19515850209101956,0.13961359486426206,1.0
Huizhou,2017,11,1,20.103775464266825,73.83142839973418,31.2709098439598,0.7153856653354921,0.1940902351376242,1.1107949759924112,8.0
Huizhou,2017,12,0,16.161502553704942,56.1883831162457,26.462686756657828,0.7153856653354921,0.1938582498510655,0.47152360437162705,3.4
Huizhou,2018,1,0,13.025322280192796,68.46146906528955,90.5024125795743,0.7153856653354921,0.19262590126391635,0.1378018085365356,1.0
Huizhou,2018,2,0,16.41558155303965,67.85000656610487,13.706313081302588,0.7153856653354921,0.1935910411755114,0.13849225579433386,1.0
Huizhou,2018,3,0,20.228749886636148,70.41297505763502,46.84848269602418,0.7153856653354921,0.19430139505431776,0.1390004327765474,1.0
Huizhou,2018,4,0,23.38462923897148,76.69468382480747,88.04374612611691,0.7153856653354921,0.19491099011016785,0.13943652834116194,1.0
Huizhou,2018,5,0,28.3004935647365,78.87835142701407,100.97990625125816,0.7153856653354921,0.19596316913302275,0.14018924213147904,1.0
Huizhou,2018,6,0,27.619915866521524,86.23860798316542,359.75541721105407,0.7153856653354921,0.19677867626204254,0.1407726442415587,1.0
Huizhou,2018,7,0,28.57127454726532,85.57503042615265,220.9929334211064,0.7153856653354921,0.19673766623445474,0.14074330625568737,1.0
Huizhou,2018,8,0,27.609135072935075,88.92469670248055,360.8378999411387,0.7153856653354921,0.1967732546519033,0.14076876569938204,1.0
Huizhou,2018,9,0,26.87589739188444,78.08344768410863,198.17014567708907,0.7153856653354921,0.1962417301093223,0.14038852066084562,1.0
Huizhou,2018,10,0,22.6528582072045,73.48024477590297,87.59716470338812,0.7153856653354921,0.19484823663657574,0.13939163540570415,1.0
Huizhou,2018,11,1,21.1788894486139,76.44378659390925,48.40812534858714,0.7153856653354921,0.19426251598080144,0.1389726192446723,1.0
Huizhou,2018,12,1,15.48100101188136,75.57811019857179,20.56399493413914,0.7153856653354921,0.1930156551907312,0.13808063290878717,1.0
Huizhou,2019,1,1,16.287389921331553,67.97881984847193,6.526195438671118,0.7153856653354921,0.19355483887917685,0.18000626434762906,1.3
Huizhou,2019,2,0,18.932598995905074,81.88657505128788,71.36546570232348,0.7153856653354921,0.1935674084930598,0.18001795410569696,1.3
Huizhou,2019,3,0,19.82826049608936,82.92795749264255,228.0024321030413,0.7153856653354921,0.19390061824488178,0.138713722792078,1.0
Huizhou,2019,4,0,23.885341686190976,87.01263469566618,204.2636241094005,0.7153856653354921,0.19515473540135742,0.13961090022847197,1.0
Huizhou,2019,5,1,25.2651719596984,89.27611147355948,275.3157001225276,0.7153856653354921,0.19573965585503122,0.14002934393639177,1.0
Huizhou,2019,6,5,28.19859600983844,88.333836252723,397.626008456477,0.7153856653354921,0.19702457175572805,0.1409485543529119,1.0
Huizhou,2019,7,8,28.56555664207255,88.14265127527253,298.71373101791266,0.7153856653354921,0.19704375773544483,0.7471000825572166,5.3
Huizhou,2019,8,13,28.905473459923574,85.56554975820335,278.9985077853387,0.7153856653354921,0.19711953944591395,1.3396566823328389,9.5
Huizhou,2019,9,24,27.583411925245123,74.64717677452036,106.94033293376916,0.7153856653354921,0.1959588165458383,2.158866376636203,15.4
Huizhou,2019,10,49,25.2044386639453,65.17505509136404,17.646406144866884,0.7153856653354921,0.19510399878028054,3.8941314509595837,27.9
Huizhou,2019,11,14,20.71598945855255,58.4099774898997,0.0894989630317693,0.7153856653354921,0.1945332498906131,7.821145970241394,56.2
Huizhou,2019,12,3,17.1779051898025,59.86762867892226,16.16662009010327,0.7153856653354921,0.19398416406074423,3.982799170781855,28.7
Huizhou,2020,1,0,16.536045101629973,66.02332449947394,28.458485313358267,0.7153856653354921,0.1936897946395285,0.9976528987696364,7.2
Huizhou,2020,2,0,17.32720277152005,73.07286721032868,71.80535359666824,0.7153856653354921,0.19360552392328892,0.13850261654448856,1.0
Huizhou,2020,3,0,20.01679494876482,80.96794096698514,94.12024570133144,0.7153856653354921,0.1939580624285328,0.13875481753761884,1.0
Huizhou,2020,4,0,21.46283182583905,74.3517244400813,68.80092843284572,0.7153856653354921,0.19449219476552299,0.13913692815489379,1.0
Huizhou,2020,5,0,27.30702172379788,86.57877238907282,446.3060919739909,0.7153856653354921,0.19649156315044417,0.14056724763719136,1.0
Huizhou,2020,6,0,28.83796573616073,85.14269526395508,222.1916210211704,0.7153856653354921,0.19683285969373598,0.14081140629189087,1.0
