subset,scheme,N,MAE,RMSE,MAPE,Spearman_rho,Spearman_p
all,scale_with_guangzhou,16,699.5339420306252,1434.1474925728558,1.2996299771296906,0.9205882352941176,4.3204104274523115e-07
all,scale_without_guangzhou,16,1616.2209356577246,5739.08961186742,0.4557433042453999,0.9205882352941176,4.3204104274523115e-07
all,loglinear_without_guangzhou,16,2090.3885441405864,7592.242435986955,0.35844407267668565,0.9205882352941176,4.3204104274523115e-07
non_gz,scale_with_guangzhou,15,746.169538166,1481.1811612639453,1.386271975605003,0.9035714285714285,3.880504128799775e-06
non_gz,scale_without_guangzhou,15,196.55460203712767,371.53531199867786,0.44526656902405415,0.9035714285714285,3.880504128799775e-06
non_gz,loglinear_without_guangzhou,15,208.56021740276802,454.9367143087793,0.3282718737210244,0.9035714285714285,3.880504128799775e-06
