week,observed,predicted,bi,m,R0,i_v,i_h
201,45.47093429481196,3.535095013447807e-47,1.3346447510402903,13.346447510402903,116.66475096506035,1.372339850451122e-30,2.522545321427007e-54
202,30.483388358783657,2.1831080221985114e-47,1.0425050333057506,10.425050333057506,91.12806235190128,9.670715476912504e-31,1.557805067931006e-54
203,15.495842422755352,1.304010915338749e-47,0.7887136188225891,7.887136188225891,68.94349814882771,6.814838015864058e-31,9.305058622368697e-55
204,7.852193995381063,7.553570788119398e-48,0.6063051257360591,6.063051257360591,52.99869980210307,4.80233518330054e-31,5.39001768811146e-55
205,7.852193995381063,4.293729358552545e-48,0.504500371354672,5.04500371354672,44.099682810723074,3.3841484066209503e-31,3.0638856561670798e-55
206,7.852193995381063,2.4493857975829422e-48,0.46807695022773793,4.680769502277379,40.91581732759947,2.384769076065217e-31,1.7478134705172986e-55
207,7.852193995381063,1.4437406283592123e-48,0.4806991218719533,4.806991218719533,42.01915400978613,1.6805183646882392e-31,1.030213092877988e-55
208,7.672983481697598,9.03805657792154e-49,0.5260463770409296,5.260463770409296,45.98307491616517,1.1842412761885382e-31,6.449305393122263e-56
209,6.552917771175917,6.090032890220027e-49,0.5935415727458264,5.935415727458264,51.88300461064916,8.345207227109525e-32,4.345677815199106e-56
210,5.432852060654236,4.396363256760338e-49,0.6869563431245617,6.869563431245616,60.04863139200714,5.880768139373108e-32,3.13712234676776e-56
211,4.312786350132555,3.3557854495424505e-49,0.81226632989435,8.1226632989435,71.00230156419144,4.1441072663505674e-32,2.394595011804232e-56
212,3.192720639610874,2.6713616608849583e-49,0.9754471747724061,9.754471747724061,85.26636143115438,2.9203030332106046e-32,1.906209262797887e-56
213,3.267925051603023,2.1898792073301434e-49,1.175126913736756,11.75126913736756,102.72088406789825,2.0579027659410067e-32,1.5626367970102352e-56
214,3.587943826037791,1.8190683381159883e-49,1.3605714173391945,13.605714173391945,118.93106794923028,1.450179569005787e-32,1.298036490734971e-56
215,3.907962600472559,1.4933406441896242e-49,1.4607179622271924,14.607179622271925,127.685136558321,1.0219242702655937e-32,1.06560628242445e-56
216,4.227981374907327,1.1782109832365753e-49,1.4044406917713226,14.044406917713225,122.76579473525545,7.201378618744686e-33,8.407385352052058e-57
217,4.921355386182654,8.687543676663428e-50,1.1266489352406854,11.266489352406854,98.48329853502494,5.0747257423522184e-33,6.199189151322555e-57
218,5.9880846342985405,5.816087239694137e-50,0.7010612975704955,7.010612975704955,61.28158195546289,3.5760987893428384e-33,4.150197830522433e-57
219,7.054813882414427,3.4665447099877204e-50,0.34020565936208147,3.4020565936208147,29.738256937244884,2.5200342245907545e-33,2.4736297345424006e-57
220,8.121543130530313,1.864208278727542e-50,0.2626450871152992,2.626450871152992,22.958486635952728,1.775838103811371e-33,1.330247094853391e-57
221,9.460288336915733,1.0235084654555263e-50,0.6865211372879373,6.865211372879373,60.01058892377074,1.2514119610659253e-33,7.303471281971788e-58
222,12.127111457205467,7.82182938563781e-51,1.6942512776631575,16.942512776631574,148.09888790761866,8.818551043238618e-34,5.581439550191102e-58
223,14.7939345774952,8.782333542040125e-51,3.038685916491479,30.38685916491479,265.61939829470964,6.214327888952316e-34,6.2668285586129054e-58
224,17.460757697784935,1.0520838726426727e-50,4.423619088641901,44.23619088641901,386.67999026590036,4.379162849096366e-34,7.507377427163356e-58
225,20.12758081807467,1.1453071983300313e-50,5.552844828983419,55.52844828983419,485.3885340020471,3.085943902798939e-34,8.172593109248118e-58
226,28.439535119393682,1.1083108169451041e-50,6.175651291307688,61.75651291307688,539.8296583310917,2.174627913914418e-34,7.908597238084089e-58
227,37.82675250281348,9.64927748338902e-51,6.337507540548226,63.375075405482264,553.9779318661036,1.5324343905560246e-34,6.885455603959626e-58
228,47.21396988623328,7.717297511117904e-51,6.202434587644427,62.024345876444265,542.1708555633239,1.0798882633359013e-34,5.50684851656765e-58
229,56.601187269653074,5.792334145497733e-51,5.934767839779187,59.347678397791874,518.7734125681108,7.609843974250034e-35,4.133248284214167e-58
230,65.6347839073225,4.1614806769956254e-51,5.69450470958992,56.945047095899206,497.77139069841957,5.362566413449076e-35,2.9695166811728454e-58
231,74.32862727946703,2.915067570225866e-51,5.5464021260346605,55.464021260346605,484.8253606673654,3.778936682008144e-35,2.0801110105793248e-58
232,83.02247065161156,2.020679311557588e-51,5.462429011666602,54.62429011666602,477.4850534673602,2.662971671700365e-35,1.4419004649333438e-58
233,91.71631402375608,1.3985414522185396e-51,5.410706894595758,54.10706894595758,472.96388938774106,1.8765644203676432e-35,9.979602199361636e-59
234,107.66818320008137,9.699775242202768e-52,5.359395062264895,53.59395062264895,468.4785893588195,1.3223925966667153e-35,6.921489397889802e-59
235,156.68439215100636,6.741130249998404e-52,5.2871395892040125,52.87139589204013,462.16255150384717,9.318743128340566e-36,4.810282752960185e-59
236,205.70060110193134,4.6865473877481295e-52,5.197339216952654,51.97339216952655,454.31286861474246,6.566807293906889e-36,3.3441896587327884e-59
237,254.71681005285632,3.254625734874836e-52,5.0969625237752965,50.969625237752965,445.5386821481902,4.6275508876472074e-36,2.32241025751023e-59
238,303.7330190037813,2.2563999957461873e-52,4.992978087936416,49.92978087936416,436.4491335608755,3.260979995200099e-36,1.610104178497351e-59
239,318.79256916405757,1.561865864848445e-52,4.8911243883282784,48.911243883282786,427.5458381405837,2.2979737635044982e-36,1.1145039709208256e-59
240,327.85976777304256,1.0798720131541261e-52,4.789377984315812,47.89377984315812,418.65192170592763,1.6193547416812652e-36,7.7056658566728e-60
241,336.9269663820276,7.4594304223319465e-53,4.682696145964242,46.826961459642426,409.32658618568547,1.1411399995300527e-36,5.322841745634328e-60
242,345.99416499101267,5.147119432768132e-53,4.566029383175341,45.66029383175341,399.12844258525706,8.04147766397042e-37,3.6728410395091574e-60
243,357.80712468464793,3.545678279869831e-53,4.434267276870135,44.34267276870135,387.6107759501866,5.666733533726435e-37,2.5300972455186467e-60
244,372.1546330718067,2.436236082904119e-53,4.281021369212999,42.81021369212999,374.21515465148593,3.993279628958726e-37,1.738430200445354e-60
245,386.50214145896547,1.667549359691363e-53,4.098690141582449,40.98690141582449,358.2771102781861,2.8140165935366468e-37,1.1899167687251056e-60
246,400.8496498461242,1.1351434873738945e-53,3.879624153063557,38.79624153063557,339.12798540765357,1.983003977801685e-37,8.100067699257133e-61
247,399.1652843633495,7.668369045661328e-54,3.6161972666738236,36.16197266673824,316.10115967428527,1.3973992850678963e-37,5.471934526660003e-61
248,329.13450922454155,5.127310672469371e-54,3.306415575316569,33.06415575316569,289.02234049970014,9.8473063280136e-38,3.658706059989562e-61
249,259.1037340857336,3.3837294539985834e-54,2.961209449922485,29.61209449922485,258.8469798883291,6.939279485392407e-38,2.4145350749240647e-61
250,189.07295894692567,2.198756175555228e-54,2.5933148694054733,25.933148694054733,226.68836271026862,4.89002760474716e-38,1.568971154242349e-61
251,119.04218380811773,1.4039655119682693e-54,2.215467812679436,22.15467812679436,193.65977383561503,3.4459442115750205e-38,1.001830677870893e-61
252,89.00948855666226,8.792422502607706e-55,1.8404042586582752,18.40404258658275,160.8744981344646,2.428315843812372e-38,6.274027759817116e-62
253,65.48810863570681,5.3896984537482964e-55,1.4808601862558906,14.808601862558906,129.4458204769135,1.7112052532664211e-38,3.845938671149063e-62
254,41.966728714751355,3.226831688488797e-55,1.1495715743861858,11.495715743861858,100.4870257330582,1.2058659610808236e-38,2.3025772002917064e-62
255,18.4453487937959,1.882726502308805e-55,0.8592744019630613,8.592744019630613,75.11139877299486,8.497593805989702e-39,1.3434611833229663e-62
256,0.0,1.0688712126487884e-55,0.6227046479004186,6.227046479004185,54.43222446681979,5.988153146546503e-39,7.627167208853921e-63
257,0.0,5.910541381639293e-56,0.4525982911121599,4.525982911121599,39.562787684629356,4.2197802019225207e-39,4.217597674924571e-63
258,0.0,3.2097926943295763e-56,0.36169131051218595,3.6169131051218595,31.616373296519747,2.973628849795308e-39,2.2904186487295394e-63
