parameter,value
base_lambda,14241.66889703421
T_opt,24.42545641645055
T_width,10.703636131866636
H_opt,65.53551493405037
H_width,29.056091711278818
precip_scale,0.8416799913862798
N_v_ratio,1.4550927768042268
beta_vh,0.5064457037178557
beta_hv,0.6019476500723862
b,0.46371898249457044
