week,observed_cases,predicted_cases,Lambda_v,R0,N_v,I_v,I_h
210,5.9880846342985405,3.776825450567544e-27,1476.8351,0.0276629948115849,30857.740531346557,7.375138685802177e-28,3.773052398169375e-27
211,7.054813882414427,2.7153816451406117e-27,1463.705,0.02741705087515024,30426.590728383926,5.299268667798638e-28,2.7126689761644477e-27
212,8.121543130530313,1.9517806090298814e-27,1449.8259,0.027157079065953577,30042.87860107459,3.8066766275248086e-28,1.9498307782516303e-27
213,9.460288336915733,1.4025600316318329e-27,1430.217,0.026789779739303667,29672.59571598932,2.7338229853461617e-28,1.401158872759074e-27
214,12.127111457205467,1.0076340545945382e-27,1411.6943,0.026442825972855268,29299.237179310156,1.962888462619612e-28,1.0066274271673708e-27
215,14.7939345774952,7.237332597469131e-28,1400.4354,0.026231932282805084,28949.43690951184,1.4090445470251406e-28,7.230102494974157e-28
216,17.460757697784935,5.19699670265856e-28,1396.5067,0.026158342542467298,28659.33975748111,1.0112595211016198e-28,5.1918048977608e-28
217,20.12758081807467,3.731033817324714e-28,1407.3441,0.02636134083811696,28477.867922343783,7.256383432477005e-29,3.727306510813901e-28
218,28.439535119393682,2.6780332525126187e-28,1416.3555,0.026530134904158342,28408.278914375664,5.206157458963375e-29,2.675357894618001e-28
219,37.82675250281348,1.9218728769831768e-28,1431.7676,0.026818823266577172,28432.480561482713,3.734892186814813e-29,1.919952924059118e-28
220,47.21396988623328,1.3790240467113324e-28,1438.3685,0.0269424674751518,28513.03253504374,2.6793308642407366e-29,1.3776464003110215e-28
221,56.601187269653074,9.894114519899259e-29,1427.5254,0.026739361712506245,28554.252142608108,1.9221161211649816e-29,9.88423028960965e-29
222,65.6347839073225,7.098367133671905e-29,1418.3444,0.026567389367224574,28524.46315415232,1.3789246603607496e-29,7.091275857814091e-29
223,74.32862727946703,5.092478100374684e-29,1400.4197,0.02623163732019933,28421.907005998215,9.892375772305946e-30,5.087390709665019e-29
224,83.02247065161156,3.6533713154771967e-29,1388.8123,0.026014215581781498,28263.51610806972,7.096525826870475e-30,3.6497215938833135e-29
225,91.71631402375608,2.620895738742277e-29,1380.5767,0.025859952425504183,28093.881091894487,5.090522647958997e-30,2.618277461280996e-29
226,107.66818320008137,1.8801383275651227e-29,1374.8143,0.025752016690584807,27933.42898879587,3.651256845650664e-30,1.8782600674976252e-29
227,156.68439215100636,1.3486710553963918e-29,1371.3302,0.025686754499162946,27793.451736042174,2.618686180857981e-30,1.3473237316647274e-29
228,205.70060110193134,9.673693482132589e-30,1363.4835,0.025539776233288194,27660.600265708203,1.8779634471716176e-30,9.66402945267991e-30
229,254.71681005285632,6.938175545473286e-30,1349.9526,0.0252863256128637,27502.856333927644,1.3466500984006731e-30,6.931244301172115e-30
230,303.7330190037813,4.9758046694220526e-30,1350.7261,0.02530081307852304,27356.489326564086,9.655712174417247e-31,4.9708338355864665e-30
231,318.79256916405757,3.568167170774335e-30,1359.8286,0.025471315183839598,27283.933238879228,6.9227269955459245e-31,3.564602568206129e-30
232,327.85976777304256,2.558533398730069e-30,1387.563,0.025990815215058378,27344.790758213032,4.9630056049137954e-31,2.5559774213087605e-30
233,336.9269663820276,1.834448984000664e-30,1435.8275,0.026894871028629575,27615.657275516507,3.5580464402489182e-31,1.832616367633031e-30
234,345.99416499101267,1.315229076569628e-30,1484.3779,0.027804281899740883,28092.501853774273,2.5510432495054344e-31,1.31391516140822e-30
235,357.80712468464793,9.42977607393985e-31,1514.2778,0.028364345005580358,28656.954983758707,1.8294003848653889e-31,9.420355718221629e-31
236,372.1546330718067,6.7614034724468e-31,1568.9385,0.029388208227319555,29308.729800111185,1.3122550372116353e-31,6.7546488236231775e-31
237,386.50214145896547,4.848876137247472e-31,1613.1846,0.030216993699659717,30058.32416640844,9.416167943964134e-32,4.84403210514233e-31
238,400.8496498461242,3.4781313988649145e-31,1636.3167,0.030650286907916303,30781.89741142346,6.759280572117635e-32,3.4746567421227917e-31
239,399.1652843633495,2.4956271366447626e-31,1639.7251,0.03071413144960508,31366.764570999334,4.8540375429423906e-32,2.4931340026421207e-31
240,329.13450922454155,1.7912720453367162e-31,1638.6217,0.03069346348841588,31784.960550906333,3.487109497425455e-32,1.7894825627739423e-31
241,259.1037340857336,1.2861664262544528e-31,1617.7314,0.030302162437172202,32011.27665529991,2.505858552353716e-32,1.284881544709743e-31
242,189.07295894692567,9.237991469350286e-32,1609.1711,0.03014181710623361,32085.91215939671,1.80109010839065e-32,9.228762706643643e-32
243,119.04218380811773,6.637142156474502e-32,1613.7407,0.030227411138666022,32128.987814231474,1.2946853763423144e-32,6.630511644829673e-32
244,89.00948855666226,4.769574909809479e-32,1621.3936,0.030370758391998626,32195.95549334032,9.307246147669141e-33,4.764810099709769e-32
245,65.48810863570681,3.4280461260507706e-32,1643.6211,0.030787108399413086,32333.907616370154,6.691139932401481e-33,3.424621504546225e-32
246,41.966728714751355,2.4641260452614792e-32,1665.2722,0.03119266140353787,32560.599905785988,4.8106997797883065e-33,2.4616643808805987e-32
247,18.4453487937959,1.771411482387539e-32,1684.3402,0.03154982910765992,32840.160404391,3.4590808167718064e-33,1.769641840546992e-32
248,0.0,1.273551881687112e-32,1690.1809,0.03165923279601258,33108.434163951926,2.4875461517670652e-33,1.2722796020850269e-32
249,0.0,9.157149088349962e-33,1696.5518,0.03177856689209228,33333.64056575765,1.789139577671025e-33,9.1480010872627e-33
250,0.0,6.585008934920775e-33,1701.6654,0.031874351996880074,33526.038418793956,1.2869939929470422e-33,6.57843050441636e-33
