week,temperature,observed,predicted,M,R0,a_T,b_T,c_T,b_vh,I_h,E_h
10,19.978999774773033,1.3142104336787759,48.47405528659259,7000000.0,112.06948717676772,0.23148438985454053,0.18638519111600443,0.45369151851008804,17.81496891541388,41.54919024565079,59.553035373135664
11,20.927633638471473,1.2608739712729813,245.07241586884584,7000000.0,254.37907017265675,0.2719309294696226,0.2506135238437102,0.5186636628362216,28.139415103282857,210.062070744725,439.6915039320717
12,21.913275758852993,1.207537508867187,4743.092858391258,7000000.0,510.1281923960154,0.31365273873185084,0.3180494856890734,0.5862668790999098,41.19037421298288,4065.5081643353647,12467.154449619455
13,22.869617336177477,1.1563345049576241,466229.62223133614,7000000.0,887.7252191277097,0.35324094361668373,0.3833118327902854,0.6512148297997512,55.908162420030635,399625.3904840024,1608073.1627826004
14,23.7475283575764,1.3163438921750075,6308479.03663759,7000000.0,1349.1053644760314,0.38824591075571385,0.4422836197550322,0.7095949653069492,70.90219842820498,5407267.745689363,4761855.355273026
15,24.56456336012249,1.476353279392391,4124858.951045664,7000000.0,1858.5712307396782,0.41916587433624397,0.49565192947295816,0.7622559937037705,85.78565569086655,3535593.3866105694,1174372.4867843417
16,25.35445528354592,1.6363626666097744,1817245.8485343002,7000000.0,2390.9193453397124,0.44704781091215207,0.5451847887173764,0.8110666777879066,100.63514077812653,1557639.298743686,289603.56069142924
17,26.150937067576848,1.7963720538271577,697277.7361607973,7000000.0,2922.4595927980035,0.47262389319575426,0.5923522066315539,0.8575884756961005,115.59728653527503,597666.6309949692,71422.22962926968
18,26.98149788505807,1.77503746886484,249539.44334051682,7000000.0,3416.343555527593,0.495915281630961,0.6376842299525171,0.9024935927688731,130.57653024153916,213890.95143472875,17619.37487498188
19,27.80444602255497,1.668364544053251,85704.9621530126,7000000.0,3789.851730720943,0.5147962226160501,0.677687987828173,0.9425236441333613,144.05127121131878,73461.39613115367,4351.755144890824
20,28.535021373381152,1.561691619241662,28667.602903119114,7000000.0,3985.983507781279,0.5272874417112664,0.7081283941139067,0.9735706697020439,154.17408961837478,24572.231059816386,1080.0003069781717
21,29.08781314722587,1.4550186944300731,9421.773978360454,7000000.0,4033.1405861954822,0.5335577699717788,0.7273593882661903,0.9937733577579361,160.24424947702735,8075.806267166105,273.19547908456803
22,29.378791511015923,1.5536911498807937,3062.5587697176475,7000000.0,4019.9202725010778,0.5356005170232164,0.7359782184336292,1.0031290795332448,162.76383155552818,2625.050374043698,74.23985373693502
23,29.397648812368413,2.033719311532944,992.0236572446752,7000000.0,4018.1315284159673,0.5357006540118617,0.7364982634618452,1.0037029784055589,162.90929326985992,850.3059919240073,25.177999535593674
24,29.243382378615305,2.5137474731850937,324.99573959888005,7000000.0,4029.4192734320504,0.5347645905525797,0.7321043867391396,0.9988908517050663,161.65442893907476,278.56777679904,13.07949502863191
25,29.023834910414877,2.9937756348372435,111.79268337947272,7000000.0,4032.463046490504,0.5329873422579868,0.7253193899920819,0.9915937397072417,159.62398132098363,95.82230003954804,10.096040484762282
26,28.846848889750127,3.510072590925333,44.04713774378253,7000000.0,4023.980123893789,0.5311919227517381,0.719416017429548,0.9853429251490935,157.79146972973786,37.75468949467074,9.360329601028635
27,28.791260187973727,5.803540474374495,22.617205340250152,7000000.0,4019.3367197559046,0.5305637638543033,0.7174850055289512,0.9833140273752929,157.181840816135,19.3861760059287,9.178905515600626
28,28.82663201778935,8.097008357823656,15.861553315582999,7000000.0,4022.3998909651423,0.5309669631798101,0.718717913293063,0.9846086180963081,157.57159287194693,13.595617127642573,9.134166884154226
29,28.896800672075504,10.390476241272818,13.737526044971181,7000000.0,4027.3501205690095,0.5317304732755844,0.7211202207129477,0.987139582848232,158.32561358653672,11.775022324261013,9.123134472165802
30,28.945602443710662,12.683944124721979,13.071092284550263,7000000.0,4029.9038389469647,0.5322326225468033,0.7227564769517005,0.9888703717918773,158.83471888315847,11.203793386757368,9.120413912207358
31,28.91933465095316,53.25165743056914,12.862328465368142,7000000.0,4028.6202968562798,0.5319653046917422,0.7218793024007167,0.9879417921299463,158.5622697560853,11.024852970315552,9.11974302999333
32,28.790610553196984,111.01504621604458,12.797014388857558,7000000.0,4019.2769204366414,0.530556244975473,0.7174622259915342,0.9832901345428587,157.17462299656245,10.968869476163622,9.119577592427222
33,28.547992267793713,168.77843500152002,12.776600308314412,7000000.0,3988.136250101362,0.5274679497144222,0.7086195626048639,0.9740789848931726,154.33384260221501,10.951371692840926,9.119536795951857
34,28.18026509139009,226.54182378699545,12.770224797642364,7000000.0,3908.6178036885904,0.521774889816284,0.6940068580058656,0.9590715311723301,149.5198638711145,10.94590696940774,9.119526735730265
35,27.6768573412459,248.20709481622922,12.76823490191885,7000000.0,3741.552167084935,0.5121790895073972,0.6718528029935429,0.9366454054354001,142.08490231127567,10.944201344501872,9.119524254974035
36,27.059293677645975,205.69793427881103,12.767614113434508,7000000.0,3457.41339394246,0.4978926510554784,0.64169279003822,0.9064819124889869,131.9212724365642,10.943669240086722,9.119523643171608
37,26.395439465874347,163.18877374139282,12.767420500704457,7000000.0,3076.79805859706,0.4798717428497753,0.6061490802311705,0.871225450009679,120.10375445690899,10.943503286318107,9.119523492261797
38,25.756772982642705,120.67961320397461,12.767360144666407,7000000.0,2663.1791106207056,0.4603216450400026,0.5694072190776746,0.8349441969136403,108.22717473876587,10.943451552571206,9.119523455073569
39,25.214771553047715,79.01850241880855,12.767341335577916,7000000.0,2295.784766772457,0.44228372441100483,0.5366037892027884,0.8026111204023084,97.99561640740875,10.943435430495358,9.119523445921008
40,24.80240314414661,64.77766695646142,12.767335485464688,7000000.0,2016.606765910669,0.42779240236024063,0.5108113503225641,0.7771968433507613,90.22887902286038,10.943430416112589,9.119523443665113
41,24.411843186089943,50.53683149411429,12.767333634099382,7000000.0,1758.922481428263,0.41353129053336135,0.48581970109722084,0.7525624819371926,82.95364142866036,10.943428829228042,9.11952344309364
42,23.903099947986828,36.29599603176716,12.767333068861918,7000000.0,1441.0579714725184,0.39427226810793425,0.45257969989632385,0.719764721949927,73.67892100780861,10.943428344738788,9.119523442953577
43,23.136181698946388,22.055160569420032,12.767332902220659,7000000.0,1016.7340780505074,0.36403124601012476,0.40134949965310635,0.6690982343805325,60.327224352592296,10.943428201903423,9.119523442926406
44,21.990243347549193,15.24409432020011,12.767332846716338,7000000.0,535.5919837791138,0.31687985632366084,0.32332001577535646,0.5915278507779964,42.30378046067764,10.94342815432829,9.119523442915973
45,20.54210233989294,11.617214876606091,12.767332828711938,7000000.0,186.02651862884184,0.2554964084834989,0.22438598186641542,0.4922085772312084,23.67186509406275,10.943428138895948,9.119523442913547
