week,temperature,observed,predicted,M,R0,phi,mu_m,a,b,c
180,23.8795161290323,315.5,14.000341981992346,1752897998.4924526,439.59658096393406,6.362841930801256,0.04351232272112382,0.39336257987744827,0.45754454467547107,0.7192787663988897
181,23.8795161290323,315.5,14.000289530281579,1767955759.3604956,443.3728076469796,6.362841930801256,0.04351232272112382,0.39336257987744827,0.45754454467547107,0.7192787663988897
182,23.8795161290323,315.5,14.000245128252,1785031057.3851047,447.6549978468737,6.362841930801256,0.04351232272112382,0.39336257987744827,0.45754454467547107,0.7192787663988897
183,23.8795161290323,315.5,14.000207529462388,1802429400.9224224,452.0182022888998,6.362841930801256,0.04351232272112382,0.39336257987744827,0.45754454467547107,0.7192787663988897
184,21.4488129601186,78.75,14.000175695930768,1819413091.6351686,120.80922087762727,5.89266270816743,0.04546418355557014,0.29406883802283007,0.29119680651548896,0.5594487742834823
185,21.4488129601186,78.75,14.000148742581732,1813295282.4144068,120.4029977011336,5.89266270816743,0.04546418355557014,0.29406883802283007,0.29119680651548896,0.5594487742834823
186,21.4488129601186,78.75,14.00012592387169,1808131693.738551,120.06013486930577,5.89266270816743,0.04546418355557014,0.29406883802283007,0.29119680651548896,0.5594487742834823
187,21.4488129601186,78.75,14.000106605907146,1803572017.2121677,119.75737186779779,5.89266270816743,0.04546418355557014,0.29406883802283007,0.29119680651548896,0.5594487742834823
188,17.2776488833747,8.5,14.000090251636243,1799364688.8882391,0.3947006355104252,4.53507075296859,0.06533612182781579,0.11920040878617187,0.016605454044733407,0.28346700871582764
189,17.2776488833747,8.5,14.000076406470129,1727961287.2667432,0.379037902896158,4.53507075296859,0.06533612182781579,0.11920040878617187,0.016605454044733407,0.28346700871582764
190,17.2776488833747,8.5,14.000064683269475,1660470530.7510846,0.3642334307108842,4.53507075296859,0.06533612182781579,0.11920040878617187,0.016605454044733407,0.28346700871582764
191,17.2776488833747,8.5,14.000054759137743,1596746495.23936,0.35025520969260526,4.53507075296859,0.06533612182781579,0.11920040878617187,0.016605454044733407,0.28346700871582764
192,16.3933302860128,8.5,14.000046356668193,1536719963.9043908,0.0,4.157837757287993,0.0722315187114243,0.08462022078450172,0.0,0.22885636118791414
193,16.3933302860128,8.5,14.00003924469324,1464013519.5774674,0.0,4.157837757287993,0.0722315187114243,0.08462022078450172,0.0,0.22885636118791414
194,16.3933302860128,8.5,14.000033223917578,1395903618.358708,0.0,4.157837757287993,0.0722315187114243,0.08462022078450172,0.0,0.22885636118791414
195,16.3933302860128,8.5,14.000028128670609,1332135231.5171235,0.0,4.157837757287993,0.0722315187114243,0.08462022078450172,0.0,0.22885636118791414
196,18.6429464285714,3.25,14.000023812208179,1272520819.090646,5.603470318211975,5.05605204065688,0.05653317092315069,0.17503736492278185,0.10208594261317815,0.371428162155493
197,18.6429464285714,3.25,14.00002015250804,1251765020.172296,5.512073382755262,5.05605204065688,0.05653317092315069,0.17503736492278185,0.10208594261317815,0.371428162155493
198,18.6429464285714,3.25,14.000017051752161,1233289133.8038325,5.430715907643519,5.05605204065688,0.05653317092315069,0.17503736492278185,0.10208594261317815,0.371428162155493
199,18.6429464285714,3.25,14.000014432600018,1216683260.226652,5.357592923483459,5.05605204065688,0.05653317092315069,0.17503736492278185,0.10208594261317815,0.371428162155493
200,19.6688383178791,4.75,14.000012216151301,1201464718.6382978,17.807466879076568,5.398458134169628,0.05139044756430661,0.21828822885893368,0.16970690022889956,0.4395620284944009
201,19.6688383178791,4.75,14.000010341226634,1201317702.792615,17.805287888913906,5.398458134169628,0.05139044756430661,0.21828822885893368,0.16970690022889956,0.4395620284944009
202,19.6688383178791,4.75,14.000008759109399,1201572914.2146714,17.809070495989193,5.398458134169628,0.05139044756430661,0.21828822885893368,0.16970690022889956,0.4395620284944009
203,19.6688383178791,4.75,14.000007418779948,1202039914.1930437,17.81599211966935,5.398458134169628,0.05139044756430661,0.21828822885893368,0.16970690022889956,0.4395620284944009
204,23.6990258019526,9.75,14.00000626911346,1202591866.9065337,279.37073731510156,6.33605190291556,0.043413571922296224,0.38635501552799656,0.44545299686914175,0.7078153196823032
205,23.6990258019526,9.75,14.000005319137747,1244515054.547327,289.1097952316791,6.33605190291556,0.043413571922296224,0.38635501552799656,0.44545299686914175,0.7078153196823032
206,23.6990258019526,9.75,14.000004504671223,1283888006.4189293,298.25641504288427,6.33605190291556,0.043413571922296224,0.38635501552799656,0.44545299686914175,0.7078153196823032
207,23.6990258019526,9.75,14.000003814235031,1321306182.6173623,306.9489264103797,6.33605190291556,0.043413571922296224,0.38635501552799656,0.44545299686914175,0.7078153196823032
208,24.935564516129,22.25,14.000003230712512,1357103253.8941615,500.69475046782696,6.493473412981269,0.044873620191207,0.4325388549731704,0.5265645878055761,0.7842529006823417
209,24.935564516129,22.25,14.000002737963257,1398428815.624189,515.9415577825876,6.493473412981269,0.044873620191207,0.4325388549731704,0.5265645878055761,0.7842529006823417
210,24.935564516129,22.25,14.000002321060148,1437183307.3628726,530.2397849181633,6.493473412981269,0.044873620191207,0.4325388549731704,0.5265645878055761,0.7842529006823417
211,24.935564516129,22.25,14.000001968624892,1474030959.3973248,543.8344954811034,6.493473412981269,0.044873620191207,0.4325388549731704,0.5265645878055761,0.7842529006823417
212,28.3145390516039,66.25,14.000001671140293,1509262237.8253303,1032.7021691106165,6.61173052266825,0.05822077957797206,0.523989453722974,0.7105118224294116,0.952969014019354
213,28.3145390516039,66.25,14.000001417016982,1543046458.8326914,1055.8187869134217,6.61173052266825,0.05822077957797206,0.523989453722974,0.7105118224294116,0.952969014019354
214,28.3145390516039,66.25,14.000001197615216,1571427815.046512,1075.238532130492,6.61173052266825,0.05822077957797206,0.523989453722974,0.7105118224294116,0.952969014019354
215,28.3145390516039,66.25,14.000001011903073,1597472048.1461747,1093.0591171426754,6.61173052266825,0.05822077957797206,0.523989453722974,0.7105118224294116,0.952969014019354
216,29.0627419354839,107.0,14.000000854419797,1621968243.8444827,1133.1502797494031,6.576156752861603,0.06302900709157144,0.5333393023451769,0.7386973391025562,0.9779546101774885
217,29.0627419354839,107.0,14.000000706575793,1640620399.8622892,1146.1811734735675,6.576156752861603,0.06302900709157144,0.5333393023451769,0.7386973391025562,0.9779546101774885
218,29.0627419354839,107.0,14.000000602645674,1657240891.4961917,1157.7926922662468,6.576156752861603,0.06302900709157144,0.5333393023451769,0.7386973391025562,0.9779546101774885
219,29.0627419354839,107.0,14.000000510818088,1672691773.217963,1168.5870903759785,6.576156752861603,0.06302900709157144,0.5333393023451769,0.7386973391025562,0.9779546101774885
220,28.9638866396761,336.75,14.000000431077908,1687203231.5505297,1178.3560888952877,6.582140718123561,0.062355211654673726,0.5324145880876003,0.7353354936996442,0.97499697422759
221,28.9638866396761,336.75,14.000000362323991,1701580628.7254224,1188.3973768603014,6.582140718123561,0.062355211654673726,0.5324145880876003,0.7353354936996442,0.97499697422759
222,28.9638866396761,336.75,14.000000303876115,1715243697.466534,1197.9397721941982,6.582140718123561,0.062355211654673726,0.5324145880876003,0.7353354936996442,0.97499697422759
223,28.9638866396761,336.75,14.000000255734284,1728135135.1413045,1206.9432542849243,6.582140718123561,0.062355211654673726,0.5324145880876003,0.7353354936996442,0.97499697422759
224,28.0769166666667,379.25,14.000000216766091,1740277775.3062444,1172.6488146760653,6.618343343194448,0.056834283037500155,0.5199681432166797,0.7003343051477415,0.9438602318177323
225,28.0769166666667,379.25,14.000000183463866,1757231327.163285,1184.0726015977878,6.618343343194448,0.056834283037500155,0.5199681432166797,0.7003343051477415,0.9438602318177323
226,28.0769166666667,379.25,14.00000015557819,1774330439.2255187,1195.5944711385646,6.618343343194448,0.056834283037500155,0.5199681432166797,0.7003343051477415,0.9438602318177323
227,28.0769166666667,379.25,14.00000013303203,1790757960.208147,1206.6638034495832,6.618343343194448,0.056834283037500155,0.5199681432166797,0.7003343051477415,0.9438602318177323
228,25.3271370967742,446.5,14.000000113875032,1806349702.9232225,749.7780837456996,6.530573336075706,0.04571848540159984,0.44612214200295985,0.5512038832029733,0.8072530582248123
229,25.3271370967742,446.5,14.000000097257308,1824833864.8859587,757.4504738225697,6.530573336075706,0.04571848540159984,0.44612214200295985,0.5512038832029733,0.8072530582248123
230,25.3271370967742,446.5,14.000000083178861,1844935914.7826617,765.7944154339417,6.530573336075706,0.04571848540159984,0.44612214200295985,0.5512038832029733,0.8072530582248123
231,25.3271370967742,446.5,14.000000071299622,1864949300.964029,774.1015545864794,6.530573336075706,0.04571848540159984,0.44612214200295985,0.5512038832029733,0.8072530582248123
232,21.3425573570432,118.25,14.000000060874402,1884287610.7847018,116.11708995453847,5.866718001973945,0.04571124672599769,0.2895666234374951,0.2838645170614311,0.5522944573248506
233,21.3425573570432,118.25,14.000000051876832,1872862897.0164804,115.41305490769285,5.866718001973945,0.04571124672599769,0.2895666234374951,0.2838645170614311,0.5522944573248506
234,21.3425573570432,118.25,14.000000044277837,1863243629.3160143,114.820278430005,5.866718001973945,0.04571124672599769,0.2895666234374951,0.2838645170614311,0.5522944573248506
235,21.3425573570432,118.25,14.00000003769395,1854765001.0589306,114.29779256617826,5.866718001973945,0.04571124672599769,0.2895666234374951,0.2838645170614311,0.5522944573248506
236,17.5380487804878,8.0,14.000000032006124,1846952904.4381564,1.0194480576984106,4.640190558001191,0.06348452716240333,0.1296467038705521,0.03243633010841978,0.2999364730815598
237,17.5380487804878,8.0,14.000000027214362,1777761558.6404939,0.9812570551484979,4.640190558001191,0.06348452716240333,0.1296467038705521,0.03243633010841978,0.2999364730815598
238,17.5380487804878,8.0,14.000000023178286,1712297797.7956176,0.9451235383259649,4.640190558001191,0.06348452716240333,0.1296467038705521,0.03243633010841978,0.2999364730815598
239,17.5380487804878,8.0,14.000000019677785,1650428593.6737442,0.9109740806858542,4.640190558001191,0.06348452716240333,0.1296467038705521,0.03243633010841978,0.2999364730815598
