week,temperature,bi,bi_normalized,observed_cases,predicted_cases,L,P,S_m,E_m,I_m,M_total,S_h,E_h,I_h,R_h,R0
22,29.378791511015923,3.36666666666665,0.9946975464126785,1.5536911498807937,8.1761174438694,346719749288.91266,163962881145.5612,193108543516.47903,3560.5237792075714,4137.485946134521,193108551214.48874,13999931.6075407,7.492339581163143,8.1761174438694,52.724002274382805,0.5003872949430803
23,29.397648812368413,3.366666666666595,0.9946975464126623,2.033719311532944,10.270297342676963,353733469658.14325,169834013414.16638,203885160544.69647,3770.477259400286,4741.745511544962,203885169056.91925,13999919.03558466,8.716215783943543,10.270297342676963,61.97790221313253,0.511835371307885
24,29.243382378615305,3.3666666666665543,0.9946975464126503,2.5137474731850937,12.070590317796723,361271210893.758,174320292802.68814,212844995413.6987,4002.4261059897003,5252.531914452536,212845004668.65674,13999904.936279124,9.824033711102441,12.070590317796723,73.16909684745183,0.5423453128637181
25,29.023834910414877,3.366666666666568,0.9946975464126543,2.9937756348372435,13.793119924345351,372375171630.8226,179587880970.14865,224212148044.57675,4357.507346117925,5817.247078696311,224212158219.33118,13999889.024214502,11.08442750262184,13.793119924345351,86.09823807060882,0.5846463135206895
26,28.846848889750127,3.3666666666666707,0.9946975464126846,3.510072590925333,15.70028972205175,386610709112.80634,186208660754.95282,239183523154.42996,4854.070524986319,6529.777340963248,239183534538.27783,13999870.819925912,12.658150010741725,15.70028972205175,100.82163435548196,0.6267246056897993
27,28.791260187973727,3.366666666666868,0.9946975464127429,5.803540474374495,17.950532182777266,401658045048.50616,193574539924.48355,256356958663.47394,5440.686826427948,7399.914066874881,256356971504.07483,13999849.888987828,14.545029031164432,17.950532182777266,117.61545095801222,0.6561582483184479
28,28.82663201778935,3.3666666666670513,0.9946975464127971,8.097008357823656,20.518619290532524,414720863520.68976,200517899157.21503,272723695439.31573,6016.25917060429,8350.2514507237,272723709805.8264,13999826.078103919,16.575390528593633,20.518619290532524,136.82788626229166,0.6719802603699538
29,28.896800672075504,3.366666666667083,0.9946975464128064,10.390476241272818,23.23660736240494,424616354906.49805,206228913906.9842,286164294056.51886,6511.766312633712,9281.372630915406,286164309849.6578,13999799.504151914,18.55864672600557,23.236607362404943,158.70059399732074,0.6785117715621296
30,28.945602443710662,3.366666666666826,0.9946975464127306,12.683944124721979,25.898675119149154,431360581709.3498,210438212473.44684,296007367737.83435,6904.244995634498,10119.529413892778,296007384761.60876,13999770.465520268,20.355604206998173,25.898675119149154,183.28020040554654,0.6830759093227892
31,28.91933465095316,3.36666666666618,0.9946975464125396,53.25165743056914,28.37160135324646,436169340343.4963,213476171656.60437,303164617202.9473,7225.146920470153,10852.785892973765,303164635280.8801,13999739.236568915,21.95769457757603,28.37160135324646,210.43413515445113,0.6951066442687889
32,28.790610553196984,3.366666666665421,0.9946975464123154,111.01504621604458,30.695670839785944,441340115446.7417,216244769911.22568,310058839238.8748,7565.08023338673,11555.71766305289,310058858359.6727,13999705.781912895,23.545160220188325,30.695670839785947,239.9772560451062,0.7217129606823214
33,28.547992267793713,3.3666666666650604,0.9946975464122089,168.77843500152002,33.10886763776655,449090897144.66016,219809567766.38736,319577871713.7372,8037.8457896990985,12368.225074180933,319577892119.80804,13999669.603565425,25.42498702526925,33.10886763776656,271.8625799122835,0.7674812046919053
34,28.18026509139009,3.366666666665605,0.9946975464123697,226.54182378699545,36.00021756946508,460866291525.4453,225020613104.04352,334294722648.19135,8758.098817161135,13466.00527081272,334294744872.2954,13999629.66800024,27.96798587200395,36.000217569465086,306.3637963186521,0.8350027382236169
35,27.6768573412459,3.3666666666675513,0.9946975464129448,248.20709481622922,39.854380865183494,477031667951.7309,232271106165.5195,356150081719.9193,9837.654893107969,15047.78700090498,356150106605.3612,13999584.37163043,31.580305903505266,39.854380865183494,344.19368280108966,0.9214175214019577
36,27.059293677645975,3.366666666670451,0.9946975464138015,205.69793427881103,45.17597724866459,496177437552.20013,241160639304.78943,385803272025.1005,11358.005463271596,17313.549654417482,385803300696.6557,13999531.639311578,36.61717550152786,45.17597724866459,386.5675356716828,1.0092970251372386
37,26.395439465874347,3.3666666666725016,0.9946975464144073,163.18877374139282,52.29226153642099,514253479448.3226,250092784824.0822,420993935393.5484,13271.125826657473,20371.878855172687,420993969036.5531,13999469.461911082,43.10726141835651,52.292261536420995,435.1385659629547,1.0684877568749467
38,25.756772982642705,3.3666666666717946,0.9946975464141985,120.67961320397461,61.053619053548346,526003017442.906,256712270196.97818,455823837658.85645,15315.234535209405,24101.661907954072,455823877075.7529,13999396.783465305,50.485648574424815,61.05361905354835,491.6772670666836,1.0785575293207283
