week,temperature,bi,bi_normalized,observed_cases,predicted_cases,L,P,M_total,I_m,E_h,I_h,R0
26,28.846848889750127,3.3666666666666707,0.9946975464126846,3.510072590925333,14.092864959055012,34445909391.80573,15655765906.617903,7290225351.193436,360.600609664336,11.361742784666776,12.079598536332869,1.1455454969473464
27,28.791260187973727,3.366666666666868,0.9946975464127429,5.803540474374495,16.43862870798933,35268147794.4165,16096236160.571882,7594788897.1321535,408.00698431848696,13.241378764281999,14.090253178276571,1.1781235601195152
28,28.82663201778935,3.3666666666670513,0.9946975464127971,8.097008357823656,18.9810163910788,35898930132.614716,16459440818.796638,7850278791.848857,458.73900589068853,15.140221652790586,16.269442620924686,1.1920379574167255
29,28.896800672075504,3.366666666667083,0.9946975464128064,10.390476241272818,21.51661284635793,36324891204.705124,16725327408.735104,8038912167.218804,508.82867994011497,16.904820584446192,18.44281101116394,1.1945894560404173
30,28.945602443710662,3.366666666666826,0.9946975464127306,12.683944124721979,23.887945199988614,36579820122.204796,16899665035.142956,8163321499.782131,555.0283447986576,18.46825656031825,20.475381599990243,1.1954800067820859
31,28.91933465095316,3.36666666666618,0.9946975464125396,53.25165743056914,26.050769471694295,36739347252.45184,17011279243.070961,8243519517.538741,596.2664178547598,19.880787588826216,22.329230975737968,1.2058497935465877
32,28.790610553196984,3.366666666665421,0.9946975464123154,111.01504621604458,28.124724267359777,36913268374.99953,17108296465.950737,8313566428.344487,634.7507607431176,21.337573808403004,24.10690651487981,1.2327206986380579
33,28.547992267793713,3.3666666666650604,0.9946975464122089,168.77843500152002,30.37312306294798,37189728807.76357,17237489225.38551,8407901509.050549,675.6360237660298,23.106172562703918,26.03410548252684,1.2787648706323227
34,28.18026509139009,3.366666666665605,0.9946975464123697,226.54182378699545,33.151268180367985,37604890889.32077,17427278208.317947,8550965939.80354,725.8225674517798,25.488898675162766,28.415372726029705,1.343183436951274
35,27.6768573412459,3.3666666666675513,0.9946975464129448,248.20709481622922,36.87809519488998,38129685571.11389,17677607394.041466,8751674928.620674,792.9501090742236,28.82312781443736,31.609795881334275,1.4191069486997279
36,27.059293677645975,3.366666666670451,0.9946975464138015,205.69793427881103,41.990989276315545,38641377909.70912,17946279423.759315,8995020884.783813,884.0576566997692,33.42237999420528,35.99227652255618,1.4880483498391954
37,26.395439465874347,3.3666666666725016,0.9946975464144073,163.18877374139282,48.75935874719274,38909286479.97376,18138679847.33373,9229667356.195171,1001.9685953291789,39.32181248296031,41.79373606902235,1.5259634692211883
38,25.756772982642705,3.3666666666717946,0.9946975464141985,120.67961320397461,56.98411305999106,38707427267.2333,18144258955.723488,9378410841.334518,1140.261979328832,46.01019762068448,48.843525479992344,1.520428572238024
39,25.214771553047715,3.366666666666419,0.9946975464126102,79.01850241880855,65.85780937656591,37964531485.64931,17902303301.16528,9378447880.13084,1281.651212347356,52.513388325339484,56.44955089419936,1.478584887736916
40,24.80240314414661,3.366666666656115,0.9946975464095659,64.77766695646142,74.18095550061926,36831541389.64126,17445790734.476128,9218021469.210472,1403.5243341530534,57.8150740650521,63.58367614338794,1.4192476840028965
41,24.411843186089943,3.3666666666466303,0.9946975464067636,50.53683149411429,80.86286622939895,35554812107.8484,16869625180.155462,8937180369.816555,1488.0445497510927,61.34227364663356,69.31102819662767,1.343382027648296
42,23.903099947986828,3.366666666645086,0.9946975464063074,36.29599603176716,84.9803110256453,34063188192.815674,16180384588.000286,8562066608.111029,1521.9314837140537,62.513750674799745,72.84026659341026,1.2329823692920368
43,23.136181698946388,3.3666666666586074,0.9946975464103023,22.055160569420032,85.32482886308651,32028273900.025494,15273176066.871254,8063013158.261752,1487.2659737684444,60.20115837429112,73.1355675969313,1.05638442728287
44,21.990243347549193,3.366666666692391,0.9946975464202839,15.24409432020011,80.03447267759508,28930196201.00326,13952458466.405397,7348688040.3707905,1357.6953311521133,52.70748128605424,68.60097658079579,0.7870168389788262
45,20.54210233989294,3.3666666667317386,0.9946975464319092,11.617214876606091,67.29418152428386,24235991983.208233,12015992438.02086,6303205427.058828,1115.3428734006409,39.149967568867595,57.68072702081473,0.4791953137787183
46,18.985186413200246,3.3666666667502194,0.9946975464373695,7.990335433012072,48.55083977889742,18354823576.00188,9588891390.451305,4955596163.195643,797.6858656286969,23.206280277108455,41.61500552476922,0.23718495210945348
47,17.51443047456467,3.3666666667212484,0.9946975464288098,4.363455989418052,29.524567040044616,12587059721.019566,7129597891.725979,3543215967.5821605,495.0934549818803,10.921250660680201,25.306771748609673,0.10196751644679422
48,16.322367762892533,3.3666666666193046,0.9946975463986901,2.039052957773523,15.367673359779772,8044016340.690671,5049636346.548004,2333665847.8484187,273.86792405198594,4.292033842989205,13.172291451239806,0.04372844999715619
49,15.489219711206214,3.3666666664685287,0.9946975463541426,1.932380032961934,7.090416981074898,5052424161.02345,3493102306.271307,1454920188.149135,140.05910039719845,1.5207392237958917,6.07750026949277,0.02108025524107664
50,14.937292178012735,3.366666666362891,0.9946975463229315,1.825707108150345,3.0103018326489317,3263300758.7422805,2398577089.180606,883961958.622631,68.29664700776534,0.5190138223798483,2.5802587136990844,0.01159711904121907
51,14.577035259569934,3.366666666401604,0.9946975463343695,1.7190341833387561,1.2118178676588003,2185544947.106082,1646615771.453845,534295801.7375435,32.413305032688974,0.1776188145131248,1.0387010294218288,0.007115852322600273
52,14.318900405461932,3.366666666683874,0.9946975464177673,1.6336958434894844,0.47261201607930403,1508631792.3936923,1133589073.5632024,325504101.3934038,15.159904390714734,0.062444080528965204,0.4050960137822607,0.004666616536093452
53,14.09711971464731,3.366666667220913,0.9946975465764382,2.0603875427358402,0.1812969481619286,1057957158.4653379,783417141.1892093,201060833.42667088,7.038717217923102,0.022754200761041357,0.15539738413879595,0.0031486250892986036
54,13.930309239558666,3.366666667711681,0.9946975467214378,2.4870792419821965,0.06910293026196844,743524006.7926722,543328211.1094706,125964090.02887999,3.2578917390704265,0.008558673848104966,0.059231083081687244,0.0005551391764583917
55,13.85579341510941,3.3666666677859154,0.9946975467433707,2.9137709412285524,0.02555861102271982,525197295.6626305,377961680.79329073,80180871.70208736,1.5005861090321213,0.002309648455108673,0.02190738087661699,0.0004427311844089726
56,13.91089667621294,3.366666667073349,0.9946975465328396,3.3404626404749083,0.009079027748036308,376307463.2813035,263840915.90572947,52103817.50408353,0.6883040158031397,0.0006610066362117741,0.007782023784031121,0.0003569999802632338
57,14.13300056711072,3.366666665308234,0.9946975460113282,3.236989903407667,0.003160243680387007,277151177.5028499,185213270.41557783,34834323.95771574,0.3162635313632059,0.00020497754039571576,0.0027087802974745776,0.0013435800518565339
58,14.56005604305295,3.366666663266912,0.9946975454082099,2.9169711289729,0.0011843347987191629,213777945.2292898,131444483.97799768,24220640.065121427,0.14900250647460958,0.00018702952828640888,0.001015144113187854,0.001497978182958049
59,15.23034102495658,3.366666662324109,0.9946975451296542,2.596952354538134,0.0005215436947434889,177216606.2373225,95458337.30593516,17773011.05749871,0.07441103961794478,0.00013350409742541764,0.00044703745263727625,0.001982845307889395
60,16.182137325318877,3.3666666638616736,0.994697545583935,2.276933580103367,0.00027609057064075415,163335890.96389773,72892212.38690627,14057487.271125328,0.04162484272865846,0.00010283207686728944,0.00023664906054921787,0.0031319976869604673
61,17.451800224493596,3.3666666692016545,0.9946975471616575,2.037986228525407,0.00018804069416036506,174577964.48701903,61994361.373263545,12419961.61058069,0.029668884048860096,0.00010199120669100382,0.0001611777378517415,0.005849729395051958
62,18.99112066225382,3.3666666770411515,0.9946975494778739,1.9313133037138184,0.00019355753339488603,228214186.99646753,65094885.38265882,13122170.723059302,0.03255454879747711,0.0001596073098298412,0.0001659064571956166,0.012235449333814687
63,20.636090643756855,3.3666666824827733,0.9946975510856267,1.8246403789022294,0.00037017635025461465,384445224.27194124,94596540.60627635,18399064.752289593,0.05930636560570581,0.0004400811763544794,0.0003172940145039554,0.026700045951947922
64,22.21433458134946,3.366666680369388,0.994697550461217,1.7179674540906404,0.001242127387290163,842955662.2062526,195253764.6727109,36839632.5477335,0.16074535422485683,0.0018060256090891896,0.0010646806176772827,0.058834065150721655
65,23.553482882676043,3.366666665544373,0.9946975460810964,1.6299622911210785,0.005491097920328356,2132378571.1150668,508326597.36966234,98732124.80358182,0.5623875901583114,0.008699598924060846,0.0047066553602814485,0.12561011037750283
66,24.53666442548676,3.3666666375574827,0.9946975378122377,1.896644603150051,0.02556607057027118,4869139801.249329,1299836761.5792758,282990371.97619295,2.1277975072364645,0.040970767930130735,0.021913774774518155,0.24230887858601513
67,25.23815616167905,3.3666666121681876,0.9946975303108507,2.1633269151790233,0.10644162816795319,8897709140.668215,2717771283.6718273,695232182.6402738,7.117784765529067,0.1613508397668735,0.09123568128681703,0.40319688816670485
68,25.77335678955366,3.36666660862316,0.9946975292634556,2.4300092272079956,0.35766631609776683,13533654842.531513,4623929591.650857,1380353240.3345973,19.044811551155618,0.4933511287648823,0.30657112808380016,0.5836519506148868
69,26.25766500741133,3.3666666461690733,0.9946975403565728,2.6966915392369684,0.9499699616342453,18183040893.98526,6755144092.87013,2290937936.3872766,41.054001038474404,1.182646933151702,0.8142599671150674,0.7598244396719004
70,26.795981111363105,3.3666667383869275,0.9946975676027728,2.694558080740737,2.0531742218684323,22515667666.86999,8888980769.190256,3329790180.808957,74.689293834713,2.326816753965839,1.7598636187443706,0.9124966356105241
71,27.39207547011716,3.3666668442809624,0.9946975988896649,2.587885155929148,3.7552694869358634,26369652016.83865,10879952257.152803,4392542417.4535,119.87844115312095,3.9219407163049955,3.2188024173735976,1.0238609113668868
72,27.993201333872204,3.366666892354836,0.9946976130933176,2.481212231117559,5.999602233904353,29556683688.997967,12605350263.762066,5377044945.422204,174.70015377781962,5.82818971416484,5.142516200489446,1.084238501539433
73,28.5459945056474,3.366666810778988,0.9946975889913485,2.37453930630597,8.564938082757564,31904989209.38988,13960580648.832254,6192900686.904193,234.64605869096945,7.786757443517166,7.341375499506484,1.0977385998327078
74,28.997626757486934,3.3666665310842916,0.9946975063542312,2.8919029916421772,11.117609082820477,33376470644.82911,14897066978.155,6783892256.545849,292.8811149423445,9.510276881258962,9.529379213846124,1.0816187780872906
75,29.3173915426931,3.366666123500709,0.9946973859317393,4.385323939004422,13.344443998274631,34111901382.692192,15448032186.725363,7148232336.683396,342.63201783934966,10.825740664901227,11.43809485566397,1.0564693239202991
76,29.504086018398983,3.3666658432412913,0.9946973031277724,5.878744886366668,15.084917470446335,34371860383.84053,15713703884.857533,7333611500.679017,380.2590560945623,11.73902708986747,12.929929260382574,1.0367241569978547
77,29.558558198718732,3.3666659583776055,0.9946973371453395,7.372165833728914,16.362002769135838,34415765836.19706,15814433285.973179,7409250708.475732,406.36495112388445,12.376005914323907,14.024573802116434,1.0320911970597086
78,29.481657817988133,3.366666736935548,0.9946975671739559,8.833584903647683,17.34392844394354,34458100063.88697,15861870622.62019,7445308318.524454,424.99877711388444,12.93315633849778,14.866224380523033,1.0486796878749114
79,29.283712968086622,3.366668195317443,0.9946979980597656,9.793641226951983,18.287741676466844,34652316037.25939,15944843203.747643,7500945003.783182,442.1326292483259,13.635125613375557,15.675207151257295,1.088192861713235
80,29.006740835754844,3.3666695086698004,0.9946983860959143,10.753697550256284,19.480255187917187,35070358336.60558,16117696745.287668,7615713230.930849,464.0950187801746,14.694086240691535,16.697361589643304,1.144483772043622
81,28.699373369647912,3.366669676535914,0.9946984356927493,11.713753873560586,21.16274027732102,35673728768.992966,16385579322.231268,7798979961.920583,495.8907316238608,16.24068027132939,18.13949166627516,1.2084436057971735
82,28.410242518420922,3.3666676984590795,0.9946978512606185,12.673810196864887,23.4939057903757,36370523589.8313,16718439514.415165,8035784990.734564,540.4607959567358,18.33458917151164,20.137633534607744,1.2704910001400984
83,28.18343124418534,3.3666628809307473,0.9946964278991497,19.474209153603717,26.540014014100976,37062969814.63023,17071914269.731325,8297414693.507089,598.6936920831334,20.963561902783262,22.74858344065798,1.3226989784951344
84,28.02067260514915,3.3666573880513693,0.9946948050020289,28.434734837777192,30.26800846696682,37680907952.39257,17406137773.148674,8552616229.779994,669.632439333885,24.039588632138898,25.944007257400134,1.3640227293191958
85,27.900667463254656,3.366654938045616,0.9946940811362729,37.39526052195067,34.59908716855633,38205079956.99035,17700883109.030514,8782240649.631319,751.5272743505286,27.4921432962711,29.656360430191143,1.3968850270488644
86,27.80188651646128,3.3666592646687437,0.9946953594574837,46.355786206124144,39.46907242073065,38640512479.55074,17951281100.938347,8980138712.62063,842.8836138840621,31.293946329054176,33.83063350348341,1.4240000809327291
87,27.702150563251706,3.366673913213928,0.994699687439252,49.34262810084856,44.84992245847931,38998920618.00642,18160020315.60169,9147691590.807882,942.8888465309186,35.44935691864348,38.442790678696554,1.4481932376827267
88,27.554015559951477,3.366695102511169,0.9947059479170666,43.368944311399595,50.763933027725756,39293500793.24837,18332906817.71426,9290296482.72612,1051.643109790542,40.00914156077839,43.51194259519351,1.474487755420889
89,27.277217539312225,3.366709534055661,0.9947102117849569,37.39526052195063,57.35695086445848,39533673062.81046,18475882634.346104,9417894556.82093,1171.0987833484883,45.17204830291385,49.163100740964424,1.508307844389979
90,26.789299123351675,3.3667032732830946,0.9947083620101715,31.421576732501666,64.9951662437124,39691755662.1295,18582581453.79607,9540013230.036211,1306.1048466560733,51.351868564293845,55.71014249461063,1.5447624497742045
91,26.0078164600277,3.3666623893986753,0.9946962826736806,25.630837009104557,74.13654284856482,39609117951.010025,18596959392.83692,9641860567.249004,1461.3527580702512,58.88081488993336,63.545608155912696,1.5529520612465513
92,24.89858021833726,3.3665863995614758,0.9946738311178543,22.270639877539505,84.6078582181292,38829824804.913704,18343291248.67861,9640559270.54837,1627.1616741161058,67.03071651747756,72.52102132982502,1.4636519828928265
93,23.584019190236727,3.366518468515224,0.9946537605698251,18.91044274597445,93.82106762054076,36554139372.95741,17493633447.411385,9346013985.85683,1749.31449546459,72.01099382471892,80.41805796046351,1.2280772162664488
94,22.21828136490088,3.366510600761908,0.9946514360049977,15.550245614409398,95.87899313542098,32340948268.33955,15816930188.212986,8564427723.004731,1725.615248292393,67.72516855727818,82.18199411607513,0.8978935809392454
95,20.95551473150448,3.3666148008035135,0.9946822223987762,12.190048482844345,85.79492710585868,26701171828.98191,13451082017.16079,7298718881.163436,1491.6193994972195,52.775049120523086,73.53850894787887,0.5882999409951686
96,19.936077533299237,3.3668664530184174,0.9947565742326517,9.579762012704757,65.74068729191791,20865482396.495678,10852701980.353052,5792614141.638056,1112.542367435465,33.9704809771542,56.34916053592964,0.3721176476598347
97,19.17621648887662,3.3671513560788315,0.9948407501856693,7.232957666849799,43.6708693545348,15946263791.6158,8480476761.081194,4359173130.649009,728.8484911150163,18.92948962572473,37.4321737324584,0.24071691235136192
98,18.626498094301244,3.3672761474147417,0.9948776203744744,4.886153320994842,25.92113643998762,12216842645.318655,6536779546.433188,3179601986.500867,433.5121411415012,9.635121884231213,22.21811694856082,0.16291818669945507
99,18.236890735519978,3.36704674358251,0.9948098419301995,2.539348975139884,14.183781861750573,9486488226.262127,5029912020.446409,2289097656.87548,241.75354525091964,4.663276282142058,12.15752731007192,0.1160194074547686
100,17.95742469956772,3.3662796107923008,0.9945831889289538,1.2422062094309525,7.343113049948964,7500284070.676198,3893452636.3846855,1648841072.3755527,129.7248817245078,2.2074329544789344,6.294096899956255,0.08638132505985988
101,17.740400369535504,3.3651781022745233,0.9942577430418292,1.4555520590541304,3.6696826795015394,6035432411.458128,3044834802.9097815,1199059489.7545931,68.35155428174552,1.040402197211838,3.1454422967156055,0.06633886650513754
102,17.5409905443141,3.364435110187536,0.9940382225252162,1.6688979086773084,1.796606163414344,4923821848.082348,2408909868.443629,884337780.5307277,35.93968172159774,0.4929035269607319,1.5399481400694377,0.05162351703507386
103,17.31455248302488,3.3647749638039035,0.9941386338791788,1.8822437583004865,0.8705143080160999,4045121771.8269386,1924743178.7156627,661464072.5591735,19.106417880808422,0.23542052247478026,0.746155121156657,0.03981053705038566
104,17.016455798816512,3.3669216999108227,0.994772897187599,2.06572118897642,0.4199014008936527,3312989758.1333528,1545496598.3180716,499378232.5582933,10.365768294678043,0.11299500278958845,0.35991548648027377,0.029613644816202468
105,16.632416228548916,3.370880901546955,0.9959426619855832,1.9057118017590366,0.2018858247479572,2668171723.911198,1236979634.9351783,376916283.6422707,5.756020418256051,0.053955767844735776,0.17304499264110618,0.02090593345929127
106,16.2437758570897,3.3743941687514165,0.9969806733523665,1.7457024145416533,0.09648384981415578,2091003238.1025295,978690076.7093354,281340946.9665179,3.254794512057001,0.02534914872055898,0.0827004426978478,0.014516894966096748
107,15.950665700515815,3.3747582678775845,0.9970882481565596,1.5856930273242698,0.045767802803774044,1612326718.5010805,764563214.4084878,207253050.9782001,1.8597884636197388,0.01182709438532897,0.03922954526037775,0.010507362971540512
108,15.853216774904224,3.3692699652788356,0.9954667032667737,1.4256836401068864,0.021677775789846043,1250513442.2660317,593269321.5500156,151960968.47173548,1.0724694205763745,0.0056418260989487936,0.018580950677010894,0.008492506389157476
109,16.04011021878351,3.3561254534854634,0.9915830952579638,1.3856812933025404,0.010442066159303383,1004908518.6021355,462963765.6151504,112966046.50769149,0.6318164550363169,0.0028953145507143573,0.008950342422260043,0.008175725624953716
110,16.5003708290575,3.341349263974968,0.9872174003714038,1.3856812933025404,0.005318322928183709,867191311.9718744,371207227.4675828,87565605.16254205,0.393375221613938,0.001725793211042818,0.00455856250987175,0.009364597008417054
111,17.171710988431716,3.3349966899806427,0.9853405024212374,1.3856812933025404,0.003064223869065709,822416642.3376086,315547603.42940736,72925657.16849639,0.27528805189359873,0.0012856560575339171,0.0026264776020563222,0.012278003860756817
112,17.99141901007286,3.347156336816411,0.9889331274329553,1.3856812933025404,0.0021985357391542944,868245622.6020619,295652295.67864037,67235414.34131844,0.2344812828008331,0.0012641917946299838,0.0018844592049893955,0.01772757136872244
113,18.897147436798285,3.387327318833182,1.0008018335465405,1.4752865501442756,0.002172689958518069,1030350936.0956634,316976194.6896064,70801340.96972731,0.25754835229434664,0.0016934258854179249,0.0018623056787297732,0.027319138430708306
114,19.83916832069129,3.4445845848674375,1.0177187628649282,1.6886323997674535,0.003085177462153017,1378800616.7562048,396893253.8957476,87339868.93409514,0.3639503073061225,0.0030292295010302356,0.002644437824702586,0.044094461726535396
115,20.78330782623384,3.482829381722908,1.0290183684872614,1.9019782493906314,0.00594561224621723,2046898721.398288,574723085.1709334,126794453.6075916,0.6329842576877092,0.006747352634499738,0.005096239068186198,0.07348353749349762
116,21.696351322847946,3.4644105217905263,1.0235764294429666,2.1153240990138094,0.014027407579464614,3220785383.9337654,919988482.3114843,210137717.0734722,1.2840217085810959,0.01729516552043366,0.012023492210969669,0.12340258682140924
117,22.545092776831872,3.351688676873817,0.9902722286808592,2.314269103787422,0.03687837492267637,5049005940.773815,1518138368.5289106,372492040.4802387,2.8481370470600424,0.04730944717685361,0.03161003564800832,0.2016517113485735
118,23.311563651881183,3.1280446850064867,0.9241955564094616,2.3676055661932165,0.09939853835579672,7471529219.234977,2412428984.606543,654430776.036799,6.395096122884282,0.12776936644627904,0.08519874716211148,0.3105610824449791
119,24.024418866158975,2.841176557678031,0.8394390151032389,2.420942028599011,0.25531660377668486,10140278908.018156,3537507991.993488,1076494404.4056718,13.572411754069156,0.3184909366878056,0.21884280323715846,0.4445392863513237
120,24.721199972473432,2.5510414413655536,0.7537172264920965,2.4742784910048052,0.5955854580511319,12670838764.95257,4749755204.795097,1620111940.4684026,26.21885043980659,0.7065857036895542,0.5105018211866845,0.5905489511329622
121,25.439448523632745,2.31759648254616,0.6847448123059399,2.5276149534105996,1.2355877302333333,14825933830.437147,5905355951.6885605,2232800918.4780393,45.693212403633915,1.3809713306703588,1.0590751973428572,0.7313128916410712
122,26.208069867514023,2.193588429637068,0.6481060481581908,3.026844241528831,2.273628844761939,16625139002.736618,6936058840.194794,2853255569.8336897,72.337672963555,2.387319975829701,1.948824724081662,0.8475691923589407
123,26.98325852499926,2.171057504278665,0.6414491799881679,3.6668817903983646,3.7287452553603337,18324176593.640038,7878342773.05205,3438300470.763072,105.21373322877469,3.67586605969064,3.196067361737429,0.9224565156509742
124,27.684786870879005,2.211634949444135,0.6534379775562238,4.306919339267899,5.485083819062927,19990931776.62626,8757287279.258194,3960878462.009119,141.87465168471147,5.072732251099193,4.701500416339652,0.9541497906849962
125,28.232155313146162,2.2767249420648317,0.6726691228896376,4.946956888137432,7.3099032679659794,21500426389.11829,9542081271.005722,4400514330.649905,178.629593019527,6.354713668009326,6.265631372542269,0.9584840650499631
126,28.54726902591919,2.3284333836907085,0.6879466258641178,5.678733152344932,8.974991110128194,22733186127.673805,10192506835.966406,4749618964.234339,211.9702997056944,7.39651839811906,7.692849522967024,0.9612011774427681
127,28.63085958824092,2.3518681752526955,0.6948705455673063,6.532116550837643,10.408655853427149,23643703054.236305,10694007139.79669,5024265495.274475,240.76680071302704,8.272593582672316,8.921705017223271,0.9784581799908808
128,28.578301870732894,2.3597546757707444,0.6972006493440643,7.385499949330355,11.717208720703669,24307521290.8511,11074484618.46281,5253090916.038865,266.7402034023014,9.157557312446624,10.043321760603146,1.0070464728898374
129,28.490572085446868,2.3664527479851443,0.6991796263729827,8.238883347823066,13.047165171409677,24843319505.857025,11379779182.161266,5454516766.624625,292.30656305200733,10.144485153413154,11.183284432636867,1.03705963516491
130,28.468620416898478,2.386318239927476,0.7050489796680277,9.844310866237441,14.469238752451528,25319663943.359913,11642365275.53625,5633887873.965102,318.6874523374946,11.22156271845631,12.402204644958454,1.056688891145966
131,28.578858509216985,2.42837948117248,0.7174761717864865,18.218135463947206,15.92740933987934,25788989627.44306,11884430664.922012,5786524714.301723,345.1272623936239,12.26505131928547,13.652065148468006,1.0568692868207
132,28.78507143174372,2.4858348048553274,0.7344516181713403,26.59196006165697,17.242081138484657,26272943823.778683,12115879036.873316,5903953563.950791,368.97235407485954,13.07588002780536,14.778926690129707,1.0395997950186013
133,29.03207018001318,2.548955821462329,0.7531010202543281,34.96578465936673,18.21481455943055,26719161413.30961,12323264603.697826,5982988017.270761,387.14249999328956,13.528132938974311,15.612698193797614,1.0106242998034514
