subset,scheme,N,MAE,RMSE,MAPE,Spearman_rho,Spearman_p
all,scale_with_guangzhou,16,655.5497826733686,1499.6193970777413,1.128777363358057,0.9,2.0510898633789e-06
all,scale_without_guangzhou,16,1491.9233218936267,5737.0578605346245,0.22364644097662217,0.9,2.0510898633789e-06
all,loglinear_without_guangzhou,16,1674.3089437491187,6383.252831320053,0.25851483608639325,0.9,2.0510898633789e-06
non_gz,scale_with_guangzhou,15,699.2531015182599,1548.8002534751195,1.2040291875819273,0.8785714285714284,1.6315280286544268e-05
non_gz,scale_without_guangzhou,15,61.80010144521793,116.8103236582349,0.19763852206371996,0.8785714285714284,1.6315280286544268e-05
non_gz,loglinear_without_guangzhou,15,83.98865869443691,115.19420103954664,0.23022080577414347,0.8785714285714284,1.6315280286544268e-05
