city_cn,city_en,year,month,n_weeks,cases,tem,rhu,pre,Tm,Hm,Rm,pred_cases,m_hat_bi,m_hat_norm,beta_prime
广州市,Guangzhou,2010,1,5,0,15.95994822496382,77.89825510053856,78.78983099171684,23.137560869088905,73.5033665140795,166.73662087486332,0.29885798633109645,0.4747437116911817,0.5046005683752253,0.05832477028530293
广州市,Guangzhou,2010,2,4,0,18.6107183350668,82.40416183195643,101.49346894608372,23.137560869088905,73.5033665140795,166.73662087486332,0.43203723812594796,0.6564273097233538,0.6977103338630215,0.23306228407259677
广州市,Guangzhou,2010,3,4,0,18.646223517445776,72.67960906109865,68.40114625378968,23.137560869088905,73.5033665140795,166.73662087486332,0.4224079943150828,0.6109284092265901,0.6493499859832599,0.23559054981522476
广州市,Guangzhou,2010,4,4,2,21.095106962297077,82.17670020444695,217.834746352912,23.137560869088905,73.5033665140795,166.73662087486332,0.6501718000738039,0.8547528306304235,0.9085086406305231,0.4190874020909494
广州市,Guangzhou,2010,5,5,0,26.18977986416628,82.28083773384856,403.3527129165365,23.137560869088905,73.5033665140795,166.73662087486332,2.4844265327182633,1.25932265381496,1.3385220514435925,0.8274048441094468
广州市,Guangzhou,2010,6,4,1,28.2030296678234,84.6702214191321,360.4199180172477,23.137560869088905,73.5033665140795,166.73662087486332,1.7277169126016967,1.39801936846745,1.4859414681139258,0.9813910371300795
广州市,Guangzhou,2010,7,4,0,29.80223636395145,80.48697836968583,180.6767872275028,23.137560869088905,73.5033665140795,166.73662087486332,1.9162110099163883,1.417881945529666,1.5070532120468516,1.092717710733637
广州市,Guangzhou,2010,8,5,4,29.19929843088134,79.18035461708295,252.91558534286668,23.137560869088905,73.5033665140795,166.73662087486332,1.837342405875508,1.4019090305851771,1.4900757529228827,1.052238538010675
广州市,Guangzhou,2010,9,4,19,28.29405022060645,80.38860078358037,335.5647356316233,23.137560869088905,73.5033665140795,166.73662087486332,6.0506515612408815,1.376243994472313,1.4627966305438038,0.9880430687410212
广州市,Guangzhou,2010,10,5,43,23.31061680725654,61.76832796928832,56.15709903547855,23.137560869088905,73.5033665140795,166.73662087486332,10.893102929014407,0.8306923413323244,0.882934975774685,0.5956548916989204
广州市,Guangzhou,2010,11,4,2,20.413309465157777,55.44719452876922,0.1737102799633021,23.137560869088905,73.5033665140795,166.73662087486332,11.514440905419585,0.5928987329025228,0.6301864147832611,0.3664055035892325
广州市,Guangzhou,2010,12,4,0,15.3755378040183,54.57756153563496,23.57096156858352,23.137560869088905,73.5033665140795,166.73662087486332,0.3921720318330401,0.32225559997031067,0.3425224071485863,0.024050698675420076
广州市,Guangzhou,2011,1,5,0,11.138961768695616,58.6776723318112,19.655621137612133,23.137560869088905,73.5033665140795,166.73662087486332,0.2694272740947781,0.11491840786470207,0.12214568091641297,0.0
广州市,Guangzhou,2011,2,4,1,15.926155706056324,72.38450340145945,48.82792402606845,23.137560869088905,73.5033665140795,166.73662087486332,0.2959224000780905,0.44278448400141085,0.4706314097324629,0.05629697770995334
广州市,Guangzhou,2011,3,4,0,17.030596152445025,65.2802483598447,32.57712815243676,23.137560869088905,73.5033665140795,166.73662087486332,0.33217251565410494,0.47100694873317406,0.5006287986264968,0.12533286485210582
广州市,Guangzhou,2011,4,4,2,23.89270406550037,69.7579972018485,120.9510133743252,23.137560869088905,73.5033665140795,166.73662087486332,0.9130658540430676,0.9421044553212076,1.0013538503341985,0.6427683677787599
广州市,Guangzhou,2011,5,5,1,26.0364935578364,78.35807112348877,193.5414566604865,23.137560869088905,73.5033665140795,166.73662087486332,2.270700452449495,1.1547440475036297,1.2273664470931906,0.81527125948994
广州市,Guangzhou,2011,6,4,1,28.983158280026725,82.15491038579636,279.7052619244967,23.137560869088905,73.5033665140795,166.73662087486332,2.7598488997843567,1.4118137488356464,1.500603383591184,1.0372584342246387
广州市,Guangzhou,2011,7,5,1,29.58150662314544,79.95037706597944,315.79893058654017,23.137560869088905,73.5033665140795,166.73662087486332,2.442423512261121,1.4586618732561893,1.5503978087257642,1.078133339980698
广州市,Guangzhou,2011,8,4,2,29.55190062718052,75.9778527195102,120.64640856678773,23.137560869088905,73.5033665140795,166.73662087486332,2.272521274873413,1.34708265302347,1.4318013185316627,1.076155971584555
广州市,Guangzhou,2011,9,4,5,28.1883162097172,71.0641633565033,88.42609872946234,23.137560869088905,73.5033665140795,166.73662087486332,3.171320837536022,1.2108783588354484,1.2870310718282585,0.980312660111493
广州市,Guangzhou,2011,10,5,30,24.2906952489548,67.95744903346696,180.10253858751778,23.137560869088905,73.5033665140795,166.73662087486332,4.218726626115167,0.9829630245336474,1.0447820342992913,0.6750039759436324
广州市,Guangzhou,2011,11,4,8,21.063239938325925,65.32183004524528,85.81220996809695,23.137560869088905,73.5033665140795,166.73662087486332,10.444473034725268,0.7294830925144221,0.775360629404903,0.4166026923268213
广州市,Guangzhou,2011,12,4,0,15.398447575960777,44.76311251865368,0.6298818017250083,23.137560869088905,73.5033665140795,166.73662087486332,0.383082840368124,0.24801050268958152,0.2636080005659878,0.025361982683136934
广州市,Guangzhou,2012,1,5,1,12.376858839686886,76.2857283403861,88.9483804076175,23.137560869088905,73.5033665140795,166.73662087486332,0.2694272740947781,0.26593356854817385,0.28265825651788834,0.0
广州市,Guangzhou,2012,2,4,0,14.7997341220602,80.05061355315718,107.23148635342169,23.137560869088905,73.5033665140795,166.73662087486332,0.2694272740947781,0.42313498264101296,0.44974614193307333,0.0
广州市,Guangzhou,2012,3,4,0,18.80326050769093,77.16986638393371,79.22936495016343,23.137560869088905,73.5033665140795,166.73662087486332,0.4377438485257189,0.6415782077083599,0.6819273647954888,0.2468247838703748
广州市,Guangzhou,2012,4,5,0,24.71438106843032,84.35146424511936,542.4680861934154,23.137560869088905,73.5033665140795,166.73662087486332,1.1773866906274086,1.2043743517821024,1.2801180246935346,0.709277893927007
广州市,Guangzhou,2012,5,4,3,27.672202955077523,81.66040543045585,192.0154060361139,23.137560869088905,73.5033665140795,166.73662087486332,1.551063922092373,1.2800786519931042,1.3605834041692073,0.9419758054304518
广州市,Guangzhou,2012,6,4,2,28.7577181020706,82.94216423595962,297.3006309155448,23.137560869088905,73.5033665140795,166.73662087486332,4.849811329090348,1.4063700537712627,1.4948173319681637,1.0213921476199745
广州市,Guangzhou,2012,7,5,9,29.41386244884378,80.96856847509964,289.4587701964149,23.137560869088905,73.5033665140795,166.73662087486332,5.008248150809732,1.441024412664796,1.5316511198914693,1.0668723073830646
广州市,Guangzhou,2012,8,4,14,29.329891246081825,79.06748661354484,127.7551837554595,23.137560869088905,73.5033665140795,166.73662087486332,14.89886303500649,1.351080219358987,1.436050293705728,1.061174225657432
广州市,Guangzhou,2012,9,5,70,26.97162787536316,69.1770713625921,103.6307172479727,23.137560869088905,73.5033665140795,166.73662087486332,18.06541723655258,1.12833988589165,1.1993017152625916,0.8885404964431456
广州市,Guangzhou,2012,10,4,42,24.367531617284776,64.23666392198984,92.32070863255484,23.137560869088905,73.5033665140795,166.73662087486332,50.13203230928458,0.9280945839936158,0.9864628915691349,0.6812245742042635
广州市,Guangzhou,2012,11,4,16,20.1196103163133,76.80222870268575,183.23001955488544,23.137560869088905,73.5033665140795,166.73662087486332,17.802810305800964,0.7610558319084733,0.808918993320136,0.34404887197375655
广州市,Guangzhou,2012,12,5,0,14.84718300272252,70.35594585982706,67.60570651664709,23.137560869088905,73.5033665140795,166.73662087486332,0.2694272740947781,0.3810189934942536,0.4049814582989618,0.0
广州市,Guangzhou,2013,1,4,1,15.5999957041417,67.83563302859318,7.648427489804851,23.137560869088905,73.5033665140795,166.73662087486332,0.3430637526718675,0.38995115188705026,0.41447536435991167,0.03701289474848558
广州市,Guangzhou,2013,2,4,2,17.938859378924526,77.81166958969823,40.767811334013786,23.137560869088905,73.5033665140795,166.73662087486332,0.3832201341856708,0.5753636988980224,0.6115485941923787,0.1860732919207662
广州市,Guangzhou,2013,3,5,0,20.734522952666985,77.67449727477432,316.65856257851755,23.137560869088905,73.5033665140795,166.73662087486332,1.078767097376379,0.846507518091381,0.8997447764840956,0.3910963296310648
广州市,Guangzhou,2013,4,4,0,21.771511824253373,80.28859061638042,217.1370284089158,23.137560869088905,73.5033665140795,166.73662087486332,0.7167845380537077,0.8911886604480057,0.9472359370273096,0.47227649044108416
广州市,Guangzhou,2013,5,4,0,27.1206303534335,86.92113838686743,396.0798363971041,23.137560869088905,73.5033665140795,166.73662087486332,1.553272650416583,1.342053383538633,1.426455755908999,0.9000246737436896
广州市,Guangzhou,2013,6,5,4,28.85227724356792,82.21677633127176,311.2491636712105,23.137560869088905,73.5033665140795,166.73662087486332,1.815996335937913,1.4153226655641897,1.504332977753257,1.0280762867759226
广州市,Guangzhou,2013,7,4,8,28.304940636035425,85.1044640536241,255.0653269879961,23.137560869088905,73.5033665140795,166.73662087486332,6.013785674420738,1.3663703333512314,1.452302010202454,0.9888367502027323
广州市,Guangzhou,2013,8,4,47,28.83043494376875,83.8969574571193,358.9676691872563,23.137560869088905,73.5033665140795,166.73662087486332,14.717623906582775,1.4393390766787357,1.5298597923277197,1.0265360025677446
广州市,Guangzhou,2013,9,5,348,27.68977086394646,73.79001973499558,227.295999524482,23.137560869088905,73.5033665140795,166.73662087486332,62.610270043915,1.2586619715151397,1.3378198185212917,0.9432962215724497
广州市,Guangzhou,2013,10,4,711,24.7668941134085,56.0777095500961,4.195867340509421,23.137560869088905,73.5033665140795,166.73662087486332,233.8011387432293,0.8503989382569457,0.9038809299053505,0.7135199386383709
广州市,Guangzhou,2013,11,4,147,20.193159517654927,59.448110734817824,62.07646339458647,23.137560869088905,73.5033665140795,166.73662087486332,192.75411128317026,0.6352315245686034,0.6751815357497281,0.34962696016570355
广州市,Guangzhou,2013,12,5,2,13.67803337896982,49.02065383827938,132.6616472136076,23.137560869088905,73.5033665140795,166.73662087486332,0.2694272740947781,0.23392834145915398,0.24864020555189056,0.0
广州市,Guangzhou,2014,1,4,1,14.756280250635026,55.75449501746995,4.460295699339289,23.137560869088905,73.5033665140795,166.73662087486332,0.2694272740947781,0.28772319260419077,0.30581824034196237,0.0
广州市,Guangzhou,2014,2,4,0,14.127383327926063,73.73196419780777,60.42488579063979,23.137560869088905,73.5033665140795,166.73662087486332,0.2694272740947781,0.3486898942891212,0.3706191667462081,0.0
广州市,Guangzhou,2014,3,5,1,18.70570287076104,79.69194523938253,290.05001869228226,23.137560869088905,73.5033665140795,166.73662087486332,0.4521287021864828,0.7167035525320392,0.7617773781055597,0.2398357228014031
广州市,Guangzhou,2014,4,4,1,24.153742768001475,81.06380585050593,94.08659716392728,23.137560869088905,73.5033665140795,166.73662087486332,0.9726769741547514,0.9965744647158421,1.0592495043956802,0.6639131735645126
广州市,Guangzhou,2014,5,4,4,26.373452245050824,87.06592246335813,482.7117067820986,23.137560869088905,73.5033665140795,166.73662087486332,1.8007456281386978,1.3163774479212602,1.399165048550415,0.8418858065664124
广州市,Guangzhou,2014,6,5,34,29.56219717506312,81.4293135880218,279.82784295639,23.137560869088905,73.5033665140795,166.73662087486332,7.405242129400395,1.4498855376977888,1.5410695252710034,1.0768442303233732
广州市,Guangzhou,2014,7,4,274,30.027812309144025,80.04987837959322,182.8083217363557,23.137560869088905,73.5033665140795,166.73662087486332,59.62642531209449,1.432736420518585,1.5228418919971822,1.1073233289772044
广州市,Guangzhou,2014,8,5,2772,29.20890206860712,80.44556204708229,233.6181384950363,23.137560869088905,73.5033665140795,166.73662087486332,445.6551901517279,1.400351831220999,1.4884206205538015,1.0528986737665424
广州市,Guangzhou,2014,9,4,19484,28.596883098025373,75.88032725404955,93.35366127788132,23.137560869088905,73.5033665140795,166.73662087486332,3880.7083298325388,1.266533904508795,1.346186821106034,1.009929628752125
广州市,Guangzhou,2014,10,4,13785,25.357164898217125,58.67955659701792,2.9795992168077245,23.137560869088905,73.5033665140795,166.73662087486332,14854.155156087401,0.9038681037506955,0.9607127965194067,0.7610564128981383
广州市,Guangzhou,2014,11,5,1011,20.24202604502248,68.37478668369356,60.41831141944312,23.137560869088905,73.5033665140795,166.73662087486332,5043.083081018261,0.684015486733739,0.7270335443807255,0.3533407662907799
广州市,Guangzhou,2014,12,4,15,14.083545761285624,49.33529998701865,27.16938806933636,23.137560869088905,73.5033665140795,166.73662087486332,0.2694272740947781,0.22375441972622415,0.23782644106672568,0.0
广州市,Guangzhou,2015,1,4,4,15.397394371035698,63.79077782767352,58.29388226152616,23.137560869088905,73.5033665140795,166.73662087486332,3.5461291925170717,0.38279220160967703,0.40686618431187266,0.02530164166626136
广州市,Guangzhou,2015,2,4,1,17.715781517660425,70.4727933956364,42.56947252328264,23.137560869088905,73.5033665140795,166.73662087486332,1.0974216966127357,0.5364310125970098,0.5701674128263692,0.17084650286948028
广州市,Guangzhou,2015,3,5,5,20.52804070592228,81.58703307697319,76.42708028964879,23.137560869088905,73.5033665140795,166.73662087486332,0.9369934958816519,0.7608937564147431,0.8087467248219086,0.37519681058136667
广州市,Guangzhou,2015,4,4,5,23.25202751049515,73.24259088428505,125.79935232193483,23.137560869088905,73.5033665140795,166.73662087486332,3.3338318433143708,0.9205622549291869,0.978456850765434,0.5909198151250892
广州市,Guangzhou,2015,5,5,3,27.2897355352378,87.88791863103077,749.629724802365,23.137560869088905,73.5033665140795,166.73662087486332,9.466573090869401,1.458102866935993,1.5498036462335605,0.9129837277849469
广州市,Guangzhou,2015,6,4,2,30.226729031281025,81.68675460123097,156.69881838028925,23.137560869088905,73.5033665140795,166.73662087486332,7.990664607155967,1.441422835298028,1.532074599512645,1.119939276458111
广州市,Guangzhou,2015,7,4,4,29.0294095735618,80.57060630894514,296.6240422261949,23.137560869088905,73.5033665140795,166.73662087486332,4.8060848975500265,1.414536936798667,1.503497834133852,1.04048350601343
广州市,Guangzhou,2015,8,5,12,29.248383036620066,80.16409552546267,315.1306542357455,23.137560869088905,73.5033665140795,166.73662087486332,7.678441538038801,1.4355278013101325,1.5258088240476329,1.0556075239476779
广州市,Guangzhou,2015,9,4,17,28.46837289956745,76.25075481272577,90.39397137818986,23.137560869088905,73.5033665140795,166.73662087486332,17.932440622966364,1.2580653307703942,1.3371856547577698,1.0006890719498545
广州市,Guangzhou,2015,10,4,42,24.88515509505275,68.54968842504395,112.78570647929013,23.137560869088905,73.5033665140795,166.73662087486332,16.02123482373604,0.9949386512005662,1.0575108137943372,0.7230666977113682
广州市,Guangzhou,2015,11,5,14,21.53425847833974,72.4698079664593,59.4713751797168,23.137560869088905,73.5033665140795,166.73662087486332,17.97443868366045,0.7797995606402085,0.8288415240216213,0.4535276850921614
广州市,Guangzhou,2015,12,4,3,15.682913542763677,71.81004327925393,140.03789175763396,23.137560869088905,73.5033665140795,166.73662087486332,0.8132230882574076,0.45941971048331814,0.48831283347985394,0.04186548101667422
广州市,Guangzhou,2016,1,5,2,13.52440656137774,74.72335755298705,298.36629412836896,23.137560869088905,73.5033665140795,166.73662087486332,0.2694272740947781,0.38409858001802466,0.408254721476519,0.0
广州市,Guangzhou,2016,2,4,1,15.316696615931225,66.35046402685987,30.88622347605213,23.137560869088905,73.5033665140795,166.73662087486332,0.2935522156633584,0.378191176052041,0.4019757980796432,0.02069513987712195
广州市,Guangzhou,2016,3,4,3,17.861587222412375,79.11093496474675,208.674471051779,23.137560869088905,73.5033665140795,166.73662087486332,0.46547627438377176,0.6376950803728288,0.6778000257442724,0.18077695563093807
