pearson_r,spearman_rho,r2,r2_log,mae,rmse,rmsle,aic,bic,n_real,k
0.45348640314075356,0.434885665286259,0.20557792360186555,0.23799611986518543,0.22372371699749094,0.2975408885128811,0.1730333561732579,-729.8686173133834,-707.5271067016691,306,6
