city_en,year,month,method,index_value,n_records,index_norm_city
Shenzhen,2015,1.0,Light trapping,0.837209,1,0.3774599516794238
Shenzhen,2015,2.0,Light trapping,0.651163,1,0.29358016279737637
Shenzhen,2015,3.0,Light trapping,0.651163,1,0.29358016279737637
Shenzhen,2015,4.0,Light trapping,4.27907,1,1.9292405545483529
Shenzhen,2015,5.0,Light trapping,2.69767,1,1.2162582913550037
Shenzhen,2015,6.0,Light trapping,1.5814,1,0.7129822631933493
Shenzhen,2015,7.0,Light trapping,0.837209,1,0.3774599516794238
Shenzhen,2015,8.0,Light trapping,1.95349,1,0.8807409392472341
Shenzhen,2015,9.0,Light trapping,1.2093,1,0.5452190785884137
Shenzhen,2015,10.0,Light trapping,1.11628,1,0.5032805367127052
Shenzhen,2015,11.0,Light trapping,1.11628,1,0.5032805367127052
Shenzhen,2015,12.0,Light trapping,1.11628,1,0.5032805367127052
Shenzhen,2016,1.0,Light trapping,1.2093,1,0.5452190785884137
Shenzhen,2016,2.0,Light trapping,1.48837,1,0.67103921276659
Shenzhen,2016,3.0,Light trapping,1.67442,1,0.7549208050690578
Shenzhen,2016,4.0,Light trapping,3.16279,1,1.425960017835648
Shenzhen,2016,5.0,Light trapping,1.67442,1,0.7549208050690578
Shenzhen,2016,6.0,Light trapping,3.81395,1,1.7195388280677089
Shenzhen,2016,7.0,Light trapping,1.30233,1,0.5871621290151731
Shenzhen,2016,8.0,Light trapping,1.2093,1,0.5452190785884137
Shenzhen,2016,9.0,Light trapping,1.76744,1,0.7968593469447662
Shenzhen,2016,10.0,Light trapping,2.13953,1,0.9646180229986511
Shenzhen,2016,11.0,Light trapping,1.39535,1,0.6291006708908815
Shenzhen,2016,12.0,Light trapping,1.95349,1,0.8807409392472341
Shenzhen,2017,1.0,Light trapping,3.62791,1,1.635661744316292
Shenzhen,2017,2.0,Light trapping,3.44186,1,1.5517801520138241
Shenzhen,2017,3.0,Light trapping,5.11628,1,2.3067009570828816
Shenzhen,2017,4.0,Light trapping,1.95349,1,0.8807409392472341
Shenzhen,2017,5.0,Light trapping,1.48837,1,0.67103921276659
Shenzhen,2017,6.0,Light trapping,2.60465,1,1.1743197494792952
Shenzhen,2017,7.0,Light trapping,3.34884,1,1.5098416101381156
Shenzhen,2017,8.0,Light trapping,1.39535,1,0.6291006708908815
Shenzhen,2017,9.0,Light trapping,0.930233,1,0.41940029697555264
Shenzhen,2017,10.0,Light trapping,0.930233,1,0.41940029697555264
Shenzhen,2017,11.0,Light trapping,1.67442,1,0.7549208050690578
Shenzhen,2017,12.0,Light trapping,4.37209,1,1.9711790964240614
